Word based distribution,Path length,mailto: present,Dash,Is title tag empty,Digit to alphabet ratio,ASN updation date,Tilde,Is English word,Is www present,Domain Age in Days,Is Pronounceable,Levenshtein Distance,Files in URL,Question Mark,Total links,Body tags in source,.js used,Label
1,136,0,0,0,0.125984252,1,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,2,0,0.0,0,0,1,0,4261,0,0,0,0,0,0,0,0
1,27,0,0,0,0.019230769,0,0,1,0,11810,0,0,0,0,0,0,0,0
1,9,0,0,0,0.086956522,1,0,1,1,3588,0,0,0,0,422,1,0,0
1,58,0,0,0,0.396226415,1,0,1,1,0,0,0,0,0,0,0,0,0
1,16,0,0,0,0.08,1,0,0,1,4725,0,0,0,0,2,1,0,0
0,53,0,0,0,0.188679245,1,0,1,1,3254,0,0,0,0,0,0,0,0
1,15,0,0,0,0.0,1,0,1,1,13091,0,0,0,0,0,0,0,0
1,4,0,1,0,0.02739726,0,0,1,1,0,0,0,0,2,0,0,0,0
1,64,0,1,0,0.28125,0,0,0,1,5388,0,0,0,0,0,0,0,0
1,17,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0,0,0,0.0,0,0,1,1,3588,0,0,0,0,422,1,0,0
1,41,0,1,0,0.323076923,0,0,1,0,0,0,0,0,0,0,0,0,0
0,46,0,1,0,0.092783505,1,0,1,1,0,0,0,0,1,0,0,0,0
1,34,0,9,0,0.13442623,0,0,1,0,0,0,0,0,1,0,0,0,0
1,9,1,0,0,0.0,0,0,1,1,4540,0,0,0,0,123,1,0,0
1,8,0,0,0,0.0,1,0,1,0,3254,0,0,0,0,0,0,0,0
1,5,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,68,0,1,0,0.393442623,0,0,1,0,0,0,0,0,0,0,0,0,0
1,13,0,0,0,0.0,1,0,1,1,2225,0,0,0,0,0,0,0,0
1,48,0,0,0,0.056603774,1,0,1,1,3847,1,0,0,0,48,0,0,0
1,64,1,1,0,0.059701493,1,0,1,1,3996,0,0,0,0,4,0,0,0
1,18,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,6,0,0.967213115,1,0,1,0,3574,0,0,0,0,2,1,0,0
1,14,0,0,0,0.0,1,0,1,1,12853,1,0,0,0,0,0,0,0
1,20,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,12,0,0,0,0.0,1,0,1,1,4345,0,0,0,0,27,1,0,0
1,21,0,0,0,0.0,1,0,1,1,2723,0,0,0,0,0,0,0,0
1,34,0,0,0,0.0,1,0,1,1,3504,0,0,0,0,102,2,0,0
1,19,0,0,0,0.0,1,0,1,1,9168,0,0,0,0,0,0,0,0
1,10,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,21,0,0,0,1.568181818,0,0,1,0,0,0,0,0,1,0,0,0,0
1,54,0,0,0,0.410714286,0,0,1,0,0,0,0,0,0,0,0,0,0
1,34,0,5,0,0.403508772,1,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,1,1,0,0.0,1,0,1,1,3164,0,0,0,0,9,1,0,0
1,35,1,0,0,0.0,1,0,1,1,8646,0,0,0,0,5,0,0,0
1,38,0,0,0,0.020408163,0,0,1,1,2619,0,0,0,0,0,0,0,0
0,86,0,0,0,0.202380952,1,0,0,1,0,0,0,0,1,0,0,0,0
1,37,0,0,0,0.285714286,0,0,1,1,4081,0,0,0,0,0,0,0,0
1,11,1,0,0,0.0,1,0,1,1,5446,0,0,0,0,20,1,0,0
0,125,0,1,0,0.523255813953488,0,0,1,0,2030,0,0,0,1,0,0,0,0
1,13,1,0,0,0.153846154,1,0,1,0,3588,0,0,0,0,53,1,0,0
0,25,0,0,0,0.311827957,1,0,1,0,4666,0,0,0,1,0,0,0,0
1,12,0,0,0,0.0,1,0,1,1,3847,0,0,0,0,306,1,0,0
0,23,0,7,0,0.725,1,0,1,0,0,0,0,0,0,0,0,0,0
1,28,0,0,0,0.0,0,0,1,1,6756,0,0,0,0,0,0,0,0
0,10,0,0,0,0.030769231,1,0,1,1,3588,1,0,0,1,0,0,0,0
1,49,0,1,0,0.54,1,0,1,0,0,0,0,0,0,0,0,0,0
0,13,0,6,0,1.126436782,1,0,1,0,0,0,0,0,0,0,0,0,0
1,24,0,0,0,0.0,1,0,1,1,3065,1,0,0,0,0,0,0,0
1,37,0,6,0,1.138888889,1,0,1,0,3574,0,0,0,0,2,1,0,0
1,58,0,0,0,0.511111111,1,0,1,1,5494,0,0,0,0,0,0,0,0
0,39,0,0,0,0.277372263,1,0,1,1,9805,0,0,0,1,0,0,0,0
1,66,0,2,0,0.80952381,0,0,1,0,0,0,0,0,1,0,0,0,0
1,28,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,32,1,0,0,0.02173913,1,0,1,1,8646,0,0,0,0,21,1,0,0
1,13,0,0,0,0.0,1,0,1,1,0,0,0,0,1,0,0,0,0
1,94,0,0,0,1.385416667,0,0,1,0,5426,0,0,0,1,0,0,0,0
1,40,0,2,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,14,0,0,0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0
1,17,0,0,0,0.0,1,0,1,1,2818,0,0,0,0,5,1,0,0
1,20,0,1,0,0.009433962,1,0,0,0,0,0,0,0,1,0,0,0,0
1,24,0,0,0,0.0,0,0,1,1,8646,0,0,0,0,3,1,0,0
1,49,0,2,0,0.472222222,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,1,0,0,0.153846154,0,0,1,0,3588,0,0,0,0,285,1,0,0
1,13,0,0,0,0.25,1,0,1,0,5688,0,0,0,1,0,0,0,0
1,13,1,0,0,0.153846154,1,0,1,0,3588,0,0,0,0,63,1,0,0
1,50,0,1,0,0.737704918,0,0,1,1,7351,0,0,0,1,0,0,0,0
1,4,0,0,0,0.363636364,1,0,0,1,3835,0,0,0,1,0,0,0,0
1,8,0,0,0,0.0,1,0,1,1,3837,0,0,0,0,0,0,0,0
1,14,0,0,0,0.0,1,0,1,1,4633,0,0,0,0,0,0,0,0
0,25,0,0,0,0.028571429,1,0,0,1,4736,0,0,0,0,0,0,0,0
1,8,0,0,0,0.020833333,1,0,1,1,5156,0,0,0,1,3,1,0,0
1,10,0,0,0,0.0,1,1,1,1,10574,0,0,0,0,0,0,0,0
1,10,0,1,0,0.0,1,0,0,0,4155,0,0,0,1,0,0,0,0
1,13,1,0,0,0.153846154,1,0,1,0,3588,0,0,0,0,117,1,0,0
1,103,0,1,0,0.240963855,0,0,1,1,0,0,0,0,0,0,0,0,0
1,54,0,5,0,0.125,1,0,1,0,0,0,0,0,0,0,0,0,0
0,10,0,0,0,0.020833333,1,0,0,0,991,0,0,0,0,1,1,0,0
1,15,0,0,0,0.0,1,0,1,1,3588,0,0,0,0,0,0,0,0
1,28,0,0,0,0.041666667,1,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0.148148148,0,0,1,0,4261,0,0,0,0,0,0,0,0
1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,28,0,0,0,0.344827586,0,0,1,1,2913,0,0,0,0,0,1,0,0
1,30,0,0,0,0.0,0,0,1,1,4155,0,0,0,0,0,0,0,0
1,18,0,1,0,0.023255814,1,0,0,0,0,0,0,0,0,0,0,0,0
1,22,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,50,0,0,0,0.446808511,1,0,1,0,0,0,0,0,0,0,0,0,0
1,15,0,0,0,0.035714286,0,1,1,0,0,0,0,0,0,0,0,0,0
1,20,0,0,0,0.058823529,0,0,1,0,3088,0,0,0,0,4,1,0,0
1,25,0,1,0,0.078947368,1,0,0,1,0,0,0,0,1,0,0,0,0
1,6,0,0,0,0.0,1,0,1,0,3269,0,0,0,0,16,1,0,0
1,6,0,0,0,0.0,1,0,1,0,4964,0,0,0,0,128,1,0,0
1,1,0,0,0,0.0,0,0,1,0,5452,0,0,0,0,0,0,0,0
1,14,0,1,0,0.045454545,0,0,0,1,3588,0,0,0,0,26,0,0,0
1,7,0,0,0,0.0,1,0,1,0,2793,1,0,0,0,0,0,0,0
1,24,0,0,0,0.0,1,0,1,1,7586,0,0,0,0,0,0,0,0
1,12,1,0,0,0.115384615,0,0,1,0,3588,0,0,0,0,26,1,0,0
1,65,0,1,0,0.171875,1,0,1,1,0,0,0,0,0,0,0,0,0
0,82,0,3,0,0.480314961,0,0,1,0,0,0,0,0,0,0,0,0,0
1,8,0,0,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0
1,25,0,0,0,0.0,0,0,1,1,3588,0,0,0,0,73,1,0,0
0,1,0,1,0,0.085714286,0,0,1,0,0,0,0,0,1,0,0,0,0
1,21,0,0,0,0.108108108,1,0,1,1,3588,0,0,0,0,0,0,0,0
1,33,0,1,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,7,0,0,0,0.0,0,0,1,1,6740,0,0,0,0,0,0,0,0
1,9,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,15,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,34,0,0,0,0.272727273,1,0,1,1,4015,0,0,0,0,75,1,0,0
0,31,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,17,0,0,0,0.0,1,0,1,1,1161,0,0,0,0,0,0,0,0
1,36,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,41,0,1,0,0.454545455,0,0,1,0,0,0,0,0,0,0,0,0,0
1,22,1,0,0,0.0,1,0,1,1,8013,0,0,0,0,18,0,0,0
1,23,0,1,0,0.0,0,0,1,0,3588,0,0,0,0,112,0,0,0
1,5,0,1,0,0.3,1,0,0,0,3633,0,0,0,1,0,0,0,0
1,10,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,66,0,0,0,0.590277778,1,0,1,1,5877,0,0,0,1,0,1,0,0
1,8,0,1,0,0.053333333,0,0,0,1,0,0,0,0,2,0,0,0,0
1,18,0,1,0,0.0,1,0,0,1,12758,0,0,0,0,20,0,0,0
1,23,0,0,0,0.0,1,0,1,1,14118,0,0,0,0,0,0,0,0
1,36,0,1,0,0.0,1,0,0,1,8791,0,0,0,1,18,1,0,0
1,1,0,0,0,0.16,0,0,1,1,4261,0,0,0,0,11,1,0,0
0,29,0,1,0,0.0,1,0,1,0,11675,0,0,0,0,0,0,0,0
0,27,0,0,0,0.428571429,1,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,3,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,0,0,0.0,1,0,1,1,4155,0,0,0,1,0,0,0,0
1,64,0,1,0,0.458333333,1,0,1,0,2022,0,0,0,0,0,0,0,0
1,4,0,1,0,0.028571429,0,0,1,0,0,0,0,0,2,0,0,0,0
1,22,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,9,0,1,0,0.0,1,0,1,0,3588,0,0,0,0,0,0,0,0
1,18,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,17,0,0,0,0.076923077,1,0,1,1,13012,0,0,0,0,0,0,0,0
0,17,0,0,0,0.56,1,0,0,1,11810,0,0,0,0,0,0,0,0
0,48,0,1,0,0.394957983,1,0,1,0,0,0,0,0,1,0,0,0,0
1,23,0,1,0,0.0,1,0,1,1,1741,0,0,0,0,0,0,0,0
1,33,0,0,0,0.4375,1,0,1,1,3588,0,0,0,0,160,0,0,0
1,1,0,0,0,0.0,0,0,1,1,3254,0,0,0,0,0,0,0,0
1,41,0,0,0,0.0,1,0,1,1,9918,0,0,0,0,0,0,0,0
1,17,1,0,0,0.0,1,1,1,0,5864,0,0,0,0,5,1,0,0
1,14,0,0,0,0.0,0,0,1,1,3295,0,0,0,0,0,0,0,0
1,20,0,3,0,0.023809524,0,0,1,0,0,0,0,0,2,0,0,0,0
1,51,0,1,0,0.0,1,0,1,0,12424,1,0,0,0,0,0,0,0
1,9,0,0,0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0
1,52,0,6,0,0.081967213,1,0,1,0,2913,0,0,0,0,325,0,0,0
0,19,0,0,0,0.060606061,0,0,0,1,0,0,0,0,0,0,0,0,0
1,16,0,0,0,0.0,0,0,1,1,11723,0,0,0,0,0,0,0,0
1,46,0,1,0,0.0,0,0,1,1,2818,0,0,0,0,0,0,0,0
1,17,0,1,0,0.037037037,1,0,1,1,2204,0,0,0,0,1,0,0,0
1,10,1,0,0,0.0,1,0,1,1,6584,0,0,0,0,138,1,0,0
1,55,0,0,0,0.155172414,1,0,1,0,0,1,0,0,0,0,0,0,0
1,22,0,1,0,0.235294118,0,0,1,0,0,0,0,0,0,0,0,0,0
1,35,0,2,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,33,0,1,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,14,0,1,0,0.97826087,0,0,1,1,0,1,0,0,1,0,0,0,0
1,15,0,0,0,0.0,0,0,1,1,3254,0,0,0,0,0,0,0,0
1,23,0,0,0,0.0,1,0,1,1,3588,0,0,0,0,422,1,0,0
1,33,0,0,0,0.14893617,1,0,1,1,0,0,0,0,0,0,0,0,0
0,6,0,1,0,0.174418605,0,0,1,0,2038,0,0,0,1,0,0,0,0
1,34,0,6,0,0.151408451,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0.090909091,1,0,0,0,0,0,0,0,0,0,0,0,0
1,26,1,0,0,0.0,0,0,1,1,8646,0,0,0,0,3,1,0,0
1,35,1,1,0,0.0,1,0,1,1,3225,0,0,0,0,43,1,0,0
1,8,0,1,0,0.044117647,0,0,0,1,0,0,0,0,2,0,0,0,0
1,13,0,1,0,0.024096386,1,0,1,1,2678,0,0,0,2,0,0,0,0
1,16,0,0,0,0.0,1,0,1,1,11101,0,0,0,0,0,0,0,0
0,28,0,0,0,0.090909091,0,0,1,1,0,0,0,0,0,0,0,0,0
1,12,0,0,0,0.0,1,0,1,0,3899,0,0,0,0,18,1,0,0
1,52,0,1,0,0.054421769,0,0,1,0,0,0,0,0,1,0,0,0,0
0,16,0,1,0,0.172413793,0,0,0,1,0,0,0,0,0,0,0,0,0
1,19,0,1,0,0.212121212,0,0,0,0,0,0,0,0,1,0,0,0,0
1,17,0,0,0,0.0,1,0,1,0,3588,0,0,0,0,102,0,0,0
1,8,0,0,0,0.0,1,0,1,1,3254,0,0,0,0,0,1,0,0
1,17,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,5,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,21,0,1,0,0.456140351,1,0,0,0,0,0,0,0,1,0,0,0,1
0,8,0,1,0,0.878787879,1,0,0,0,0,0,0,0,0,0,0,0,1
1,52,0,0,0,0.134615385,0,0,0,1,0,0,0,0,0,0,0,0,1
1,21,0,0,0,1.52173913,0,0,1,0,0,0,0,0,1,0,0,0,1
1,22,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,20,0,0,0,0.0588235294117647,0,0,1,0,3088,0,10,0,0,1,1,0,1
1,20,0,1,0,0.0088495575221238,0,0,0,1,0,0,21,0,1,0,0,0,1
0,25,0,0,0,0.297872340425532,0,0,1,0,4666,0,82,0,1,0,0,0,1
1,62,0,1,0,0.381818181818182,0,0,1,0,2225,0,8,0,0,0,0,0,1
0,51,0,0,0,0.371428571428571,1,0,1,1,0,0,0,0,1,0,0,0,1
1,72,0,1,0,0.0,1,0,0,0,4155,0,0,0,0,0,0,0,1
1,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,43,0,3,0,0.0,1,0,0,1,2055,0,0,0,0,0,0,0,1
0,57,0,0,0,0.0,0,0,1,1,3434,0,0,0,1,0,0,0,1
0,27,0,1,0,0.324675324675325,1,0,0,1,0,0,0,0,1,0,0,0,1
1,187,0,1,0,0.130434782608696,1,0,0,1,0,0,0,0,0,0,0,0,1
0,28,0,0,0,0.27710843373494,0,0,1,0,0,0,0,0,1,0,0,0,1
0,19,0,2,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,11,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,13,0,9,0,0.105263157894737,1,0,1,0,4992,0,0,0,1,0,0,0,1
1,4,0,0,1,0.0131578947368421,0,0,1,1,5156,0,0,0,2,0,0,0,1
1,72,0,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,1
1,26,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,7,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,41,0,0,0,0.514285714285714,0,0,1,0,2225,0,0,0,0,0,0,0,1
1,4,0,1,0,0.0266666666666666,1,0,1,0,0,0,0,0,2,0,0,0,1
1,10,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,13,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,20,0,0,0,0.0294117647058823,1,0,0,1,4388,0,0,0,0,260,1,0,1
0,168,0,1,0,0.546511627906977,1,0,1,0,0,1,0,0,1,0,0,0,1
1,85,0,0,0,0.666666666666667,0,0,1,0,4491,0,0,0,0,0,0,0,1
1,16,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,77,0,2,0,0.0119047619047619,0,0,1,1,0,0,0,0,0,0,0,0,1
1,37,0,0,0,0.0,0,0,1,0,11810,0,0,0,0,0,0,0,1
1,26,0,0,0,1.35294117647059,1,0,1,0,0,0,0,0,0,0,0,0,1
0,19,0,1,0,0.0,0,0,0,1,7505,0,0,0,0,0,0,0,1
0,31,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,48,0,0,0,0.365384615384615,1,0,1,0,2204,0,0,0,0,0,0,0,1
0,25,0,0,0,0.297872340425532,1,0,1,0,4666,0,0,0,1,0,0,0,1
1,66,0,0,0,0.0253164556962025,1,0,0,0,0,0,0,0,0,0,0,0,1
1,53,0,1,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,96,0,0,0,0.846153846153846,1,0,1,1,3497,0,0,0,1,0,0,0,1
1,38,0,0,0,0.0,0,0,1,1,1569,0,0,0,0,2,1,0,1
0,8,0,1,0,0.273809523809524,1,0,1,0,0,0,0,0,0,0,0,0,1
1,8,0,1,0,0.439716312056738,1,0,0,0,0,0,0,0,1,0,0,0,1
0,60,0,6,0,0.382352941176471,1,0,1,0,0,0,0,0,0,0,0,0,1
0,25,0,0,0,0.337349397590361,0,0,1,0,0,0,0,0,1,0,0,0,1
1,38,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,22,0,1,0,0.805825242718447,0,0,1,0,1980,0,0,0,1,0,0,0,1
1,149,0,6,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,1
1,8,0,1,0,0.172413793103448,1,0,0,0,0,0,0,0,1,0,0,0,1
0,17,0,0,0,0.027027027027027,1,0,1,0,0,0,0,0,0,0,0,0,1
1,4,0,1,0,0.0266666666666666,1,0,1,1,3728,0,0,0,2,0,0,0,1
0,40,0,0,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1
1,123,0,2,0,0.252427184466019,0,0,1,0,0,0,0,0,0,0,0,0,1
0,25,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,32,0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,25,0,0,0,0.0238095238095238,1,0,1,0,9637,0,0,0,0,0,0,0,1
1,2,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,60,0,1,0,0.421052631578947,1,0,1,0,2913,0,0,0,0,0,0,0,1
1,40,0,1,0,0.765217391304348,0,0,1,1,6186,0,0,0,1,0,0,0,1
0,34,0,0,0,0.407766990291262,1,0,1,0,0,0,0,0,0,0,0,0,1
1,23,0,0,0,0.0526315789473684,0,1,1,0,5815,0,0,0,0,0,0,0,1
0,49,0,1,0,0.0,0,0,1,0,3647,0,0,0,1,0,0,0,1
1,34,0,7,0,0.140939597315436,1,0,1,0,0,0,0,0,1,0,0,0,1
1,4,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,37,0,0,0,0.122950819672131,0,0,0,1,3254,0,0,0,1,0,0,0,1
1,4,0,1,0,0.0303030303030303,0,0,1,0,2678,0,0,0,2,0,0,0,1
1,61,0,0,0,0.263736263736264,0,1,1,0,0,0,0,0,1,0,0,0,1
1,49,0,1,0,0.547619047619048,1,0,0,0,0,0,0,0,0,0,0,0,1
0,50,0,1,0,0.0,0,1,1,1,2022,0,0,0,0,0,0,0,1
0,22,0,0,0,0.116438356164384,0,0,1,0,0,0,0,0,1,0,0,0,1
0,46,0,0,0,0.0434782608695652,0,0,1,0,0,0,0,0,1,0,0,0,1
1,13,0,0,0,0.0129870129870129,1,0,1,0,2678,0,0,0,2,0,0,0,1
1,34,0,7,0,0.211895910780669,0,0,1,0,0,0,0,0,1,0,0,0,1
1,1,0,0,1,0.0,1,0,1,0,2660,0,0,0,0,1,1,0,1
1,20,0,1,0,0.0125,1,0,0,1,0,0,0,0,1,0,0,0,1
0,31,0,0,0,0.121951219512195,0,1,1,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,25,0,4,0,0.0666666666666666,0,0,0,0,3379,0,0,0,0,0,0,0,1
1,5,0,0,0,0.0151515151515151,0,0,1,0,3368,0,0,0,2,0,0,0,1
1,106,0,3,0,0.475,1,0,1,0,4738,0,0,0,0,0,0,0,1
1,17,0,0,0,0.333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,1
1,13,0,1,0,0.0238095238095238,1,0,1,1,2678,0,0,0,2,0,0,0,1
1,21,0,0,0,1.47619047619048,1,0,1,0,0,0,0,0,1,0,0,0,1
0,57,0,1,0,0.801418439716312,0,0,1,0,0,0,0,0,1,0,0,0,1
0,9,0,0,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,11,0,3,0,1.59756097560976,1,0,1,0,0,0,0,0,0,0,0,0,1
0,29,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,23,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,15,0,2,0,0.698412698412698,0,0,0,1,8788,0,0,0,1,0,0,0,1
1,4,0,0,0,0.12962962962963,1,0,1,1,0,0,0,0,1,0,0,0,1
1,16,0,1,0,0.0458015267175572,0,0,1,0,0,0,0,0,2,0,0,0,1
1,8,0,0,0,0.0109890109890109,0,0,1,1,0,0,0,0,2,0,0,0,1
1,92,0,0,0,0.619718309859155,1,0,1,0,0,0,0,0,0,0,0,0,1
1,23,0,0,0,1.2,1,0,1,0,5144,0,0,0,1,18,1,0,1
0,63,0,0,0,0.298507462686567,1,0,1,0,0,0,0,0,0,0,0,0,1
0,35,0,1,0,0.0,0,0,1,0,3687,0,0,0,0,0,0,0,1
1,34,0,7,0,0.215094339622642,0,0,1,0,0,0,0,0,1,0,0,0,1
0,82,0,2,0,0.683453237410072,1,0,0,0,0,0,0,0,1,0,0,0,1
0,8,0,0,0,0.233766233766234,0,0,1,0,0,0,0,0,0,0,0,0,1
1,11,0,1,0,0.0,0,0,1,0,4792,0,0,0,0,0,0,0,1
1,16,0,0,0,0.0526315789473684,1,0,0,0,0,0,0,0,0,0,0,0,1
0,21,0,0,0,0.0666666666666666,1,0,1,0,0,0,0,0,1,0,0,0,1
0,10,0,0,0,0.0,0,0,1,0,6166,0,0,0,0,0,0,0,1
0,37,0,1,0,0.0,0,0,1,0,1110,0,0,0,0,0,0,0,1
1,18,0,0,0,0.0,0,1,1,0,4155,0,0,0,0,36,1,0,1
0,135,0,2,0,0.241379310344828,0,0,1,1,4282,0,0,0,1,11,0,0,1
1,8,0,0,0,0.0227272727272727,1,0,1,0,0,0,0,0,1,0,0,0,1
1,1,0,0,1,0.0689655172413793,0,0,0,0,4793,0,0,0,0,0,1,0,1
1,63,0,1,0,0.0461538461538461,0,0,1,1,3588,0,0,0,0,0,0,0,1
1,17,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,82,0,1,0,0.618556701030928,0,0,0,0,0,0,0,0,0,0,0,0,1
1,65,0,0,0,0.309090909090909,0,1,1,0,3254,0,0,0,0,0,0,0,1
1,58,0,0,0,0.545454545454545,0,0,1,1,5494,0,0,0,0,0,0,0,1
1,125,0,0,0,0.93421052631579,0,0,1,0,0,0,0,0,0,0,0,0,1
1,72,0,0,0,0.0571428571428571,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0.0869565217391304,1,0,0,0,11810,0,0,0,0,0,0,0,1
0,47,0,1,0,0.662921348314607,1,0,1,0,2468,0,0,0,1,0,0,0,1
1,65,0,1,0,0.0,0,0,0,0,4155,0,0,0,0,0,0,0,1
0,27,0,0,0,0.384615384615385,0,0,0,0,0,0,0,0,1,0,0,0,1
0,13,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,4,0,1,0,0.0384615384615384,1,0,1,1,2678,0,0,0,1,0,0,0,1
0,49,0,2,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,27,0,0,0,0.02,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0.0476190476190476,1,0,0,0,0,0,0,0,0,0,0,0,1
0,29,0,1,0,0.04,1,0,0,0,11810,0,0,1,0,0,0,0,1
0,87,0,0,0,0.0823529411764705,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0.136363636363636,1,0,0,0,0,0,0,0,0,0,0,0,1
1,27,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,26,0,2,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,16,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,42,0,1,0,0.423728813559322,0,0,1,0,0,0,0,0,0,0,0,0,1
1,22,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,51,0,4,0,0.421686746987952,0,0,1,0,0,0,0,0,0,0,0,0,1
1,5,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,51,0,0,0,0.395833333333333,0,0,1,0,3806,0,0,0,0,0,0,0,1
1,19,0,0,0,0.0526315789473684,0,0,0,0,11810,0,0,0,0,0,0,0,1
1,20,0,0,0,0.0285714285714285,1,0,1,0,3088,0,0,0,0,4,1,0,1
0,43,0,0,0,0.486486486486487,0,0,0,1,0,0,0,0,0,0,0,0,1
1,20,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,58,0,0,0,0.511111111111111,1,0,1,1,5494,0,0,0,0,0,0,0,1
1,23,0,1,0,0.0,0,0,0,0,3618,0,0,0,0,0,0,0,1
1,12,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,180,0,7,0,0.241176470588235,0,0,1,1,0,0,0,0,0,0,0,0,1
1,27,0,1,0,0.0,1,0,1,0,6854,0,0,0,0,0,0,0,1
1,34,0,8,0,0.155709342560554,1,0,1,0,0,0,0,0,1,0,0,0,1
1,34,0,4,0,0.730769230769231,0,0,1,0,0,0,0,0,0,0,0,0,1
