Sr. No.,Domain Name,URL Length,Is IP as Host name,Is .exe present,Is www present,FTP used,.js used,Files in URL,css used,Digit to alphabet ratio,Special Char to Alphabet Ratio,Uppercase to LowercaseRatio,Domain to URL Ratio,Numeric Character,English Letters,Special Characters,Dots,Semicolon,Underscore,Question Mark,Hash Character,Equals,Percentage Character,Ampersand,Dash,Delimiters,At Character,Tilde,Double Slash,Is Hashed,TLD,Digit to alphabet distance,Https in URL,File Extention,TLD in Subdomain,TLD in path,https in host name,Host name length,Path length,Query length,Word based distribution,Is English word,Is Meaningful,Is Pronounceable,Is random,Unigram,Bigram,Trigram,Sensitive Words,Is domain suspicious,Levenshtein Distance,Entropy,Google Search Feature,IP Address,ASN Number,ASN Country Code,ASN CIDR,ASN Postal Code,ASN creation date,ASN updation date,Total images in webpage,Total links,Number of parameter,Number of fragments,Body tags in source,Meta tag in source,Div tag in source,Fake link in status bar,Right click disable,Popup window,mailto: present,Frame tag present,Is title tag empty,Eval() function,Escape() function,Exec() Function,Search() function,Is image only in webpage,Domain Age in Days,Label
1,www.identifiez-vous797.godaddysites.com,47,False,False,False,False,False,False,False,0.08333333333333333,0.2222222222222222,0.0,0.8297872340425532,3,36,8,3,0,0,0,0,0,0,0,1,0,0,0,1,False,com,0.0,False,False,False,False,False,39,1,0,True,True,False,False,True,3.707754294320983e-35,2.349948689913128143142935E-64,1.174974344956564071571467E-64,0,0,0,4.39439044714613,0,13.248.243.5,16509,US,13.248.240.0/20,0,2018-07-11,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,0,0,0,False,2064,1
