Word based distribution,Body tags in source,File Extention,Frame tag present,Exec() Function,Is www present,Dots,Is Pronounceable,Levenshtein Distance,Entropy,Tilde,Domain to URL Ratio,At Character,mailto: present,Uppercase to LowercaseRatio,Total links,Is domain suspicious,Numeric Character,Google Search Feature,ASN updation date,Ampersand,Question Mark,Percentage Character,Label
1,0,0,0,0,0,3,0,0,4.02264170496331,0,0.392156862745098,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,4,0,0,4.08608778766372,0,0.425531914893617,0,0,0.0,38,11,0,0,0,0,0,0,0
1,0,0,0,0,1,3,1,0,3.97765386327595,0,0.333333333333333,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,1,1,2,0,0,3.74060156295072,0,0.666666666666667,0,0,0.0,0,114,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.44643934467102,0,0.6,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,8,1,2,0,0,4.08153237660641,0,0.757575757575758,0,0,0.0,12,3,1,0,1,0,0,0,0
1,0,0,0,0,0,5,0,0,4.20493745162943,0,0.363636363636364,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,2,0,0,4.03230324274395,0,0.703703703703704,0,0,0.0,50,55,0,0,1,0,0,0,0
1,0,0,0,0,0,4,0,0,4.27685839908382,0,0.415384615384615,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,2,0,0,3.66731461536961,0,0.724137931034483,0,0,0.0,2,0,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.131584626411,0,0.536585365853659,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.16344237388279,0,0.298245614035088,0,0,0.0,0,0,1,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.65726822961739,0,0.666666666666667,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.653756708287,0,0.619047619047619,0,0,0.0,1,29,0,0,1,0,0,0,0
1,1,0,1,2,1,2,0,0,3.95281953111478,0,0.78125,0,1,0.0,92,30,0,0,1,0,0,0,0
1,2,0,0,0,1,7,0,0,4.55242630521316,0,0.128712871287129,0,0,0.0,20,89,9,0,1,0,0,3,0
1,1,0,0,1,1,3,0,0,4.06439224830945,0,0.365853658536585,0,0,0.0,0,52,5,0,1,0,0,0,0
1,1,0,1,0,1,3,0,0,4.84456203548234,0,0.22,0,0,0.0,0,35,13,0,1,3,1,0,0
1,1,0,1,2,1,2,0,0,4.12994718447748,0,0.404761904761905,0,0,0.0,509,74,1,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.79790268968295,0,0.714285714285714,0,1,0.0,46,29,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.20209531816728,0,0.555555555555556,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,3,0,0,4.24854463922542,0,0.48936170212766,0,0,0.0,192,28,0,0,1,0,0,0,0
1,1,0,0,0,1,6,1,0,4.21887059599314,0,0.822222222222222,0,0,0.0,1,3,1,0,1,0,0,0,0
1,0,0,0,0,0,3,0,0,4.20599701623926,0,0.521739130434783,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,2,0,0,3.75343438618879,0,0.75,0,0,0.0,108,9,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.9928705166359,0,0.8,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,3,0,0,4.08982278200875,0,0.8,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,3.83326968951511,0,0.68,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,4,0,0,4.20213803120117,0,0.351851851851852,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,4.22914560202076,0,0.536585365853659,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,4.25386336842208,0,0.578947368421053,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,4,0,0,4.41834281270701,0,0.385964912280702,0,0,0.0,0,169,2,0,1,0,1,0,0
1,1,0,0,0,1,2,0,0,4.07781953111478,0,0.75,0,0,0.0,24,26,0,0,1,0,0,0,0
1,0,0,0,0,0,4,0,0,4.31992806754145,0,0.350877192982456,0,0,0.0,0,0,2,0,0,0,0,0,0
1,1,0,0,0,1,3,0,0,3.43045702550056,0,0.692307692307692,0,1,0.0,16,5,0,0,0,0,0,0,0
1,0,0,0,0,0,3,0,0,4.31523132421797,0,0.325581395348837,0,0,0.0,0,0,6,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.2826392437495,1,0.267857142857143,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,3,0,0,4.17555061590983,0,0.794871794871795,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,3,0,0,4.09232510264425,0,0.317073170731707,0,0,0.0,91,146,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.01055966178607,0,0.346938775510204,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.84410654481454,0,0.692307692307692,0,1,0.0,226,69,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.43872187554087,0,0.708333333333333,0,0,0.0,28,12,0,0,1,0,0,0,0
0,0,0,0,0,0,4,0,0,4.43142402762188,0,0.311475409836066,0,0,0.0,0,0,2,0,0,1,1,0,0
1,0,0,0,0,0,3,1,0,4.28456807649851,0,0.434782608695652,0,0,0.0,0,0,2,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,4.0441104177484,0,0.805555555555556,0,0,0.0,0,5,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,4.14031953111478,0,0.78125,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,3.74060156295072,0,0.708333333333333,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,3,0,0,4.21228437227082,0,0.326923076923077,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,3,0,55,4.210733712,0,0.463414634,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,9,3.814371943,0,0.724137931,0,1,0.0,49,5,0,2,1,0,0,0,0
0,0,0,0,0,0,5,0,14,4.312944635,0,0.396226415,0,0,0.0,0,0,3,0,0,0,1,0,0
1,1,0,1,0,1,2,0,8,3.940759833,0,0.714285714,0,0,0.0,60,18,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.772609521,0,0.741935484,0,0,0.0,18,5,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,22,4.219436815,0,0.534482759,0,0,0.0,0,0,0,0,0,0,1,0,0
1,1,0,0,0,1,2,0,9,3.930270372,0,0.703703704,0,0,0.0,22,24,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,9,3.75326969,0,0.68,0,0,0.0,22,2,0,9,1,0,0,0,0
1,1,0,0,0,1,2,0,9,3.73366069,0,0.72,0,0,0.0,34,47,0,0,1,0,0,0,0
1,1,0,1,0,0,3,0,9,4.065079515,0,0.777777778,0,1,0.0,47,40,0,11,1,0,0,0,0
1,0,0,0,0,1,2,0,9,4.532445627,0,0.294117647,0,0,0.0,0,0,6,2,1,0,0,0,0
1,1,0,1,0,1,3,0,9,3.740601563,0,0.666666667,0,1,0.0,44,70,0,6,1,0,0,0,0
1,1,0,0,0,1,2,0,8,3.782122224,0,0.703703704,0,1,0.0,0,51,0,1,1,0,0,0,0
1,1,0,0,0,1,3,0,8,3.883074189,0,0.68,0,0,0.0,66,106,0,2,1,0,0,0,0
1,1,0,1,0,1,2,0,9,3.762267391,0,0.652173913,0,0,0.0,135,55,0,0,1,0,0,0,0
1,1,0,0,0,0,3,0,9,3.839315198,0,0.348837209,0,0,0.0,63,124,0,2,1,0,0,0,0
1,0,0,0,0,0,3,0,12,4.116221641,1,0.448979592,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,53,3.9677201,0,0.75,0,0,0.0,0,0,2,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,4.026619294,0,0.741935484,0,0,0.0,0,3,0,0,1,0,0,0,0
1,1,0,1,0,1,3,0,0,4.32939677,0,0.794871795,0,0,0.0,19,2,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.844106545,0,0.692307692,0,0,0.0,280,147,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.78346519,0,0.72,0,0,0.0,48,46,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.968139062,0,0.78125,0,0,0.0,328,74,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.79790269,0,0.714285714,0,0,0.0,92,79,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,3.78834134,0,0.724137931,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.534219021,0,0.652173913,0,1,0.0,0,98,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.92507052,0,0.325,0,0,0.0,25,33,2,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.840402547,0,0.724137931,0,0,0.0,49,13,0,0,1,0,0,0,0
1,0,0,0,0,0,3,0,0,3.960320255,0,0.757575758,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,3,0,0,4.021268495,0,0.724137931,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,4.202819531,0,0.625,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.978333581,0,0.724137931,0,0,0.0,27,62,0,0,1,0,0,0,0
1,1,0,0,0,1,3,0,0,4.651118683,0,0.1625,0,0,0.0,2,0,10,0,1,2,1,0,0
1,1,0,0,0,1,2,0,0,4.098068512,0,0.766666667,0,0,0.0,63,60,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.772055209,0,0.666666667,0,0,0.0,14,7,0,0,1,0,0,0,0
1,1,0,1,0,1,3,0,0,3.503997527,0,0.636363636,0,1,0.0,67,45,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.9542474,0,0.764705882,0,0,0.0,0,31,0,0,1,0,0,0,0
1,1,0,1,0,0,3,0,0,4.141604168,0,0.777777778,0,0,0.0,25,8,2,0,1,0,0,0,0
1,1,0,1,1,1,2,0,0,3.594465637,0,0.619047619,0,1,0.0,0,39,0,0,1,0,0,0,0
1,0,0,0,0,0,3,0,0,4.055675387,1,0.523809524,0,0,0.0,0,0,2,0,1,0,0,0,0
1,0,0,0,0,0,3,0,0,4.023471592,0,0.526315789,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,1,2,1,2,0,0,4.118242691,0,0.34,0,0,0.0,509,88,4,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.845350937,0,0.636363636,0,0,0.0,6,5,0,0,1,0,0,0,0
1,0,0,0,0,0,4,0,0,4.120903584,1,0.380952381,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,3.849223912,0,0.652173913,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.57366069,0,0.44,0,1,0.0,48,26,4,0,1,0,0,0,0
1,0,0,0,0,0,3,0,0,4.202330092,1,0.651162791,0,0,0.0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,1,2,0,0,4.115834092,0,0.789473684,0,0,0.0,144,152,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.762267391,0,0.652173913,0,1,0.0,32,18,0,0,1,0,0,0,0
1,1,0,1,0,0,3,0,0,4.077715447,0,0.486486486,0,1,0.0,43,372,3,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,4.073329702,0,0.724137931,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,4.004364185,0,0.75862069,0,1,0.0,183,24,0,0,1,0,0,0,0
1,1,0,0,0,1,3,0,0,4.168886995,0,0.404761905,0,0,0.0,64,33,5,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,4.164735179,0,0.733333333,0,0,0.0,84,51,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,4.150158513,0,0.787878788,0,0,0.0,813,567,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.94346519,0,0.68,0,0,0.0,10,9,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.553508855,0,0.666666667,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,3,0,0,4.094073766,0,0.558139535,0,0,0.0,88,42,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.177747163,0,0.3,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.886842188,0,0.708333333,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.350209029,0,0.611111111,0,0,0.0,62,124,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.736243413,0,0.733333333,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,3,0,0,4.117378745,0,0.276595745,0,0,0.0,0,0,3,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.772055209,0,0.708333333,0,1,0.0,19,8,0,0,1,0,0,0,0
1,0,0,0,0,1,4,0,0,4.280888923,0,0.355932203,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,4,0,0,4.15127238,0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,1,2,0,0,3.85386322,0,0.724137931,0,0,0.0,25,76,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.937751955,0,0.741935484,0,0,0.0,96,15,0,0,1,0,0,0,0
1,0,0,0,0,0,5,0,0,4.080350732,0,0.534883721,0,0,0.0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,1,2,0,0,3.855388542,0,0.708333333,0,0,0.0,1,2,0,0,1,0,0,0,0
1,1,0,0,0,1,3,0,0,4.056564762,0,0.766666667,0,0,0.0,7,30,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,3.898068512,0,0.733333333,0,0,0.0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,3,0,0,4.188976521,0,0.339285714,0,0,0.0,0,0,1,0,1,0,0,0,0
1,0,0,0,0,0,3,0,0,3.853924188,0,0.804878049,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,3,0,0,3.904863245,0,0.387096774,0,1,0.0,0,74,0,0,1,0,0,0,0
1,0,0,0,0,0,5,1,0,4.252584119,0,0.338709677,0,0,0.0,0,0,4,0,1,0,1,0,0
1,1,0,1,0,1,2,0,0,4.110577243,0,0.75,0,0,0.0,327,72,0,0,1,0,0,0,0
1,1,0,0,0,1,3,0,0,3.941428032,0,0.75,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,3,0,0,4.216651363,0,0.444444444,0,0,0.0,210,231,4,0,1,0,0,0,0
1,0,0,1,0,1,3,0,0,4.04938915050318,0,0.2,0,1,0.0,29,31,0,0,1,0,0,0,0
1,0,0,0,0,1,4,0,0,4.13417732066744,0,0.84,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,3,0,0,4.18320807332232,0,0.354166666666667,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,3.73600694644766,0,0.481481481481481,0,0,0.0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,2,0,0,3.58418371977919,0,0.65,0,1,0.0,25,51,0,0,1,0,0,0,0
1,1,0,0,0,1,3,0,0,3.83326968951511,0,0.68,0,0,0.0,1,4,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,3.86672929667218,1,0.46875,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,0,0,3.93027037229345,0,0.703703703703704,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.78212222414531,0,0.703703703703704,0,0,0.0,19,2,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.76385618977472,0,0.72,0,0,0.0,137,223,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.78107601191461,0,0.733333333333333,0,1,0.0,414,84,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.45830796093128,0,0.359375,0,0,0.0,0,0,14,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,4.05656476213095,0,0.733333333333333,0,0,0.0,33,22,0,0,1,0,0,0,0
1,0,0,0,0,1,4,0,0,4.16426884622194,0,0.322033898305085,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,3.92172123104524,0,0.771428571428572,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,3,1,0,4.07507052036418,0,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,3.40869496956284,0,0.6,0,0,0.0,0,0,1,0,1,0,0,0,0
1,0,0,0,0,0,5,0,0,4.23907957062417,0,0.44,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,3.74060156295072,0,0.666666666666667,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,4,0,0,4.30372451654319,0,0.307692307692308,0,0,0.0,0,0,2,0,0,0,1,0,0
1,0,0,0,0,1,2,0,0,3.68872187554087,0,0.708333333333333,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,5,0,0,4.32907790105808,1,0.444444444444444,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,3,0,0,3.9302252658009,0,0.388888888888889,0,0,0.0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,0,3,0,0,3.84410654481454,0,0.692307692307692,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,2,0,0,3.76855477805902,0,0.516129032258065,0,0,0.0,422,426,0,0,1,0,0,0,0
1,0,0,0,0,0,3,0,0,4.12756715711693,0,0.8,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.69351882460185,0,0.271428571428571,0,0,0.0,0,0,10,0,1,0,1,0,0
1,1,0,0,0,1,2,1,0,3.79621760259006,0,0.692307692307692,0,0,0.0,7,14,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.99795269866069,0,0.692307692307692,0,0,0.0,0,3,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,4.10715623092161,0,0.8,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,3,0,0,3.80871969734407,0,0.741935483870968,0,0,0.0,3,5,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.81506101220307,0,0.733333333333333,0,1,0.0,39,33,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,3.84001826628863,0,0.75,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,4.06667707370723,0,0.787878787878788,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,3,0,0,4.28012027760572,0,0.627906976744186,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,1,2,1,3,0,0,4.09987473998898,0,0.354166666666667,0,0,0.0,510,85,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.76718346789146,0,0.692307692307692,0,1,0.0,24,31,0,0,1,0,0,0,0
1,1,0,1,0,1,3,0,0,3.60538854220753,0,0.541666666666667,0,0,0.0,42,15,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.88904953591417,0,0.741935483870968,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.67531086891236,0,0.695652173913044,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,4,0,0,3.93544585605077,0,0.789473684210526,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,2,0,0,3.90773427074249,0,0.757575757575758,0,0,0.0,60,83,0,0,1,0,0,0,0
1,1,0,1,2,1,3,0,0,4.39429387461755,0,0.293103448275862,0,0,0.0,510,78,4,0,1,0,0,0,0
1,1,0,1,0,1,3,0,0,3.84410654481454,0,0.730769230769231,0,0,0.0,6,12,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.79621760259006,0,0.730769230769231,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,3,0,0,4.51176253719007,0,0.241758241758242,0,1,0.0,115,99,5,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.24832356779325,0,0.490196078431373,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,1,0,0,3,0,0,3.72944619490526,0,0.652173913043478,0,1,0.0,16,115,2,0,1,0,0,0,0
1,0,0,0,0,0,3,1,0,3.74540642593825,0,0.724137931034483,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,4,0,0,4.17557489320521,0,0.363636363636364,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,2,0,0,3.87966400490259,0,0.681818181818182,0,0,0.0,68,39,2,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.68970373219955,0,0.666666666666667,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,4,0,0,3.97914092046105,0,0.37037037037037,0,1,0.0,279,19,0,0,0,0,0,0,0
1,0,0,0,0,1,4,0,0,4.22518527971557,0,0.357142857142857,0,0,0.0,0,0,5,0,0,0,0,0,0
1,1,0,1,3,1,2,0,0,3.79790268968295,0,0.714285714285714,0,0,0.0,0,257,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.19183076611872,0,0.386363636363636,0,0,0.0,0,0,3,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.91379956460568,0,0.714285714285714,0,0,0.0,110,20,0,0,1,0,0,0,0
1,0,0,0,0,0,3,0,0,4.52479151818756,0,0.372549019607843,0,0,0.0,0,0,4,0,1,0,1,0,0
1,0,0,0,0,1,3,0,0,3.91783779740342,0,0.75,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,3,0,0,4.17488586872424,0,0.260869565217391,0,0,0.0,2,5,0,0,1,0,0,0,0
1,0,0,0,0,1,5,1,0,4.35469803455986,0,0.169642857142857,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.93027037229346,0,0.703703703703704,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,5,1,0,4.01026146896429,0,0.323076923076923,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,3,0,0,3.95729402902733,0,0.424242424242424,0,0,0.0,73,35,0,0,0,0,0,0,0
1,1,0,1,0,1,2,0,0,3.78436848759686,0,0.741935483870968,0,1,0.0,0,6,0,0,1,0,0,0,0
0,0,0,0,0,0,4,0,0,3.71973943377047,0,0.486486486486487,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,2,0,0,3.45498685577267,0,0.708333333333333,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.93957226198672,0,0.733333333333333,0,0,0.0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,3,0,0,4.2436281039112,0,0.333333333333333,0,0,0.0,19,8,6,0,1,0,1,0,0
1,0,0,0,0,1,3,0,0,3.75416342776888,0,0.703703703703704,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,1,2,1,3,0,0,4.07510129338113,0,0.369565217391304,0,0,0.0,510,77,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.75343438618879,0,0.75,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,0,0,3.9900172174899,0,0.771428571428572,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,3,0,0,3.90024177061663,0,0.724137931034483,0,1,0.0,48,18,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.94346518960165,0,0.68,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.74060156295072,0,0.666666666666667,0,0,0.0,10,1,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.79508858639773,0,0.695652173913044,0,0,0.0,0,98,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.82823750184296,0,0.703703703703704,0,0,0.0,26,48,0,0,1,0,0,0,0
1,0,0,0,0,0,3,1,0,4.09106281989284,0,0.444444444444444,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,4,0,0,3.97791687469364,0,0.741935483870968,0,1,0.0,125,37,0,0,0,0,0,0,0
1,1,0,1,0,1,2,0,0,4.08361697539723,0,0.714285714285714,0,0,0.0,0,1,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.78890976555739,0,0.75,0,1,0.0,124,43,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.75416342776888,0,0.703703703703704,0,0,0.0,58,96,0,0,1,0,0,0,0
1,1,0,1,8,1,2,0,0,3.88100548805464,0,0.794117647058824,0,1,0.0,31,31,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.94765720411742,0,0.425531914893617,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.71929452566698,0,0.461538461538462,0,1,0.0,49,48,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.78989809546429,0,0.5,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.98522813603425,0,0.714285714285714,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,4.00704882778696,0,0.75,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,3,0,0,4.03280638688745,0,0.5625,0,0,0.0,40,24,1,0,1,0,0,0,0
1,0,0,1,0,1,3,0,0,4.08637579009049,0,0.789473684210526,0,0,0.0,1,6,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.11352103232343,0,0.229166666666667,0,0,0.0,0,0,2,0,1,0,0,0,0
1,0,0,0,0,0,3,0,0,4.00043230253562,0,0.457142857142857,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,3.88333746042101,0,0.758620689655172,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,3,0,0,3.83127625337525,0,0.724137931034483,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,4,0,0,4.16301403399911,0,0.338983050847458,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,2,1,2,0,0,3.99640560457735,0,0.395348837209302,0,0,0.0,510,79,4,0,1,0,0,0,0
1,1,0,1,0,1,3,0,0,3.53831059561501,0,0.636363636363636,0,0,0.0,124,29,0,0,0,0,0,0,0
1,0,0,0,0,1,3,0,0,4.22627014208969,0,0.277777777777778,0,0,0.0,0,0,10,0,1,0,0,0,0
1,1,0,1,1,1,2,0,0,4.22662828518029,0,0.378378378378378,0,0,0.0,157,43,0,0,1,0,0,0,0
1,1,0,1,2,1,2,0,0,4.0407090139455,0,0.447368421052632,0,0,0.0,510,81,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.92922929667218,0,0.75,0,0,0.0,0,154,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,4.06507951503072,0,0.777777777777778,0,1,0.0,74,31,0,0,1,0,0,0,0
