At Character,Ampersand,Is English word,Frame tag present,Google Search Feature,Sensitive Words,Semicolon,Domain to URL Ratio,IP Address,Hash Character,Number of fragments,Https in URL,Host name length,ASN Postal Code,Special Characters,Number of parameter,ASN updation date,mailto: present,Numeric Character,Underscore,Levenshtein Distance,Dash,Delimiters,Div tag in source,Label
0,0,1,0,0,0,0,0.1015625,1,0,0,0,13,1,41,0,0,0,33,0,9,0,0,640,0
0,3,1,0,3,0,0,0.0876288659793814,1,0,0,0,17,1,50,4,1,0,32,1,9,0,0,0,0
0,0,0,0,0,0,0,0.12621359223301,1,0,0,0,13,1,21,0,0,0,20,0,9,13,0,0,0
0,0,1,0,1,0,0,0.11214953271028,1,0,0,0,12,1,20,0,1,0,0,0,9,13,0,0,0
0,0,1,0,0,0,0,0.180851063829787,1,0,0,0,17,1,20,0,1,0,7,0,9,0,0,0,0
0,0,1,0,2,0,0,0.119266055045872,1,0,0,0,13,1,34,0,1,0,27,0,15,1,0,0,0
0,0,1,0,0,0,0,0.153061224489796,1,0,0,0,15,1,19,0,1,0,7,0,9,12,0,0,0
0,0,1,0,1,0,0,0.120253164556962,0,0,0,0,19,0,31,0,1,0,20,1,21,2,0,0,0
0,1,1,0,0,0,0,0.186274509803922,1,0,0,0,19,1,14,2,1,0,0,2,9,0,0,0,0
1,0,1,0,0,0,0,0.121739130434783,1,0,0,1,14,1,20,1,1,0,8,0,9,10,0,0,0
0,0,1,1,1,1,0,0.166666666666667,1,0,0,0,19,1,26,0,0,1,8,0,9,17,0,130,0
0,0,1,0,0,0,0,0.020440251572327,1,0,0,0,13,1,208,0,0,0,259,0,9,0,0,0,0
0,0,1,0,0,0,0,0.119718309859155,1,0,0,0,17,1,20,0,1,0,6,11,9,0,0,0,0
0,0,1,0,0,0,0,0.155339805825243,1,0,0,0,16,1,8,0,1,0,0,0,17,1,0,0,0
0,0,1,0,2,0,0,0.181818181818182,1,0,0,0,20,1,16,0,1,0,7,0,9,9,0,0,0
0,0,1,1,0,7,0,0.161538461538462,1,0,0,0,21,1,21,0,1,1,8,0,9,11,0,42,0
0,1,1,0,0,0,0,0.117283950617284,1,0,0,0,19,1,26,2,1,0,6,2,9,2,0,0,0
0,0,0,0,0,0,0,0.134020618556701,1,0,0,0,13,1,19,0,0,0,8,0,9,11,0,0,0
0,0,1,0,0,0,0,0.14018691588785,1,0,0,0,15,1,20,0,1,0,1,0,13,11,0,0,0
0,0,1,1,0,0,0,0.122137404580153,1,0,0,0,16,1,18,1,1,0,30,0,27,0,2,7,0
0,0,1,0,2,0,0,0.208791208791209,1,0,0,0,19,1,15,0,1,0,22,0,9,0,0,0,0
0,0,1,0,0,0,0,0.172413793103448,1,0,0,0,15,1,17,0,1,0,10,0,9,9,0,0,0
0,0,1,1,0,0,0,0.0969696969696969,1,0,0,0,16,1,26,1,1,0,36,0,27,0,2,7,0
0,0,1,1,0,0,0,0.0774647887323943,1,0,0,0,11,1,42,0,1,0,45,0,9,3,0,0,0
0,0,1,0,1,0,0,0.134831460674157,0,0,0,0,12,0,18,0,1,0,2,0,11,10,0,0,0
0,0,1,0,6,0,0,0.0990990990990991,1,0,0,0,11,1,17,0,1,0,6,0,9,9,0,0,0
0,0,1,0,0,0,0,0.188118811881188,0,0,0,0,19,0,19,0,1,0,19,1,31,1,0,0,0
0,0,1,0,0,0,0,0.21,0,0,0,0,21,0,22,0,1,0,0,0,22,15,0,0,0
0,0,1,0,0,0,0,0.177570093457944,1,0,0,0,19,1,19,1,1,0,8,0,9,10,0,0,0
0,0,1,1,0,0,0,0.0935672514619883,1,0,0,0,16,1,24,1,1,0,26,0,27,0,2,7,0
0,0,1,0,0,0,0,0.0892857142857142,1,0,0,0,15,1,33,1,1,0,5,1,13,20,0,0,0
0,0,1,1,0,5,0,0.147368421052632,1,0,0,0,14,1,18,0,1,0,6,0,9,9,0,147,0
0,0,1,1,0,0,0,0.0650887573964497,1,0,0,0,11,1,53,0,1,0,60,0,9,2,0,0,0
0,0,1,0,0,0,0,0.132352941176471,1,0,0,0,18,1,24,0,1,0,10,0,9,12,0,0,0
0,8,1,0,0,0,0,0.126126126126126,1,0,0,0,14,1,26,4,1,0,5,0,13,0,0,20,0
0,0,1,0,0,0,0,0.160919540229885,1,0,0,0,14,1,14,0,1,0,1,0,0,6,0,0,0
0,0,1,0,0,0,0,0.181818181818182,1,0,0,0,16,0,17,0,0,0,0,0,0,10,0,0,0
0,0,1,0,0,0,0,0.149122807017544,1,0,0,0,17,0,20,0,1,0,12,0,0,12,0,0,0
0,0,1,0,0,0,0,0.161016949152542,1,0,0,0,19,0,18,0,1,0,6,0,0,10,0,0,0
0,0,1,0,0,0,0,0.126315789473684,0,0,0,0,12,0,19,0,1,0,2,0,0,11,0,0,0
0,0,1,0,0,0,0,0.11214953271028,1,0,0,0,12,0,23,0,1,0,6,0,0,14,0,0,0
0,0,1,0,0,0,0,0.188118811881188,1,0,0,0,19,0,15,0,1,0,7,2,0,4,0,0,0
0,4,1,0,0,0,0,0.133802816901408,1,0,0,0,19,0,28,5,0,0,42,7,0,2,0,0,0
0,1,0,0,0,0,0,0.137931034482759,1,0,0,0,20,0,24,2,0,0,10,1,0,3,0,0,0
0,0,1,0,0,0,0,0.046583850931677,1,0,0,0,15,0,94,1,1,0,100,0,0,1,0,0,0
0,0,1,0,0,0,0,0.133802816901408,0,0,0,0,19,0,28,0,1,0,15,1,0,1,0,0,0
0,0,1,0,0,0,0,0.181818181818182,1,0,0,0,16,0,14,0,1,0,0,0,0,4,0,0,0
0,0,1,0,0,0,0,0.156862745098039,1,0,0,0,16,0,18,0,1,0,7,0,0,11,0,0,0
0,0,1,0,0,0,0,0.136842105263158,1,0,0,0,13,0,22,1,0,0,19,1,0,2,0,0,0
0,0,1,0,0,0,0,0.109243697478992,1,0,0,0,13,0,19,0,1,0,1,0,0,6,0,0,0
0,0,1,0,0,0,0,0.212121212121212,0,0,0,0,21,0,20,0,1,0,0,0,0,13,0,0,0
0,0,1,0,0,0,0,0.211111111111111,1,0,0,0,19,0,16,0,1,0,5,1,0,9,0,0,0
0,0,1,0,0,0,0,0.208791208791209,1,0,0,0,19,0,15,0,1,0,22,0,0,0,0,0,0
0,0,1,0,0,0,0,0.170212765957447,1,0,0,0,16,0,16,0,1,0,8,0,0,5,0,0,0
0,0,1,0,0,0,0,0.208695652173913,1,0,0,0,24,0,18,0,1,0,6,0,0,12,0,0,0
0,0,1,0,0,0,0,0.176470588235294,1,0,0,0,18,0,17,0,1,0,11,0,0,10,0,0,0
0,0,1,0,0,0,0,0.188118811881188,1,0,0,0,19,0,21,0,1,0,2,0,0,13,0,0,0
0,0,1,0,0,0,0,0.153846153846154,1,0,0,0,14,0,17,0,1,0,4,2,0,4,0,0,0
0,4,1,0,0,0,0,0.12781954887218,1,0,0,0,17,0,20,5,1,0,27,2,0,0,0,0,0
0,0,1,0,0,0,0,0.213592233009709,1,0,0,0,22,0,15,0,1,0,7,0,0,8,0,0,0
0,0,1,0,0,0,0,0.130434782608696,0,0,0,0,12,0,20,0,1,0,4,0,0,12,0,0,0
0,0,1,0,0,0,0,0.136,1,0,0,0,17,0,21,0,0,0,0,0,0,14,0,0,0
0,1,1,0,0,0,0,0.0828729281767955,1,0,0,1,15,0,40,2,1,0,45,0,0,4,0,0,0
0,1,1,0,0,0,0,0.150943396226415,1,0,0,0,16,0,19,2,1,0,4,2,0,3,0,0,0
0,0,1,0,0,0,0,0.166666666666667,0,0,0,0,17,0,23,0,0,0,6,0,0,15,0,0,0
0,0,1,0,0,0,0,0.178947368421053,1,0,0,0,17,0,14,0,1,0,0,0,0,4,0,0,0
0,0,1,0,0,0,0,0.192,1,0,0,0,24,0,19,0,1,0,6,0,0,13,0,0,0
0,0,1,0,0,0,0,0.170454545454545,1,0,0,0,15,0,17,0,1,0,10,0,0,9,0,0,0
0,0,1,0,0,0,0,0.0855263157894736,1,0,0,0,13,0,49,0,1,0,43,0,0,2,0,0,0
0,0,1,0,0,0,0,0.203703703703704,1,0,0,0,22,0,19,0,1,0,7,0,0,0,0,0,0
0,0,1,0,0,0,0,0.125925925925926,1,0,0,0,17,0,20,0,1,0,6,11,0,0,0,0,0
0,0,1,0,0,0,0,0.111111111111111,1,0,0,0,16,0,19,1,1,0,30,0,0,0,2,0,0
0,1,1,0,0,0,0,0.1,1,0,0,0,10,0,21,2,1,0,5,4,0,0,0,0,0
0,0,1,1,0,0,0,0.06875,1,0,0,0,11,0,50,0,1,0,51,0,0,2,0,0,0
0,0,1,0,0,0,0,0.208791208791209,1,0,0,0,19,0,15,0,1,0,23,0,0,0,0,0,0
0,0,1,0,0,0,0,0.156462585034014,0,0,0,0,23,0,27,0,1,0,11,0,0,13,0,0,0
0,0,1,0,0,0,0,0.116504854368932,1,0,0,0,12,0,21,0,1,0,8,0,0,12,0,0,0
0,0,1,0,0,0,0,0.214285714285714,1,0,0,0,21,0,18,0,1,0,8,0,0,8,0,0,0
0,0,1,0,0,0,0,0.109243697478992,1,0,0,0,13,0,23,0,1,0,14,2,0,7,0,0,0
0,0,1,0,0,0,0,0.230769230769231,1,0,0,0,21,0,17,0,1,0,8,0,0,7,0,0,0
0,8,1,1,0,0,0,0.126126126126126,1,0,0,0,14,0,26,4,1,0,5,0,0,0,0,8,0
0,0,1,0,0,0,0,0.0987654320987654,1,0,0,0,16,0,24,1,1,0,40,0,0,0,2,0,0
0,1,1,0,0,0,0,0.172727272727273,1,0,0,0,19,0,15,2,1,0,0,2,0,1,0,0,0
0,0,1,0,0,0,0,0.185185185185185,1,0,0,0,20,0,20,0,1,0,10,1,0,12,0,0,0
0,3,1,0,0,0,0,0.175824175824176,1,0,0,0,16,0,15,4,1,0,8,0,0,0,0,0,0
0,0,1,0,0,0,0,0.115107913669065,0,0,0,0,16,0,20,1,1,0,34,0,0,0,2,0,0
0,0,1,0,0,0,0,0.104166666666667,1,0,0,0,10,0,20,0,1,0,4,0,0,11,0,0,0
0,0,0,0,0,0,0,0.193181818181818,1,0,0,0,17,0,24,0,1,0,13,0,0,1,0,0,0
0,2,1,0,0,0,0,0.106918238993711,1,0,0,0,17,0,39,3,1,0,21,1,0,0,0,0,0
0,0,1,0,0,0,0,0.094017094017094,1,0,0,0,11,0,24,0,1,0,6,0,0,16,0,0,0
0,0,1,0,0,0,0,0.153153153153153,1,0,0,0,17,0,17,0,1,0,44,0,0,8,0,0,0
0,0,1,0,0,0,0,0.16304347826087,1,0,0,0,15,0,21,0,0,0,6,0,0,14,0,0,0
0,0,1,0,0,0,0,0.204301075268817,1,0,0,0,19,0,16,0,1,0,0,0,0,7,0,0,0
0,0,1,0,0,0,0,0.0583657587548638,1,0,0,0,15,0,71,1,1,0,75,0,0,1,0,0,0
0,0,1,0,0,0,0,0.0769230769230769,1,0,0,0,10,0,21,0,1,0,9,0,0,12,0,0,0
0,0,1,0,0,0,0,0.129496402877698,1,0,0,0,18,0,23,0,1,0,9,0,0,11,0,0,0
0,0,1,0,0,0,0,0.206521739130435,1,0,0,0,19,0,14,0,1,0,6,0,0,6,0,0,0
0,1,1,0,0,0,0,0.115384615384615,1,0,0,0,15,0,27,1,1,0,6,0,0,13,0,0,0
0,0,0,0,0,0,0,0.188118811881188,1,0,0,0,19,0,24,0,1,0,13,0,0,11,0,0,0
0,0,1,0,0,0,0,0.182795698924731,1,0,0,0,17,0,20,0,1,0,7,0,0,0,0,0,0
0,0,1,0,0,0,0,0.0946745562130177,1,0,0,0,16,0,25,1,1,0,29,0,0,0,2,0,0
0,0,1,0,0,0,0,0.208791208791209,1,0,0,0,19,0,15,0,1,0,21,0,0,0,0,0,0
0,0,1,0,0,0,0,0.181818181818182,1,0,0,0,18,0,20,0,1,0,8,0,0,10,0,0,0
0,0,1,0,0,0,0,0.153225806451613,1,0,0,0,19,0,34,0,1,0,35,0,0,1,0,0,0
0,0,1,0,0,0,0,0.153225806451613,1,0,0,0,19,0,34,0,1,0,32,0,0,1,0,0,0
0,0,1,0,0,0,0,0.145833333333333,1,0,0,0,14,0,14,0,1,0,30,0,0,4,0,0,0
0,0,1,0,0,0,0,0.1328125,1,0,0,0,17,0,21,0,1,0,0,0,0,13,0,0,0
0,0,1,0,0,0,0,0.104575163398693,1,0,0,0,16,0,21,1,1,0,28,0,0,0,2,0,0
0,3,1,0,0,0,0,0.079646017699115,1,0,0,0,9,0,28,4,0,0,20,2,0,0,0,0,0
0,0,1,0,0,0,0,0.108910891089109,1,0,0,0,11,0,20,0,1,0,6,0,0,12,0,0,0
0,2,1,0,0,0,0,0.107843137254902,1,0,0,0,11,0,20,3,0,0,31,0,0,0,0,0,0
0,0,1,0,0,0,0,0.129032258064516,1,0,0,0,12,0,19,0,1,0,6,0,0,10,0,0,0
0,0,1,0,0,0,0,0.194174757281553,1,0,0,0,20,1,16,0,1,0,7,0,0,9,0,0,0
0,0,1,1,0,0,0,0.110344827586207,1,0,0,0,16,1,22,1,1,0,35,0,0,0,2,7,0
0,0,1,0,0,0,0,0.168539325842697,1,0,0,0,15,1,18,0,1,0,8,0,0,8,0,0,0
0,1,1,0,0,0,0,0.0974025974025974,1,0,0,1,15,1,28,2,1,0,5,0,0,6,0,0,0
0,0,1,0,0,0,0,0.148760330578512,1,0,0,0,18,1,23,0,1,0,8,0,0,11,0,0,0
0,0,1,0,0,0,0,0.102272727272727,1,0,0,0,18,1,32,0,1,0,8,0,0,21,0,0,0
0,0,0,1,0,0,0,0.147368421052632,1,0,0,0,14,1,16,0,1,0,39,3,0,2,0,252,0
0,1,1,0,0,0,0,0.0787037037037037,1,0,0,0,17,1,17,2,0,0,38,2,0,4,0,0,0
0,0,1,0,0,0,0,0.168421052631579,1,0,0,0,16,1,17,0,0,0,0,0,0,10,0,0,0
0,0,1,0,0,0,0,0.0970149253731343,1,0,0,0,13,1,43,0,0,0,42,0,0,0,0,0,0
0,0,1,0,0,0,0,0.166666666666667,1,0,0,0,18,1,22,0,1,0,17,0,0,12,0,0,0
0,0,1,1,0,22,0,0.212121212121212,1,0,0,0,21,1,15,0,1,0,8,0,0,7,0,293,0
0,0,1,1,0,7,0,0.127659574468085,1,0,0,0,12,1,19,0,1,0,6,0,0,10,0,197,0
0,0,1,0,0,0,0,0.075187969924812,1,0,0,0,10,1,25,0,1,0,8,0,0,17,0,0,0
0,0,1,0,0,0,0,0.175824175824176,1,0,0,0,16,1,17,0,1,0,0,0,0,10,0,0,0
0,0,1,0,0,0,0,0.166666666666667,1,0,0,0,19,1,31,0,1,0,28,0,0,2,0,92,0
0,0,1,0,0,0,0,0.215909090909091,1,0,0,0,19,1,15,0,1,0,0,0,0,7,0,0,0
0,0,1,1,0,7,0,0.155555555555556,1,0,0,0,14,1,17,0,1,1,8,0,0,7,0,235,0
0,0,1,0,0,0,0,0.170454545454545,1,0,0,0,15,1,17,0,1,0,10,0,0,9,0,0,0
0,2,0,0,3,0,0,0.125,1,0,0,0,20,1,25,3,0,0,5,2,9,3,0,0,0
0,0,1,0,2,0,0,0.108695652173913,1,0,0,0,10,1,17,1,0,0,3,1,9,3,0,0,0
0,0,1,0,1,0,0,0.160377358490566,1,0,0,0,17,1,17,1,1,0,10,0,9,7,0,0,0
0,0,1,0,2,0,0,0.0862068965517241,1,0,0,0,10,1,18,0,1,0,4,0,9,9,0,0,0
0,0,1,1,0,0,0,0.110344827586207,1,0,0,0,16,1,20,1,1,0,34,0,27,0,2,7,0
0,0,1,1,0,23,0,0.233333333333333,1,0,0,0,21,1,14,0,1,0,8,0,9,6,0,303,0
0,0,1,0,1,0,0,0.14018691588785,1,0,0,0,15,1,21,0,1,0,0,0,9,10,0,0,0
0,0,1,1,2,17,0,0.135338345864662,1,0,0,0,18,1,25,0,1,0,8,0,9,15,0,22,0
0,0,1,1,0,6,0,0.153846153846154,1,0,0,0,14,1,16,0,1,0,6,0,9,7,0,147,0
0,0,1,1,0,8,0,0.145833333333333,1,0,0,0,14,1,18,0,1,0,5,0,9,9,0,347,0
0,0,1,1,0,0,0,0.105263157894737,1,0,0,0,16,1,26,1,1,0,40,0,27,0,2,7,0
0,0,1,0,0,0,0,0.112068965517241,1,0,0,0,13,1,37,0,0,0,33,0,9,0,0,633,0
0,0,1,1,0,3,0,0.118811881188119,1,0,0,0,12,1,19,0,1,0,6,0,9,10,0,163,0
0,0,1,0,0,0,0,0.112359550561798,1,0,0,0,10,1,20,0,1,0,6,0,9,12,0,0,0
0,0,1,0,2,0,0,0.113636363636364,1,0,0,0,10,1,19,0,1,0,4,0,9,10,0,0,0
0,0,1,0,0,0,0,0.147058823529412,1,0,0,0,15,1,18,0,1,0,9,1,25,8,0,0,0
0,0,1,1,0,24,0,0.218390804597701,1,0,0,0,19,1,14,0,1,0,6,0,9,6,0,259,0
0,0,0,0,0,0,0,0.104761904761905,1,0,0,0,11,1,30,0,0,0,23,0,9,0,0,0,0
0,0,1,0,2,5,0,0.191919191919192,1,0,0,0,19,1,16,0,1,0,0,0,9,6,0,0,0
0,0,1,0,0,0,0,0.141304347826087,1,0,0,0,13,1,29,0,0,0,22,0,9,0,0,0,0
0,0,1,0,0,0,0,0.148936170212766,1,0,0,0,14,1,17,1,1,0,8,0,9,7,0,0,0
0,0,1,0,2,0,0,0.189473684210526,1,0,0,0,18,1,16,0,1,0,7,0,9,7,0,0,0
0,0,1,1,0,17,0,0.201923076923077,1,0,0,0,21,1,19,0,1,1,8,0,9,9,0,42,0
0,0,0,0,0,0,0,0.118279569892473,1,0,0,0,11,1,17,0,1,0,11,0,8,9,0,0,0
0,0,1,1,2,0,0,0.142857142857143,1,0,0,0,18,1,21,0,1,0,8,0,9,11,0,23,0
0,0,1,0,0,0,0,0.134228187919463,1,0,0,0,20,1,25,0,1,0,7,0,9,18,0,0,0
0,1,1,0,0,0,0,0.0974358974358974,1,0,0,0,19,1,28,2,1,0,4,2,9,1,0,0,0
0,0,1,1,2,11,0,0.195652173913044,1,0,0,0,18,1,19,0,1,0,8,0,9,9,0,22,0
0,0,1,0,0,0,0,0.109489051094891,1,0,0,0,15,1,25,1,1,0,8,1,13,12,0,0,0
0,1,1,0,2,22,0,0.18,1,0,0,0,18,1,18,2,1,0,5,1,9,3,0,0,0
0,0,1,1,2,0,0,0.171171171171171,1,0,0,0,19,1,18,0,1,0,3,1,9,4,0,162,0
0,0,1,1,0,0,0,0.103225806451613,1,0,0,0,16,1,21,1,1,0,36,0,27,0,2,7,0
0,0,1,1,0,11,0,0.142857142857143,1,0,0,0,16,1,21,0,1,0,0,0,20,13,0,625,0
0,0,1,0,0,0,0,0.117117117117117,1,0,0,0,13,1,19,0,1,0,1,0,0,6,0,0,0
0,0,1,0,0,0,0,0.173469387755102,0,0,0,0,17,0,19,0,0,0,6,0,10,11,0,0,0
0,0,0,0,1,0,0,0.208791208791209,1,0,0,0,19,1,20,0,1,0,3,0,8,13,0,0,0
0,0,1,0,0,0,0,0.0680628272251308,1,0,0,0,13,1,62,0,0,0,57,0,9,0,0,614,0
0,0,1,0,1,0,0,0.113207547169811,0,0,0,0,12,0,25,0,1,0,0,0,11,17,0,0,0
0,0,1,0,0,0,0,0.146788990825688,0,0,0,0,16,0,34,0,0,0,29,0,25,0,0,0,0
0,1,1,0,0,0,0,0.166666666666667,1,0,0,0,19,1,19,2,1,0,1,2,9,3,0,0,0
0,0,1,1,2,0,0,0.114942528735632,1,0,0,0,10,1,18,0,1,1,4,0,9,9,0,38,0
0,0,1,0,0,0,0,0.0396825396825396,1,0,0,1,15,1,111,1,1,0,116,0,9,1,0,0,0
0,4,0,0,3,0,0,0.135135135135135,1,0,0,0,20,1,25,5,0,0,6,1,9,1,0,0,0
0,0,1,0,0,0,0,0.115702479338843,1,0,0,0,14,1,27,0,1,0,4,0,13,7,0,0,0
0,0,0,1,0,4,0,0.168421052631579,1,0,0,0,16,1,16,0,1,0,16,0,9,6,0,142,0
0,2,1,1,0,3,0,0.168316831683168,1,0,0,0,17,1,20,3,1,0,1,0,9,1,0,22,0
0,5,1,0,2,0,0,0.122302158273381,1,0,0,0,17,1,24,6,1,0,28,1,9,0,0,0,0
0,0,1,0,0,0,0,0.206185567010309,1,0,0,0,20,1,15,1,1,0,0,3,9,2,0,0,0
0,0,1,0,0,0,0,0.142857142857143,1,0,0,0,13,1,16,0,1,0,6,0,9,7,0,0,0
0,1,1,0,5,0,0,0.104651162790698,1,0,0,1,18,1,13,2,1,0,23,2,9,0,0,0,0
0,0,1,1,0,0,0,0.182692307692308,1,0,0,0,19,1,17,0,1,0,7,0,9,8,0,218,0
0,0,1,0,2,0,0,0.155555555555556,1,0,0,0,14,1,16,0,1,0,4,0,9,8,0,0,0
0,0,1,0,0,0,0,0.139344262295082,1,0,0,0,17,1,20,0,1,0,28,0,9,0,0,0,0
0,0,1,1,0,0,0,0.10958904109589,1,0,0,0,16,1,20,1,1,0,30,0,27,0,2,7,0
0,0,1,0,0,0,0,0.109243697478992,1,0,0,0,13,1,38,0,0,0,40,0,9,0,0,0,0
0,0,1,1,0,74,0,0.215909090909091,1,0,0,1,19,1,15,0,1,0,6,0,9,7,0,347,0
