At Character,Ampersand,Is English word,Frame tag present,Google Search Feature,Sensitive Words,Semicolon,Domain to URL Ratio,IP Address,Hash Character,Number of fragments,Https in URL,Host name length,ASN Postal Code,Special Characters,Number of parameter,ASN updation date,mailto: present,Numeric Character,Underscore,Levenshtein Distance,Dash,Delimiters,Div tag in source,Label
0,0,1,1,2,231,0,0.178947368421053,1,0,0,0,17,1,15,0,1,0,0,0,9,5,0,722,0
0,1,1,0,2,0,0,0.185567010309278,1,0,0,0,18,1,16,2,1,0,4,0,9,3,0,0,0
0,0,1,1,0,6,0,0.216494845360825,1,0,0,0,21,1,17,0,1,0,0,0,9,9,0,98,0
0,0,1,0,0,0,0,0.147826086956522,1,0,0,0,17,1,22,0,1,0,14,0,9,14,0,0,0
0,1,0,1,0,0,0,0.1015625,1,0,0,1,13,1,24,2,1,0,21,1,9,7,0,1,0
0,0,1,0,0,0,0,0.193548387096774,0,0,0,0,18,0,28,0,1,0,28,0,50,0,0,0,0
0,0,1,0,0,0,0,0.0625,1,0,0,1,15,1,65,1,1,0,63,0,9,1,0,0,0
0,0,1,1,1,25,0,0.134831460674157,1,0,0,0,12,1,18,0,1,0,0,0,9,11,0,100,0
0,0,1,1,0,0,0,0.120300751879699,1,0,0,0,16,1,20,1,1,0,36,0,27,0,2,7,0
0,1,1,1,0,35,0,0.206521739130435,1,0,0,0,19,1,14,2,1,0,1,0,9,0,0,254,0
0,0,0,0,1,0,0,0.213483146067416,1,0,0,0,19,1,20,0,1,0,3,0,8,13,0,0,0
0,0,1,0,2,0,0,0.153225806451613,1,0,0,0,19,1,19,1,1,0,8,0,9,10,0,0,0
0,0,1,1,0,0,0,0.0728476821192053,1,0,0,0,11,1,47,0,1,0,40,0,9,2,0,0,0
0,0,1,0,0,0,0,0.116438356164384,1,0,0,0,17,1,19,0,1,0,6,10,9,0,0,0,0
0,1,1,1,0,3,0,0.117647058823529,1,0,0,0,14,1,20,2,1,1,21,0,9,8,0,1163,0
0,0,0,1,0,5,0,0.149532710280374,1,0,0,0,16,1,21,0,1,0,16,0,9,11,0,124,0
0,0,1,1,0,24,0,0.168224299065421,1,0,0,0,18,1,21,0,1,0,8,0,9,9,0,148,0
0,0,1,0,0,0,0,0.166666666666667,0,0,0,0,19,0,29,0,1,0,22,0,31,2,0,0,0
0,0,1,0,2,0,0,0.208791208791209,1,0,0,0,19,1,15,0,1,0,23,0,9,0,0,0,0
0,0,1,1,0,0,0,0.21978021978022,1,0,0,0,20,1,15,0,1,1,9,0,9,7,0,195,0
0,0,1,1,0,0,0,0.129032258064516,1,0,0,0,16,1,16,1,1,0,25,0,27,0,2,7,0
0,8,1,1,0,0,0,0.121739130434783,1,0,0,0,14,1,26,4,1,0,5,0,13,0,0,1,0
0,0,1,0,0,0,0,0.193548387096774,0,0,0,0,18,0,28,0,1,0,29,0,50,0,0,0,0
0,0,1,1,0,6,0,0.122448979591837,1,0,0,0,12,1,21,0,1,0,6,0,9,12,0,197,0
0,0,1,1,0,24,0,0.122448979591837,1,0,0,0,18,1,25,0,1,0,8,0,9,13,0,148,0
0,0,1,0,0,0,0,0.180851063829787,1,0,0,0,17,1,21,0,0,0,7,0,9,11,0,0,0
0,0,1,0,1,0,0,0.114285714285714,0,0,0,0,12,0,18,0,1,0,0,0,11,10,0,0,0
0,0,1,1,0,4,0,0.141414141414141,1,0,0,0,14,1,19,0,1,1,7,0,9,12,0,255,0
0,0,1,1,0,1,0,0.1875,1,0,0,0,18,1,16,0,1,1,7,2,9,5,0,5,0
0,0,1,0,0,0,0,0.160377358490566,1,0,0,0,17,1,16,0,1,0,6,7,9,0,0,0,0
0,0,1,0,0,0,0,0.155172413793103,1,0,0,0,18,1,20,1,1,0,2,5,18,1,0,0,0
0,0,1,0,2,0,0,0.103092783505155,1,0,0,0,10,1,17,0,1,0,8,0,9,8,0,0,0
0,0,1,0,0,0,0,0.155963302752294,1,0,0,0,17,1,17,0,1,0,6,8,9,0,0,0,0
0,0,1,0,0,0,0,0.128712871287129,1,0,0,0,13,1,19,0,1,0,1,0,0,6,0,0,0
0,0,1,1,0,18,0,0.171717171717172,1,0,0,0,17,1,17,0,1,0,6,0,9,9,0,470,0
0,0,1,0,0,0,0,0.208791208791209,0,0,0,0,19,0,19,0,1,0,10,0,31,3,0,0,0
0,0,1,1,0,25,0,0.0381471389645776,1,0,0,0,14,1,58,0,1,1,12,0,9,50,0,207,0
0,0,1,1,1,15,0,0.126436781609195,1,0,0,0,11,1,17,0,1,1,8,0,9,7,0,219,0
0,0,1,1,2,398,0,0.152380952380952,1,0,0,0,16,1,15,0,1,0,0,0,17,6,0,653,0
0,1,1,0,0,0,0,0.139705882352941,1,0,0,0,19,1,21,2,1,0,6,1,9,8,0,0,0
0,0,1,1,0,25,0,0.0979020979020979,1,0,0,0,14,1,21,0,1,1,12,0,9,13,0,207,0
0,0,1,1,0,15,0,0.169811320754717,1,0,0,0,18,1,18,0,1,0,11,0,9,8,0,21,0
0,0,1,0,0,0,0,0.0581395348837209,1,0,0,1,15,1,71,1,1,0,71,0,9,1,0,0,0
0,0,1,0,0,0,0,0.155963302752294,0,0,0,0,17,0,23,0,0,0,8,0,10,15,0,0,0
0,0,1,0,0,0,0,0.153225806451613,1,0,0,0,19,1,34,0,1,0,31,0,9,1,0,92,0
0,0,1,0,0,0,0,0.0602409638554216,1,0,0,1,15,1,68,1,1,0,71,0,9,1,0,0,0
0,0,0,0,3,0,0,0.0930232558139534,1,0,0,0,12,1,24,0,0,0,15,0,24,15,0,0,0
0,0,1,1,0,33,0,0.161290322580645,1,0,0,0,15,1,16,0,1,1,14,0,9,6,0,408,0
0,0,0,1,0,3,0,0.183908045977012,1,0,0,0,16,1,16,0,1,0,10,0,9,6,0,140,0
0,0,1,0,0,0,0,0.108333333333333,0,0,0,0,13,0,38,1,1,0,40,0,8,0,0,0,0
0,0,0,1,0,1,0,0.122641509433962,1,0,0,0,13,1,22,0,0,1,18,0,9,14,0,254,0
0,0,1,1,0,18,0,0.148936170212766,1,0,0,0,14,1,18,0,1,0,6,0,9,9,0,150,0
1,0,1,1,0,9,0,0.112903225806452,1,0,0,1,14,1,22,1,1,0,6,0,9,12,0,177,0
0,0,1,0,0,0,0,0.150442477876106,0,0,0,0,17,0,26,0,0,0,6,0,10,18,0,0,0
0,0,1,1,0,22,0,0.182795698924731,1,0,0,0,17,1,18,0,1,0,3,0,9,10,0,39,0
0,0,1,1,2,177,0,0.184782608695652,1,0,0,0,17,1,13,0,1,0,0,0,9,3,0,515,0
0,0,1,1,0,35,0,0.14406779661017,1,0,0,0,17,1,20,0,1,0,1,0,9,12,0,62,0
0,0,1,0,0,0,0,0.139130434782609,0,0,0,0,16,0,36,0,0,0,28,0,25,0,0,0,0
0,0,1,0,0,0,0,0.048076923076923,1,0,0,1,15,1,89,1,1,0,95,0,9,1,0,0,0
0,0,1,0,0,0,0,0.15702479338843,1,0,0,0,19,1,33,0,1,0,30,0,9,2,0,102,0
0,0,0,1,0,6,0,0.175824175824176,1,0,0,0,16,1,17,0,1,0,10,0,9,7,0,124,0
0,0,1,1,0,8,0,0.195402298850575,1,0,0,0,17,1,16,0,1,0,0,0,9,8,0,39,0
0,0,1,1,0,5,0,0.127659574468085,1,0,0,0,12,1,17,0,1,0,10,0,9,8,0,163,0
0,0,1,0,0,0,0,0.2,1,0,0,0,22,1,19,0,1,0,8,0,9,12,0,0,0
0,0,1,0,0,0,0,0.206896551724138,1,0,0,0,18,1,12,0,1,0,8,0,9,4,0,0,0
0,0,1,1,0,19,0,0.131782945736434,1,0,0,0,17,1,22,1,1,0,6,0,9,12,0,302,0
0,0,1,1,0,24,0,0.131386861313869,1,0,0,0,18,1,23,0,1,0,8,0,9,11,0,148,0
0,0,1,0,0,0,0,0.152380952380952,1,0,0,0,16,1,21,0,1,0,20,0,23,14,0,0,0
0,0,1,0,0,0,0,0.179245283018868,1,0,0,0,19,1,28,0,1,0,29,0,9,1,0,92,0
0,0,1,0,0,0,0,0.1,1,0,0,0,10,1,14,0,1,0,8,0,9,5,0,0,0
0,0,1,1,5,20,0,0.0973451327433628,1,0,0,0,11,1,21,0,1,0,6,0,9,13,0,70,0
0,4,0,1,2,0,0,0.146067415730337,1,0,0,0,13,1,17,5,1,0,17,0,9,0,0,758,0
0,1,1,1,1,0,0,0.0956521739130434,1,0,0,0,11,1,18,2,1,0,31,0,9,0,0,10,0
0,8,1,0,0,0,0,0.127272727272727,1,0,0,0,14,1,26,4,1,0,4,0,13,0,0,0,0
0,0,1,0,0,0,0,0.12781954887218,0,0,0,0,17,0,25,0,0,0,6,0,10,17,0,0,0
0,0,1,1,0,20,0,0.14,1,0,0,1,14,1,16,0,1,0,8,0,9,9,0,210,0
0,0,1,0,1,0,0,0.144,1,0,0,0,18,1,17,0,1,0,6,2,9,3,0,0,0
0,0,1,1,2,161,0,0.140495867768595,1,0,0,0,17,1,18,1,1,0,17,0,9,7,0,440,0
0,0,1,1,2,0,0,0.170212765957447,1,0,0,0,16,1,15,0,1,0,8,0,9,7,0,154,0
0,0,1,1,0,10,0,0.20952380952381,1,0,0,0,22,1,15,0,1,0,7,0,9,8,0,239,0
0,1,1,0,0,0,0,0.182692307692308,1,0,0,0,19,1,16,2,1,0,2,2,9,1,0,0,0
0,0,1,1,0,18,0,0.0961538461538461,1,0,0,0,10,1,20,0,1,1,6,0,9,12,0,154,0
0,0,1,0,0,0,0,0.198275862068966,1,0,0,0,23,1,23,1,1,0,10,0,9,7,0,188,0
0,0,1,0,6,0,0,0.0833333333333333,1,0,0,0,10,1,20,0,0,0,1,0,9,10,0,0,0
0,0,1,1,0,32,0,0.207920792079208,1,0,0,0,21,1,20,0,1,0,4,0,9,10,0,264,0
0,0,1,1,0,47,0,0.150943396226415,1,0,0,0,16,1,18,0,1,0,8,0,9,8,0,259,0
0,2,1,0,0,0,0,0.116504854368932,1,0,0,0,12,1,20,3,0,0,7,3,9,0,0,0,0
0,0,1,0,0,10,0,0.149532710280374,1,0,0,0,16,1,24,0,1,0,12,0,9,14,0,431,0
0,0,1,1,0,5,0,0.193548387096774,1,0,0,0,18,1,22,0,1,0,10,0,9,12,0,22,0
0,7,1,0,0,0,0,0.0964912280701754,1,0,0,0,11,1,30,8,0,0,15,6,9,0,0,0,0
0,0,0,0,0,0,0,0.145299145299145,1,0,0,0,17,1,35,0,1,0,33,0,9,2,0,0,0
0,0,1,1,0,0,0,0.0700636942675159,1,0,0,0,11,1,48,0,1,0,48,0,9,2,0,0,0
0,2,1,1,0,4,0,0.10738255033557,1,0,0,0,16,1,22,3,1,1,10,3,9,7,0,175,0
0,5,1,0,2,0,0,0.172043010752688,1,0,0,1,16,1,21,5,1,0,5,1,9,0,0,0,0
0,0,1,1,0,0,0,0.117647058823529,1,0,0,0,16,1,19,1,1,0,31,0,27,0,2,7,0
0,0,1,0,0,0,0,0.19811320754717,1,0,0,1,21,1,18,0,1,0,8,0,9,8,0,0,0
0,0,1,0,0,0,0,0.046583850931677,1,0,0,0,15,1,92,1,1,0,100,0,9,1,0,0,0
0,0,1,0,0,0,0,0.116279069767442,1,0,0,0,15,1,26,0,1,0,3,0,16,17,0,0,0
0,0,1,1,2,0,0,0.0559210526315789,1,0,0,0,17,1,96,0,1,0,98,0,9,7,0,79,0
0,0,1,0,0,0,0,0.10752688172043,1,0,0,0,10,1,13,0,0,0,2,0,9,0,0,0,0
0,0,0,0,0,0,0,0.170454545454545,0,0,0,0,15,0,17,0,1,0,12,0,11,9,0,0,0
0,2,1,0,1,0,0,0.195402298850575,1,0,0,0,17,1,16,3,1,0,0,3,9,0,0,0,0
0,0,1,0,0,0,0,0.141509433962264,1,0,0,0,15,1,24,0,1,0,8,0,26,14,0,0,0
0,4,1,0,2,0,0,0.149606299212598,1,0,0,0,19,1,24,5,0,0,28,4,9,1,0,0,0
0,0,1,0,6,0,0,0.0980392156862745,1,0,0,0,10,1,16,0,0,0,1,0,9,4,0,0,0
0,0,1,1,0,18,0,0.172727272727273,1,0,0,0,19,1,18,0,1,0,9,0,9,10,0,242,0
0,0,1,1,2,2,0,0.106382978723404,1,0,0,0,10,1,17,0,1,1,4,0,9,8,0,38,0
0,1,0,1,0,0,0,0.12621359223301,1,0,0,0,13,1,19,1,1,0,11,0,9,7,0,1,0
0,0,0,0,1,0,0,0.195876288659794,1,0,0,0,19,1,22,0,1,0,13,0,8,9,0,0,0
0,0,0,0,1,0,0,0.19,1,0,0,0,19,1,22,0,1,0,3,0,8,15,0,0,0
0,0,1,1,2,2,0,0.137254901960784,1,0,0,0,14,1,14,0,1,0,21,0,9,3,0,859,0
0,0,0,0,1,0,0,0.208791208791209,1,0,0,0,19,1,21,0,1,0,11,0,8,8,0,0,0
0,2,1,1,0,0,0,0.118181818181818,1,0,0,0,13,1,18,3,1,0,3,4,9,1,0,12,0
0,0,1,0,0,0,0,0.194444444444444,1,0,0,0,21,1,19,0,1,0,8,0,9,11,0,0,0
0,0,1,1,0,11,0,0.166666666666667,1,0,0,0,17,1,19,0,1,0,0,0,9,11,0,39,0
0,0,1,1,0,5,0,0.136842105263158,1,0,0,1,13,1,20,0,1,0,6,0,9,13,0,26,0
0,0,1,1,0,31,0,0.193877551020408,1,0,0,0,19,1,18,0,1,0,6,0,9,10,0,229,0
0,0,1,1,0,23,0,0.181034482758621,1,0,0,0,21,1,15,0,1,0,8,0,9,7,0,345,0
0,0,1,0,0,0,0,0.134831460674157,1,0,0,0,12,1,22,1,0,0,9,1,9,0,0,0,0
0,4,0,0,3,0,0,0.108108108108108,1,0,0,0,20,1,29,5,0,0,11,1,9,3,0,0,0
0,0,0,1,0,0,0,0.115789473684211,1,0,0,0,11,1,18,0,1,1,8,0,8,11,0,195,0
0,0,1,0,0,0,0,0.171171171171171,1,0,0,0,19,1,28,0,1,0,21,0,9,1,0,0,0
0,0,1,0,2,0,0,0.157894736842105,1,0,0,0,15,1,18,1,1,0,5,0,48,1,0,0,0
0,0,1,0,3,0,0,0.135922330097087,1,0,0,0,14,1,17,0,1,0,4,0,9,9,0,0,0
0,0,1,1,0,5,0,0.121951219512195,1,0,0,0,15,1,26,0,1,1,19,0,9,15,0,96,0
0,0,1,0,0,0,0,0.141304347826087,1,0,0,0,13,1,29,0,1,0,21,0,9,0,0,0,0
0,0,1,0,2,0,0,0.19,1,0,0,0,19,1,14,0,0,0,8,2,9,3,0,0,0
0,0,0,0,0,0,0,0.102803738317757,1,0,0,0,11,1,19,0,1,0,4,0,16,11,0,0,0
0,0,1,1,0,0,0,0.105263157894737,1,0,0,0,16,1,23,1,0,0,35,0,27,0,2,7,0
0,0,1,0,0,0,0,0.174311926605505,0,0,0,0,19,0,17,0,1,0,18,1,31,1,0,0,0
0,0,1,1,0,0,0,0.120300751879699,1,0,0,0,16,1,18,1,1,0,25,0,27,0,2,7,0
0,0,1,0,2,0,0,0.208791208791209,1,0,0,0,19,1,15,0,1,0,21,0,9,0,0,0,0
0,0,1,0,0,0,0,0.174311926605505,0,0,0,0,19,0,17,0,1,0,18,1,31,1,0,0,0
0,0,1,1,0,0,0,0.120300751879699,1,0,0,0,16,1,18,1,1,0,25,0,27,0,2,7,0
0,0,1,1,0,1,0,0.0821256038647343,1,0,0,0,17,1,66,0,1,0,61,0,9,2,0,73,0
0,0,1,0,1,0,0,0.096,0,0,0,0,12,0,23,0,1,0,2,0,11,15,0,0,0
0,0,1,0,0,0,0,0.111111111111111,1,0,0,0,10,1,15,0,1,0,8,0,9,5,0,0,0
0,2,1,0,0,0,0,0.119718309859155,1,0,0,0,17,1,24,3,0,0,8,3,9,7,0,0,0
0,0,1,0,0,0,0,0.197802197802198,1,0,0,0,18,1,15,0,1,0,8,2,9,4,0,0,0
0,0,1,0,0,9,0,0.163265306122449,1,0,0,0,16,1,21,0,1,0,10,0,9,11,0,438,0
0,0,1,0,1,0,0,0.149532710280374,1,0,0,0,16,1,19,0,1,0,0,0,29,11,0,0,0
0,0,1,0,0,0,0,0.163461538461538,1,0,0,0,17,1,21,0,0,0,8,0,0,12,0,0,0
0,0,1,0,0,0,0,0.197916666666667,1,0,0,0,19,1,17,0,1,0,0,0,0,9,0,0,0
0,8,1,0,0,0,0,0.12962962962963,1,0,0,0,14,1,26,4,1,0,3,0,0,0,0,20,0
0,0,0,1,0,1,0,0.121495327102804,1,0,0,0,13,1,20,0,0,1,19,0,9,12,0,284,0
0,0,1,1,0,25,0,0.127659574468085,1,0,0,0,12,1,18,0,1,0,0,0,0,11,0,102,0
0,0,1,0,0,0,0,0.13953488372093,1,0,0,0,18,1,23,0,1,0,15,0,0,13,0,0,0
0,0,1,1,0,2,0,0.0769230769230769,1,0,0,0,10,1,23,0,1,1,4,0,0,14,0,38,0
0,0,1,1,0,6,0,0.235955056179775,1,0,0,0,21,1,23,0,1,0,19,0,0,1,0,384,0
0,0,1,0,0,0,0,0.0751445086705202,1,0,0,0,13,1,54,0,1,0,52,1,0,3,0,0,0
0,0,1,1,0,1,0,0.174311926605505,1,0,0,0,19,1,16,0,1,1,8,2,0,5,0,5,0
0,0,1,0,0,0,0,0.179775280898876,1,0,0,0,16,1,13,0,1,0,28,0,0,2,0,0,0
0,0,1,1,0,9,0,0.124031007751938,1,0,0,0,16,1,24,1,1,1,14,1,0,10,0,49,0
0,0,1,0,0,0,0,0.208791208791209,1,0,0,0,19,1,15,0,1,0,22,0,0,0,0,0,0
0,0,0,0,0,0,0,0.123711340206186,1,0,0,0,12,1,18,0,0,0,21,0,0,9,0,0,0
0,0,1,1,0,16,0,0.108571428571429,1,0,0,0,19,1,30,0,1,0,7,0,0,20,0,146,0
0,5,1,0,0,0,0,0.217821782178218,1,0,0,0,22,1,20,6,1,0,6,0,0,1,0,204,0
0,0,1,0,0,0,0,0.123809523809524,1,0,0,0,13,1,17,0,1,0,1,0,0,4,0,0,0
0,0,1,0,0,0,0,0.0909090909090909,1,0,0,0,10,1,18,0,0,0,1,0,0,6,0,0,0
0,0,1,1,0,17,0,0.149122807017544,1,0,0,0,17,1,21,0,1,0,6,0,0,13,0,286,0
0,0,1,0,0,0,0,0.136363636363636,1,0,0,0,15,1,19,0,1,0,0,0,0,11,0,0,0
0,0,1,1,0,26,0,0.160714285714286,1,0,0,0,18,1,21,0,1,0,8,0,0,8,0,148,0
0,0,1,0,0,0,0,0.193548387096774,1,0,0,0,18,1,15,0,1,0,9,2,0,4,0,0,0
0,2,1,0,0,0,0,0.0892857142857142,1,0,0,0,15,1,28,3,0,0,29,3,0,5,0,0,0
0,0,1,1,0,15,0,0.16504854368932,1,0,0,0,17,1,16,0,1,0,6,0,0,8,0,229,0
0,0,1,1,0,1,0,0.182692307692308,1,0,0,0,19,1,16,0,1,1,8,2,0,5,0,5,0
0,0,1,1,0,5,0,0.168316831683168,1,0,0,0,17,1,20,0,1,1,8,0,0,10,0,81,0
0,0,1,1,0,1,0,0.160919540229885,1,0,0,0,14,1,14,0,1,0,6,0,9,7,0,698,0
0,0,1,1,0,0,0,0.136842105263158,1,0,0,0,13,1,22,1,0,0,19,1,0,2,0,23,0
0,0,1,0,0,0,0,0.13265306122449,1,0,0,0,13,1,30,0,1,0,25,0,0,1,0,0,0
0,0,1,0,0,0,0,0.216494845360825,1,0,0,0,21,1,16,0,1,0,8,0,0,8,0,0,0
0,0,1,0,0,0,0,0.189473684210526,1,0,0,0,18,1,17,0,1,0,15,0,11,7,0,0,0
0,0,1,1,0,8,0,0.106382978723404,1,0,0,0,10,1,18,0,1,1,4,0,0,9,0,38,0
0,0,1,0,0,0,0,0.117241379310345,1,0,0,0,17,1,24,0,1,0,6,15,0,0,0,0,0
0,5,1,0,0,0,0,0.15,1,0,0,0,15,1,24,6,1,0,15,0,0,0,0,1653,0
0,0,1,0,0,0,0,0.158878504672897,0,0,0,0,17,0,23,0,0,0,7,0,0,15,0,0,0
0,1,1,0,0,0,0,0.175925925925926,1,0,0,0,19,1,21,1,1,0,8,1,0,10,0,0,0
0,1,1,0,0,0,0,0.141304347826087,1,0,0,0,13,1,26,2,1,0,9,2,0,0,0,0,0
0,0,1,0,0,0,0,0.21,1,0,0,0,21,1,17,0,1,0,8,0,0,7,0,0,0
0,0,1,0,0,0,0,0.099009900990099,1,0,0,0,10,1,18,0,1,0,4,0,0,9,0,0,0
0,0,1,1,0,24,0,0.140495867768595,1,0,0,0,17,1,21,0,1,0,8,0,0,13,0,241,0
0,0,1,0,0,0,0,0.047923322683706,1,0,0,1,15,1,89,1,1,0,99,0,0,1,0,0,0
0,0,1,0,0,0,0,0.188118811881188,0,0,0,0,19,0,16,0,1,0,17,1,0,0,0,0,0
0,0,1,0,0,0,0,0.166666666666667,1,0,0,0,16,1,18,0,1,0,0,0,0,11,0,0,0
0,0,1,0,0,0,0,0.188888888888889,1,0,0,0,17,1,13,1,1,0,18,0,0,4,0,0,0
0,0,1,1,0,0,0,0.119402985074627,1,0,0,0,16,1,19,1,1,0,32,0,0,0,2,7,0
0,0,1,1,0,37,0,0.117647058823529,1,0,0,1,10,1,13,0,0,0,0,0,0,5,0,80,0
0,0,1,1,0,2,0,0.133333333333333,1,0,0,0,14,1,16,0,1,0,8,0,0,9,0,594,0
0,0,1,1,0,0,0,0.0973451327433628,1,0,0,0,11,1,22,0,1,0,6,0,0,14,0,88,0
0,0,1,0,0,0,0,0.0892857142857143,1,0,0,0,10,1,18,0,0,0,1,0,0,6,0,0,0
0,0,1,1,0,20,0,0.160377358490566,1,0,0,0,17,1,18,1,1,0,12,0,0,8,0,310,0
0,0,1,1,0,16,0,0.114583333333333,1,0,0,0,11,1,21,0,1,1,10,0,0,11,0,207,0
0,0,1,1,0,44,0,0.111111111111111,1,0,0,1,10,1,13,0,0,0,0,0,0,5,0,179,0
0,4,0,0,3,0,0,0.123456790123457,1,0,0,0,20,1,28,4,0,0,7,1,9,3,0,0,0
0,8,1,0,0,0,0,0.12962962962963,1,0,0,0,14,1,26,4,1,0,3,0,0,0,0,1,0
0,1,1,0,0,0,0,0.0611111111111111,1,0,0,0,11,1,30,2,1,0,11,0,0,3,0,0,0
0,0,1,1,0,17,0,0.19811320754717,1,0,0,0,21,1,18,0,1,0,4,0,0,9,0,231,0
0,0,1,1,2,12,0,0.087719298245614,1,0,0,0,10,1,21,0,1,1,4,0,9,12,0,38,0
0,1,0,0,0,0,0,0.125786163522013,1,0,0,0,20,1,23,2,0,0,8,1,0,3,0,0,0
0,3,1,0,0,0,0,0.112903225806452,1,0,0,0,14,1,26,4,1,0,14,0,0,8,0,0,0
0,0,1,1,0,1,0,0.10989010989011,1,0,0,0,10,1,15,0,0,0,1,0,0,4,0,845,0
0,0,1,0,0,0,0,0.158415841584158,1,0,0,0,16,1,19,0,1,0,0,0,0,11,0,0,0
0,0,1,1,0,26,0,0.13953488372093,1,0,0,0,18,1,23,0,1,0,8,0,0,10,0,148,0
0,0,1,0,0,0,0,0.191011235955056,1,0,0,1,17,1,13,0,1,0,0,0,0,4,0,0,0
0,0,1,1,0,0,0,0.06875,1,0,0,0,11,1,50,0,1,0,48,0,0,2,0,0,0
0,0,1,1,0,0,0,0.113636363636364,1,0,0,0,10,1,26,1,1,0,13,0,0,1,0,1021,0
0,0,1,0,0,0,0,0.109243697478992,1,0,0,0,13,1,19,0,0,0,7,12,0,0,0,945,0
0,0,1,0,0,17,0,0.12396694214876,1,0,0,0,15,1,24,0,1,1,8,1,0,10,0,225,0
0,0,1,1,0,24,0,0.106382978723404,1,0,0,0,10,1,19,0,1,1,4,0,0,10,0,38,0
0,0,1,1,0,0,0,0.0869565217391304,1,0,0,0,10,1,31,1,1,0,18,1,0,1,0,1093,0
0,0,1,1,0,2,0,0.0606060606060606,1,0,0,0,14,1,78,0,0,0,34,0,0,7,0,207,0
0,1,1,0,0,0,0,0.19,1,0,0,0,19,1,14,2,1,0,0,2,0,0,0,0,0
0,0,1,1,0,2,0,0.162393162393162,1,0,0,0,19,1,26,0,0,1,6,0,0,17,0,130,0
0,0,1,0,0,0,0,0.0524475524475524,1,0,0,0,15,1,80,1,1,0,82,0,9,1,0,0,0
0,0,1,1,0,3,0,0.230769230769231,1,0,0,0,21,1,19,0,1,0,0,0,0,12,0,45,0
0,0,1,0,0,0,0,0.113636363636364,1,0,0,0,15,1,24,1,1,0,5,1,0,11,0,0,0
0,0,1,0,0,0,0,0.0528169014084507,1,0,0,0,15,1,80,1,1,0,89,0,0,1,0,0,0
0,5,1,0,0,0,0,0.15,1,0,0,0,15,1,24,6,1,0,15,0,0,0,0,1653,0
0,0,1,0,0,0,0,0.116564417177914,0,0,0,0,19,0,35,0,1,0,35,1,0,0,0,0,0
0,0,1,0,0,0,0,0.159663865546218,1,0,0,0,19,1,33,0,1,0,27,0,0,2,0,92,0
0,0,1,0,0,0,0,0.170454545454545,1,0,0,0,15,1,18,0,1,0,0,0,0,7,0,0,0
0,0,1,1,0,58,0,0.152173913043478,1,0,0,1,14,1,15,0,1,0,8,0,0,8,0,192,0
0,0,1,1,0,5,0,0.149532710280374,1,0,0,0,16,1,20,0,1,1,7,0,0,13,0,162,0
0,0,0,0,0,0,0,0.184466019417476,1,0,0,0,19,1,22,0,1,0,3,0,0,15,0,0,0
0,0,1,0,0,0,0,0.117021276595745,1,0,0,0,11,1,17,0,0,0,7,0,38,9,0,0,0
0,0,1,0,0,0,0,0.108974358974359,1,0,0,0,17,1,50,0,1,0,38,0,0,0,0,0,0
0,0,1,1,2,163,0,0.166666666666667,1,0,0,0,17,1,15,0,1,0,0,0,9,4,0,359,0
0,0,1,0,0,0,0,0.0583657587548638,1,0,0,0,15,1,71,1,1,0,75,0,0,1,0,0,0
0,0,1,0,0,0,0,0.188888888888889,1,0,0,0,17,1,19,0,1,0,13,0,0,10,0,0,0
0,0,1,1,0,3,0,0.181818181818182,1,0,0,0,18,1,22,0,1,1,10,0,0,12,0,22,0
0,0,1,0,0,0,0,0.10752688172043,1,0,0,0,10,1,15,0,1,0,8,0,0,5,0,0,0
0,0,1,1,0,16,0,0.178861788617886,1,0,0,0,22,1,19,0,1,0,7,0,0,12,0,188,0
0,0,1,0,0,0,0,0.0847457627118644,1,0,0,0,10,1,18,0,0,0,1,0,0,6,0,0,0
0,0,1,1,0,0,0,0.159090909090909,1,0,0,0,14,1,15,0,1,1,10,0,0,9,0,201,0
0,0,1,1,0,38,0,0.128440366972477,1,0,0,0,14,1,20,0,1,1,7,0,0,12,0,192,0
0,0,1,1,0,7,0,0.145833333333333,1,0,0,0,14,1,18,0,1,0,6,0,0,9,0,152,0
0,0,1,0,0,0,0,0.153846153846154,1,0,0,0,14,1,17,0,0,0,15,0,0,10,0,0,0
0,0,1,1,0,0,0,0.0592334494773519,1,0,0,0,17,1,95,0,1,0,89,0,0,6,0,61,0
0,0,1,0,0,0,0,0.065989847715736,1,0,0,0,13,1,64,0,0,0,74,0,0,0,0,0,0
0,0,1,0,0,0,0,0.15,1,0,0,0,15,1,20,0,1,0,8,0,0,10,0,0,0
0,0,1,0,0,0,0,0.186813186813187,1,0,0,0,17,1,20,0,1,0,5,0,0,0,0,0,0
0,0,1,1,0,0,0,0.0544554455445544,1,0,0,0,11,1,63,0,1,0,59,0,0,3,0,0,0
0,0,1,1,0,13,0,0.171717171717172,1,0,0,0,17,1,20,0,1,0,6,0,0,12,0,316,0
0,0,1,1,0,5,0,0.152542372881356,1,0,0,1,18,1,35,0,1,0,27,0,0,1,0,454,0
0,0,1,1,0,15,0,0.207920792079208,1,0,0,0,21,1,15,0,1,0,0,0,0,5,0,254,0
0,0,1,0,0,0,0,0.047923322683706,1,0,0,0,15,1,89,1,1,0,101,0,0,1,0,0,0
0,0,1,0,0,0,0,0.208791208791209,1,0,0,0,19,1,15,0,1,0,21,0,0,0,0,0,0
