Levenshtein Distance,Body tags in source,Number of parameter,Digit to alphabet ratio,Entropy,Equals,IP Address,Host name length,ASN Postal Code,Percentage Character,Path length,Special Characters,Escape() function,Total links,Word based distribution,English Letters,Is www present,Question Mark,Numeric Character,Delimiters,At Character,Frame tag present,Underscore,Domain to URL Ratio,Is domain suspicious,Label
9,1,0,0.0,3.89806851205884,0,1,23,1,0,0,5,0,78,1,25,0,0,0,0,0,0,0,0.766666666666667,37,0
14,0,0,0.0,4.05602096805788,0,0,19,0,0,0,6,0,0,1,20,0,0,0,0,0,0,0,0.730769230769231,0,0
9,0,0,0.0,3.85538854220754,0,1,17,1,0,0,6,0,781,1,18,0,0,0,0,0,0,0,0.708333333333333,0,0
9,1,0,0.0,3.38684218813101,0,1,17,1,0,0,6,0,37,1,18,0,0,0,0,0,1,0,0.708333333333333,0,0
42,0,0,0.0,3.89366068968819,0,0,18,0,0,0,5,0,0,1,20,0,0,0,0,0,0,0,0.72,0,0
60,1,0,0.1,4.00434444636753,0,1,20,1,0,0,5,0,1,1,20,0,0,2,0,0,0,0,0.740740740740741,0,0
9,1,0,0.0,3.66193287237358,0,1,20,1,0,0,5,0,1,1,22,0,0,0,0,0,0,0,0.740740740740741,6,0
9,1,0,0.0,3.88684218813101,0,1,17,1,0,0,5,0,90,1,19,0,0,0,0,0,0,0,0.708333333333333,0,0
9,1,0,0.0,3.76226739065149,0,1,16,1,0,0,5,0,0,1,18,0,0,0,0,0,1,0,0.695652173913044,76,0
9,1,0,0.0,3.95822916866988,0,1,20,1,0,0,5,0,0,1,22,0,0,0,0,0,0,0,0.740740740740741,3,0
9,1,0,0.0,3.87314067951313,0,1,19,1,0,0,5,1,85,1,21,0,0,0,0,0,1,0,0.730769230769231,31,0
9,1,0,0.0,3.82393489628406,0,1,17,1,0,0,5,3,54,1,19,0,0,0,0,0,1,0,0.708333333333333,0,0
9,1,0,0.0,3.44740150470592,0,1,15,1,0,0,5,0,176,1,17,0,0,0,0,0,0,0,0.681818181818182,0,0
18,0,0,0.0,3.89806851205884,0,1,23,1,0,0,6,0,0,1,24,0,0,0,0,0,0,0,0.766666666666667,0,0
9,1,0,0.0,3.72647411825438,0,1,21,1,0,0,5,0,79,1,23,0,0,0,0,0,1,0,0.75,15,0
9,1,0,0.0,3.99468036840891,0,1,21,1,0,0,6,0,568,1,22,0,0,0,0,0,0,0,0.75,27,0
27,0,0,0.0,3.92921445519922,0,0,24,0,0,0,5,0,0,1,26,0,0,0,0,0,0,0,0.774193548387097,0,0
0,0,0,0.0,3.82486295761736,0,0,21,0,0,0,6,0,0,1,22,0,0,0,0,0,0,0,0.75,0,0
0,0,0,0.0,3.62117554291947,0,0,16,0,0,0,5,0,0,1,18,0,0,0,0,0,0,0,0.695652173913044,0,0
0,0,0,0.0,4.05366068968819,0,1,18,1,0,0,5,0,0,1,20,0,0,0,0,0,0,0,0.72,0,0
0,0,0,0.0,4.11583409216322,0,1,31,1,0,0,5,0,0,1,33,0,0,0,0,0,0,0,0.815789473684211,0,0
0,1,0,0.0,4.0875675547012,0,1,30,1,0,0,5,0,0,1,32,0,0,0,0,0,0,0,0.810810810810811,1,0
0,0,0,0.0,3.95006375643621,0,1,19,1,0,0,6,0,0,1,20,0,0,0,0,0,0,0,0.730769230769231,0,0
0,1,0,0.0,3.36385618977472,0,1,18,1,0,0,5,0,51,1,20,0,0,0,0,0,0,0,0.72,50,0
0,1,0,0.0,4.1422952191909,0,1,22,1,0,0,6,0,61,1,23,0,0,0,0,0,0,0,0.758620689655172,31,0
0,1,0,0.0,3.75444184571334,0,1,15,1,0,0,6,0,71,1,16,0,0,0,0,0,1,0,0.681818181818182,44,0
0,0,0,0.0,3.89246375374826,0,1,22,1,0,0,5,0,84,1,24,0,0,0,0,0,0,0,0.758620689655172,0,0
0,0,0,0.0,3.73814933319287,0,1,19,1,0,0,6,0,0,1,20,0,0,0,0,0,0,0,0.730769230769231,0,0
0,0,0,0.0,3.53641423712223,0,0,19,0,0,0,5,0,0,1,21,0,0,0,0,0,0,0,0.730769230769231,0,0
0,1,0,0.0,3.95822916866988,0,1,20,1,0,0,6,0,112,1,21,0,0,0,0,0,1,0,0.740740740740741,33,0
0,1,0,0.0,3.88204510813686,0,1,16,1,0,0,5,0,0,1,18,0,0,0,0,0,0,0,0.695652173913044,0,0
0,1,0,0.0714285714285714,3.54643934467102,0,1,13,1,0,0,5,0,23,1,14,0,0,1,0,0,0,0,0.65,52,0
0,1,0,0.0,3.94346518960165,0,1,18,1,0,0,5,0,30,1,20,0,0,0,0,0,1,0,0.72,9,0
0,1,0,0.0,4.1595174807458,0,1,34,1,0,0,7,2,335,1,34,0,0,0,0,0,1,0,0.829268292682927,54,0
0,1,0,0.0,3.92385618977472,0,1,18,1,0,0,5,0,292,1,20,0,0,0,0,0,1,0,0.72,68,0
0,0,0,0.03125,4.12994718447748,0,1,35,1,0,0,9,0,0,1,32,0,0,1,0,0,0,0,0.833333333333333,0,0
0,0,0,0.0,4.09806851205884,0,1,23,1,0,0,5,0,0,1,25,0,0,0,0,0,0,0,0.766666666666667,0,0
0,1,0,0.0,4.14031953111478,0,1,25,1,0,0,5,0,368,1,27,0,0,0,0,0,1,0,0.78125,136,0
0,1,0,0.0,3.87966400490259,0,1,15,1,0,0,5,2,476,1,17,0,0,0,0,0,1,0,0.681818181818182,1,0
0,1,0,0.0,3.95230297766239,0,1,22,1,0,0,5,0,584,1,24,0,0,0,0,0,0,0,0.758620689655172,165,0
0,0,0,0.0,3.75326968951511,0,1,18,1,0,0,5,0,0,1,20,0,0,0,0,0,0,0,0.72,0,0
0,0,0,0.0588235294117647,3.79508858639773,0,1,16,1,0,0,5,0,20,1,17,0,0,1,0,0,0,0,0.695652173913044,0,0
0,1,0,0.0,3.81008102052173,0,1,20,1,0,0,6,0,39,1,21,0,0,0,0,0,1,0,0.740740740740741,0,0
0,0,0,0.0714285714285714,3.653756708287,0,1,14,1,0,0,6,0,0,1,14,0,0,1,0,0,0,0,0.666666666666667,0,0
0,1,0,0.0,4.00434444636753,0,1,20,1,0,0,6,3,192,1,21,0,0,0,0,0,1,0,0.740740740740741,25,0
0,1,0,0.0,4.04243300372589,0,1,24,1,0,0,5,0,0,1,26,0,0,0,0,0,1,0,0.774193548387097,39,0
0,1,0,0.0,3.7720552088742,0,1,17,1,0,0,5,0,637,1,19,0,0,0,0,0,1,0,0.708333333333333,170,0
0,2,0,0.0285714285714285,4.22220806840402,0,1,36,1,0,0,7,0,6,1,35,0,0,1,0,0,1,0,0.837209302325581,1,0
0,1,0,0.0,3.94346518960165,0,1,18,1,0,0,5,0,0,1,20,0,0,0,0,0,1,0,0.72,153,0
0,0,0,0.0,3.91211389097223,0,1,20,1,0,0,5,0,0,1,22,0,0,0,0,0,0,0,0.740740740740741,0,0
0,0,0,0.0,3.75162916738782,0,1,17,0,0,0,5,0,0,1,19,0,0,0,0,0,0,0,0.708333333333333,0,0
0,0,0,0.0,3.84237099317711,0,1,21,0,0,0,6,0,0,1,22,0,0,0,0,0,0,0,0.75,0,0
0,0,0,0.0,3.84922391239063,0,1,16,0,0,0,5,0,0,1,18,0,0,0,0,0,0,0,0.695652173913044,0,0
0,0,0,0.0,3.57262366389516,0,0,15,0,0,0,5,0,0,1,17,0,0,0,0,0,0,0,0.681818181818182,0,0
0,0,0,0.0,3.78346518960165,0,1,18,0,0,0,5,0,0,1,20,0,0,0,0,0,0,0,0.72,0,0
0,0,0,0.0,3.68008935369481,0,1,20,0,0,0,5,0,0,1,22,0,0,0,0,0,0,0,0.740740740740741,0,0
0,0,0,0.0,3.88017992267574,0,1,14,0,0,0,5,0,0,1,16,0,0,0,0,0,0,0,0.666666666666667,0,0
0,0,0,0.0,4.13294404498096,0,0,19,0,0,0,5,0,0,1,21,0,0,0,0,0,0,0,0.730769230769231,0,0
0,0,0,0.0,3.7887549139935,0,1,15,0,0,0,5,0,0,1,17,0,0,0,0,0,0,0,0.681818181818182,0,0
0,0,0,0.0,4.02126849490377,0,0,22,0,0,0,5,0,0,1,24,0,0,0,0,0,0,0,0.758620689655172,0,0
0,0,0,0.0,3.88684218813101,0,1,17,0,0,0,5,0,0,1,19,0,0,0,0,0,0,0,0.708333333333333,0,0
0,0,0,0.0,3.33209539866017,0,0,14,0,0,0,6,0,0,1,15,0,0,0,0,0,0,0,0.666666666666667,0,0
0,0,0,0.0,3.83910813418217,0,1,26,0,0,0,6,0,0,1,27,0,0,0,0,0,0,0,0.787878787878788,0,0
0,0,0,0.333333333333333,3.88017992267574,0,1,14,0,0,0,5,0,0,1,12,0,0,4,0,0,0,0,0.666666666666667,0,0
0,0,0,0.0,4.22900373110705,0,1,28,0,0,0,6,0,0,1,29,0,0,0,0,0,0,0,0.8,0,0
0,0,0,0.0,3.87314067951313,0,0,19,0,0,0,5,0,0,1,21,0,0,0,0,0,0,0,0.730769230769231,0,0
0,0,0,0.117647058823529,3.97017552146435,0,1,17,0,0,0,5,0,0,1,17,0,0,2,0,0,0,0,0.708333333333333,0,0
0,2,0,0.0,4.09409703210865,0,0,27,0,0,0,6,0,0,1,28,0,0,0,0,0,1,0,0.794117647058824,0,0
0,0,0,0.0,3.79508858639773,0,1,16,0,0,0,5,0,0,1,18,0,0,0,0,0,0,0,0.695652173913044,0,0
0,0,0,0.0,3.93872187554087,0,1,17,0,0,0,6,0,0,1,18,0,0,0,0,0,0,0,0.708333333333333,0,0
0,0,0,0.0,3.89629152904593,0,1,21,0,0,0,5,0,0,1,23,0,0,0,0,0,0,0,0.75,0,0
0,1,0,0.0526315789473684,3.62346518960165,0,1,18,0,0,0,5,0,0,1,19,0,0,1,0,0,0,0,0.72,0,0
0,1,0,0.0,3.60693673217532,0,1,15,0,0,0,5,0,15,1,17,0,0,0,0,0,0,0,0.681818181818182,5,0
0,0,0,0.0,3.86346518960165,0,1,18,0,0,0,5,0,0,1,20,0,0,0,0,0,0,0,0.72,0,0
0,0,0,0.142857142857143,3.49922754172336,0,1,14,0,0,0,5,0,0,1,14,0,0,2,0,0,0,0,0.666666666666667,0,0
0,0,0,0.0,3.88415509459581,0,1,20,0,0,0,5,0,0,1,22,0,0,0,0,0,0,0,0.740740740740741,0,0
0,0,0,0.0,3.54643934467102,0,0,13,0,0,0,5,0,0,1,15,0,0,0,0,0,0,0,0.65,0,0
0,1,0,0.0,3.68872187554087,0,1,17,0,0,0,5,0,0,1,19,0,0,0,0,0,0,0,0.708333333333333,0,0
0,0,0,0.0,3.66353275480425,0,1,15,0,0,0,5,0,0,1,17,0,0,0,0,0,0,0,0.681818181818182,0,0
0,0,0,0.0,3.68970373219955,0,1,14,0,0,0,5,0,0,1,16,0,0,0,0,0,0,0,0.666666666666667,0,0
0,0,0,0.0,4.05366068968819,0,1,18,0,0,0,5,0,0,1,20,0,0,0,0,0,0,0,0.72,0,0
0,0,0,0.0,4.02126849490377,0,1,22,0,0,0,5,0,0,1,24,0,0,0,0,0,0,0,0.758620689655172,0,0
0,0,0,0.0,3.70804815007123,0,0,20,0,0,0,7,0,0,1,20,0,0,0,0,0,0,0,0.740740740740741,0,0
0,0,0,0.0,3.89629152904593,0,1,21,0,0,0,6,0,0,1,22,0,0,0,0,0,0,0,0.75,0,0
0,1,0,0.0,4.07781953111478,0,1,25,0,0,0,5,0,36,1,27,0,0,0,0,0,1,0,0.78125,37,0
0,0,0,0.0,3.88204510813686,0,1,16,0,0,0,5,0,0,1,18,0,0,0,0,0,0,0,0.695652173913044,0,0
0,0,0,0.0,3.7887549139935,0,1,15,0,0,0,5,0,0,1,17,0,0,0,0,0,0,0,0.681818181818182,0,0
0,0,0,0.0,3.97366068968819,0,0,18,0,0,0,6,0,0,1,19,0,0,0,0,0,0,0,0.72,0,0
0,0,0,0.0,3.95822916866988,0,0,20,0,0,0,6,0,0,1,21,0,0,0,0,0,0,0,0.740740740740741,0,0
0,0,0,0.0,3.76718346789146,0,1,19,0,0,0,5,0,0,1,21,0,0,0,0,0,0,0,0.730769230769231,0,0
0,0,0,0.0,3.68970373219955,0,1,14,0,0,0,5,0,0,1,16,0,0,0,0,0,0,0,0.666666666666667,0,0
0,0,0,0.0,3.59446563696145,0,0,14,0,0,0,5,0,0,1,16,0,0,0,0,0,0,0,0.666666666666667,0,0
9,1,0,0.0,3.85619629821938,0,1,20,1,0,0,5,0,132,1,22,0,0,0,0,0,0,0,0.740740740740741,2,0
9,1,0,0.0,3.63684218813101,0,1,17,1,0,0,5,0,314,1,19,0,0,0,0,0,0,0,0.708333333333333,36,0
9,1,0,0.0,4.17146526179041,0,1,24,1,0,0,5,0,179,1,26,0,0,0,0,0,1,0,0.774193548387097,26,0
8,1,0,0.0,3.47135448701393,0,1,12,1,0,0,5,0,8,1,14,0,0,0,0,0,0,0,0.631578947368421,16,0
17,0,0,0.0714285714285714,3.78494182743764,0,1,14,1,0,0,6,0,0,1,14,0,0,1,0,0,0,0,0.666666666666667,0,0
9,1,0,0.0,3.96900162987599,0,1,16,1,0,0,5,4,70,1,18,0,0,0,0,0,1,0,0.695652173913044,3,0
9,1,0,0.0,3.58835434717323,0,1,16,1,0,0,6,0,55,1,17,0,0,0,0,0,1,0,0.695652173913044,17,0
9,0,0,0.0,3.57661764490867,0,1,12,1,0,0,5,0,144,1,14,0,0,0,0,0,0,0,0.631578947368421,0,0
9,1,0,0.0,3.88684218813101,0,1,17,1,0,0,5,0,105,1,19,0,0,0,0,0,1,0,0.708333333333333,70,0
9,1,0,0.0,3.64248967316613,0,1,16,1,0,0,5,1,0,1,18,0,0,0,0,0,1,0,0.695652173913044,41,0
9,0,0,0.0,4.11057724333164,0,1,21,1,0,0,5,0,128,1,23,0,0,0,0,0,0,0,0.75,0,0
35,1,0,0.0,3.97791687469364,0,1,24,1,0,0,5,0,243,1,26,0,0,0,0,0,1,0,0.774193548387097,128,0
21,0,0,0.0,3.78494182743764,0,1,14,1,0,0,5,0,0,1,16,0,0,0,0,0,0,0,0.666666666666667,0,0
18,1,0,0.0,3.57262366389516,0,1,15,1,0,0,6,0,23,1,16,0,0,0,0,0,0,0,0.681818181818182,1,0
11,1,0,0.0,3.67531086891237,0,1,16,1,0,0,5,0,0,1,18,0,0,0,0,0,0,0,0.695652173913044,0,0
11,0,0,0.0,3.80350885479768,0,0,17,0,0,0,5,0,0,1,19,0,0,0,0,0,0,0,0.708333333333333,0,0
9,1,0,0.0,4.39599887053484,0,1,27,1,0,0,6,0,547,1,28,0,0,0,0,0,0,0,0.794117647058824,19,0
14,1,0,0.0,3.86672929667218,0,1,25,1,0,0,5,0,1732,1,27,0,0,0,0,0,1,0,0.78125,50,0
9,1,0,0.0,3.73215889136457,0,1,15,1,0,0,5,1,90,1,17,0,0,0,0,0,1,0,0.681818181818182,76,0
9,1,0,0.0,3.95006375643621,0,1,19,1,0,0,5,0,357,1,21,0,0,0,0,0,1,0,0.730769230769231,132,0
9,1,0,0.0,3.57262366389516,0,1,15,1,0,0,6,0,295,1,16,0,0,0,0,0,0,0,0.681818181818182,56,0
9,1,0,0.0,4.02346518960165,0,1,18,1,0,0,5,0,336,1,20,0,0,0,0,0,1,0,0.72,8,0
19,0,0,0.0,4.00607101310117,0,0,26,0,0,0,5,0,0,1,28,0,0,0,0,0,0,0,0.787878787878788,0,0
9,1,0,0.0625,3.87966400490259,0,1,15,1,0,0,5,0,94,1,16,0,0,1,0,0,0,0,0.681818181818182,1,0
9,1,0,0.0,3.65726822961739,0,1,17,1,0,0,5,0,100,1,19,0,0,0,0,0,1,0,0.708333333333333,38,0
9,1,0,0.0,4.02092631600035,0,1,26,1,0,0,6,0,61,1,27,0,0,0,0,0,1,0,0.787878787878788,3,0
41,1,0,0.0,3.80350885479768,0,1,17,1,0,0,5,0,0,1,19,0,0,0,0,0,0,0,0.708333333333333,0,0
13,0,0,0.0,3.7622673906515,0,0,16,0,0,0,6,0,0,1,17,0,0,0,0,0,0,0,0.695652173913044,0,0
22,1,0,0.0,3.78212222414531,0,1,20,1,0,0,5,0,37,1,22,0,0,0,0,0,0,0,0.740740740740741,1,0
20,1,0,0.0,3.51602764126623,0,1,15,1,0,0,5,0,0,1,17,0,0,0,0,0,0,0,0.681818181818182,0,0
0,1,0,0.0,3.88017992267574,0,1,14,1,0,0,5,0,107,1,16,0,0,0,0,0,1,0,0.666666666666667,70,0
0,0,0,0.0,3.7887549139935,0,0,15,0,0,0,5,0,0,1,17,0,0,0,0,0,0,0,0.681818181818182,0,0
0,1,0,0.0,3.87966400490259,0,1,15,1,0,0,5,0,21,1,17,0,0,0,0,0,0,0,0.681818181818182,0,0
0,0,0,0.0555555555555555,3.88684218813101,0,0,17,0,0,0,5,0,0,1,18,0,0,1,0,0,0,0,0.708333333333333,0,0
0,1,0,0.0,3.68418371977919,0,1,13,1,0,0,5,3,346,1,15,0,0,0,0,0,1,0,0.65,2,0
0,1,0,0.0,3.33717534112308,0,1,10,1,0,0,5,0,411,1,12,0,0,0,0,0,0,0,0.588235294117647,2,0
0,1,0,0.0,3.98319563424773,0,1,26,1,0,0,5,0,571,1,28,0,0,0,0,0,1,0,0.787878787878788,38,0
0,0,0,0.0909090909090909,3.93539866746676,0,0,22,0,0,0,5,0,0,1,22,0,0,2,0,0,0,0,0.758620689655172,0,0
0,1,0,0.0,3.653756708287,0,1,14,1,0,0,5,0,12,1,16,0,0,0,0,0,1,0,0.666666666666667,0,0
0,0,0,0.0,3.70804815007123,0,1,20,1,0,0,6,0,0,1,21,0,0,0,0,0,0,0,0.740740740740741,0,0
0,1,0,0.0,3.7720552088742,0,1,17,1,0,0,5,0,82,1,19,0,0,0,0,0,0,0,0.708333333333333,26,0
0,1,0,0.0,3.95006375643621,0,1,19,1,0,0,5,0,110,1,21,0,0,0,0,0,1,0,0.730769230769231,1,0
0,1,0,0.0,3.84774267858127,0,1,23,1,0,0,6,1,0,1,24,0,0,0,0,0,1,0,0.766666666666667,8,0
0,1,0,0.0,3.30827083453526,0,1,11,1,0,0,5,0,110,1,13,0,0,0,0,0,0,0,0.611111111111111,28,0
0,2,0,0.0,3.78418371977919,0,1,13,1,0,0,5,0,30,1,15,0,0,0,0,0,0,0,0.65,6,0
0,1,0,0.0,3.87966400490259,0,1,15,1,0,0,6,0,235,1,16,0,0,0,0,0,1,0,0.681818181818182,0,0
0,0,0,0.0,4.09113542322031,0,1,24,1,0,0,5,0,0,1,26,0,0,0,0,0,0,0,0.774193548387097,0,0
0,1,0,0.0,4.05366068968819,0,1,18,1,0,0,5,0,0,1,20,0,0,0,0,0,1,0,0.72,2,0
0,0,0,0.0,3.46132014021101,0,1,11,1,0,0,5,0,179,1,13,0,0,0,0,0,0,0,0.611111111111111,0,0
0,0,0,0.0,3.7887549139935,0,1,15,1,0,0,5,0,0,1,17,0,0,0,0,0,0,0,0.681818181818182,0,0
0,1,0,0.0,3.70247151221975,0,1,22,1,0,0,5,0,29,1,24,0,0,0,0,0,1,0,0.758620689655172,8,0
0,3,0,0.0,3.81008102052173,0,1,20,1,0,0,5,0,326,1,22,0,0,0,0,0,1,0,0.740740740740741,6,0
0,1,0,0.166666666666667,3.6818808028034,0,1,12,1,0,0,5,0,0,1,12,0,0,2,0,0,0,0,0.631578947368421,13,0
0,1,0,0.0,4.12323142879762,0,1,23,1,0,0,6,2,65,1,24,0,0,0,0,0,0,0,0.766666666666667,48,0
0,0,0,0.125,3.93618043412976,0,0,16,0,0,0,5,0,0,1,16,0,0,2,0,0,0,0,0.695652173913044,0,0
0,1,0,0.0,3.44643934467102,0,1,13,1,0,0,5,0,32,1,15,0,0,0,0,0,0,0,0.65,14,0
0,1,0,0.0,3.90015301669771,0,1,28,1,0,0,5,0,1446,1,30,0,0,0,0,0,0,0,0.8,2,0
0,1,0,0.0,4.10694913275815,0,1,24,1,0,0,5,0,0,1,26,0,0,0,0,0,1,0,0.774193548387097,69,0
0,1,0,0.0,3.64248967316613,0,1,16,1,0,0,5,0,31,1,18,0,0,0,0,0,1,0,0.695652173913044,29,0
0,1,0,0.0,3.19715972342415,0,1,11,1,0,0,5,0,175,1,13,0,0,0,0,0,1,0,0.611111111111111,19,0
0,1,0,0.0,3.94313830096216,0,1,36,1,0,0,6,0,107,1,37,0,0,0,0,0,1,0,0.837209302325581,208,0
0,1,0,0.0,3.69784582308441,0,1,15,1,0,0,5,0,132,1,17,0,0,0,0,0,1,0,0.681818181818182,70,0
0,1,0,0.0,4.10293343438235,0,1,31,1,0,0,6,0,154,1,32,0,0,0,0,0,0,0,0.815789473684211,30,0
0,1,0,0.0,4.02698683335929,0,1,19,1,0,0,6,0,277,1,20,0,0,0,0,0,0,0,0.730769230769231,108,0
0,1,0,0.0,4.06954882778696,0,1,25,1,0,0,6,0,70,1,26,0,0,0,0,0,1,0,0.78125,56,0
0,1,0,0.0,3.78418371977919,0,1,13,1,0,0,5,0,113,1,15,0,0,0,0,0,1,0,0.65,52,0
0,0,0,0.0,3.9677201004745,0,0,21,0,0,0,6,0,0,1,22,0,0,0,0,0,0,0,0.75,0,0
0,1,0,0.0,3.60538854220753,0,1,17,1,0,0,5,0,172,1,19,0,0,0,0,0,1,0,0.708333333333333,179,0
0,1,0,0.0,3.84922391239063,0,1,16,1,0,0,5,0,428,1,18,0,0,0,0,0,0,0,0.695652173913044,3,0
0,1,0,0.0,3.88204510813686,0,1,16,1,0,0,5,0,65,1,18,0,0,0,0,0,1,0,0.695652173913044,15,0
0,0,0,0.0,3.82525173728865,0,1,19,1,0,0,5,0,0,1,21,0,0,0,0,0,0,0,0.730769230769231,0,0
0,0,0,0.0,4.11592425797925,0,1,32,1,0,0,6,0,0,1,33,0,0,0,0,0,0,0,0.820512820512821,0,0
0,1,0,0.0,3.58418371977919,0,1,13,1,0,0,5,0,211,1,15,0,0,0,0,0,1,0,0.65,57,0
0,1,0,0.0,3.85538854220754,0,1,17,1,0,0,5,0,259,1,19,0,0,0,0,0,0,0,0.708333333333333,258,0
0,1,0,0.0,3.98319563424773,0,1,26,1,0,0,5,0,41,1,28,0,0,0,0,0,0,0,0.787878787878788,43,0
0,1,0,0.0,3.97909789113481,0,1,19,1,0,0,6,0,2,1,20,0,0,0,0,0,1,0,0.730769230769231,10,0
0,0,0,0.0,3.85538854220754,0,1,17,1,0,0,6,0,0,1,18,0,0,0,0,0,0,0,0.708333333333333,0,0
0,1,0,0.0869565217391304,4.12323142879762,0,1,23,1,0,0,5,0,45,0,23,0,0,2,0,0,0,0,0.766666666666667,58,0
0,0,0,0.0,3.90217481421173,0,1,19,1,0,0,5,0,0,1,21,0,0,0,0,0,0,0,0.730769230769231,0,0
0,1,0,0.0,4.05350885479768,0,1,17,1,0,0,5,0,0,1,19,0,0,0,0,0,1,0,0.708333333333333,0,0
0,1,0,0.0,3.82525173728865,0,1,19,1,0,0,5,0,121,1,21,0,0,0,0,0,1,0,0.730769230769231,95,0
0,1,0,0.0,3.97057309581168,0,1,15,1,0,0,5,2,197,1,17,0,0,0,0,0,0,0,0.681818181818182,1,0
0,0,0,0.0,3.91340074566138,0,0,24,0,0,0,5,0,0,1,26,0,0,0,0,0,0,0,0.774193548387097,0,0
0,1,0,0.0,3.62346518960165,0,1,18,1,0,0,6,0,2,1,19,0,0,0,0,0,1,0,0.72,0,0
0,1,0,0.0,3.75326968951511,0,1,18,1,0,0,5,0,40,1,20,0,0,0,0,0,0,0,0.72,36,0
0,0,0,0.0,3.555533151427,0,0,16,0,0,0,5,0,0,1,18,0,0,0,0,0,0,0,0.695652173913044,0,0
0,1,0,0.0,3.97366068968819,0,1,18,1,0,0,5,0,23,1,20,0,0,0,0,0,1,0,0.72,49,0
0,1,0,0.0,3.99468036840891,0,1,21,1,0,0,6,0,0,1,22,0,0,0,0,0,0,0,0.75,1,0
0,1,0,0.0,3.83326968951511,0,1,18,1,0,0,5,0,0,1,20,0,0,0,0,0,1,0,0.72,112,0
0,1,0,0.0,3.653756708287,0,1,14,1,0,0,6,0,46,1,15,0,0,0,0,0,0,0,0.666666666666667,4,0
0,1,0,0.0,3.92102962173761,0,1,19,1,0,0,6,0,69,1,20,0,0,0,0,0,1,0,0.730769230769231,86,0
0,0,0,0.0,4.08172767886974,0,0,23,0,0,0,5,0,0,1,25,0,0,0,0,0,0,0,0.766666666666667,0,0
0,0,0,0.0,3.68970373219955,0,1,14,1,0,0,5,0,0,1,16,0,0,0,0,0,0,0,0.666666666666667,0,0
0,0,0,0.0,3.60385618977472,0,0,18,0,0,0,5,0,0,1,20,0,0,0,0,0,0,0,0.72,0,0
0,1,0,0.0,3.92922929667218,0,1,25,1,0,0,5,0,234,1,27,0,0,0,0,0,1,0,0.78125,38,0
0,0,0,0.0,3.69784582308441,0,1,15,1,0,0,5,0,0,1,17,0,0,0,0,0,0,0,0.681818181818182,0,0
0,0,0,0.0,3.78494182743764,0,0,14,0,0,0,5,0,0,1,16,0,0,0,0,0,0,0,0.666666666666667,0,0
0,0,0,0.0,4.03063906222957,0,1,25,1,0,0,6,0,0,0,26,0,0,0,0,0,0,0,0.78125,0,0
0,1,0,0.0,3.58835434717323,0,1,16,1,0,0,5,0,204,1,18,0,0,0,0,0,0,0,0.695652173913044,0,0
0,0,0,0.241379310344828,4.29303089532534,0,1,36,1,0,0,7,0,0,1,29,0,0,7,0,0,0,0,0.837209302325581,0,0
0,0,0,0.0,3.43162356584743,0,1,12,1,0,0,5,0,0,1,14,0,0,0,0,0,0,0,0.631578947368421,0,0
0,1,0,0.0,3.43162356584743,0,1,12,1,0,0,5,0,232,1,14,0,0,0,0,0,0,0,0.631578947368421,29,0
0,1,0,0.0,3.82486295761736,0,1,21,1,0,0,6,0,378,1,22,0,0,0,0,0,1,0,0.75,123,0
0,1,0,0.0,3.78494182743764,0,1,14,1,0,0,5,2,137,1,16,0,0,0,0,0,1,0,0.666666666666667,8,0
0,1,0,0.0,3.30827083453526,0,1,11,1,0,0,5,0,267,1,13,0,0,0,0,0,1,0,0.611111111111111,1,0
9,1,0,0.0,3.68418371977919,0,1,13,1,0,0,5,0,236,1,15,0,0,0,0,0,1,0,0.65,0,0
9,0,0,0.0,3.88204510813686,0,1,16,1,0,0,5,0,142,1,18,0,0,0,0,0,0,0,0.695652173913044,0,0
8,1,0,0.0,3.72017552146435,0,1,17,1,0,0,5,0,73,1,19,0,0,0,0,0,1,0,0.708333333333333,10,0
8,1,0,0.0,3.44643934467102,0,1,13,1,0,0,6,0,274,1,14,0,0,0,0,0,1,0,0.65,0,0
9,1,0,0.0,3.87323582637633,0,1,24,1,0,0,5,0,13,1,26,0,0,0,0,0,1,0,0.774193548387097,0,0
9,1,0,0.0,4.11626461566802,0,1,22,1,0,0,5,0,0,1,24,0,0,0,0,0,1,0,0.758620689655172,0,0
28,0,0,0.0666666666666666,3.653756708287,0,0,14,0,0,0,5,0,0,1,15,0,0,1,0,0,0,0,0.666666666666667,0,0
69,0,0,0.0,3.58418371977919,0,0,13,0,0,0,5,0,0,1,15,0,0,0,0,0,0,0,0.65,0,0
8,0,0,0.0,3.78494182743764,0,1,14,1,0,0,5,0,0,1,16,0,0,0,0,0,0,0,0.666666666666667,0,0
9,1,0,0.0,3.77094242174854,0,1,21,1,0,0,5,0,64,1,23,0,0,0,0,0,0,0,0.75,0,0
0,1,0,0.0,3.73215889136457,0,1,15,1,0,0,5,0,222,1,17,0,0,0,0,0,1,0,0.681818181818182,114,0
9,1,0,0.0,3.71785046512643,0,1,20,1,0,0,5,0,512,1,22,0,0,0,0,0,1,0,0.740740740740741,315,0
0,1,0,0.0,3.82453340688191,0,1,24,0,0,0,5,0,84,1,26,0,0,0,0,0,0,0,0.774193548387097,25,0
69,1,0,0.0,3.83326968951511,0,1,18,1,0,0,5,0,1,1,20,0,0,0,0,0,1,0,0.72,6,0
