Sr. No.,Domain Name,URL Length,Is IP as Host name,Is .exe present,Is www present,FTP used,.js used,Files in URL,css used,Digit to alphabet ratio,Special Char to Alphabet Ratio,Uppercase to LowercaseRatio,Domain to URL Ratio,Numeric Character,English Letters,Special Characters,Dots,Semicolon,Underscore,Question Mark,Hash Character,Equals,Percentage Character,Ampersand,Dash,Delimiters,At Character,Tilde,Double Slash,Is Hashed,TLD,Digit to alphabet distance,Https in URL,File Extention,TLD in Subdomain,TLD in path,https in host name,Host name length,Path length,Query length,Word based distribution,Is English word,Is Meaningful,Is Pronounceable,Is random,Unigram,Bigram,Trigram,Sensitive Words,Is domain suspicious,Levenshtein Distance,Entropy,Hyphenstring,Homoglyph,Vowel string,Bitsquatting,Insertion string,Omission,Repeatition,Replacement,Subdomain,Transposition,Addition string,Google Search Feature,IP Address,ASN Number,ASN Country Code,ASN CIDR,ASN Postal Code,ASN creation date,ASN updation date,Total images in webpage,Total links,Number of parameter,Number of fragments,Body tags in source,Meta tag in source,Div tag in source,Fake link in status bar,Right click disable,Popup window,mailto: present,Frame tag present,Is title tag empty,Eval() function,Escape() function,Exec() Function,Search() function,Is image only in webpage,Domain Age in Days,Label
1,www.pske.ru,26,False,False,True,False,False,False,False,0,0.444444444,0,0.423076923,0,18,8,2,0,0,1,0,1,0,0,0,0,0,0,1,False,ru,0,False,False,False,False,False,11,1,6,True,True,False,False,True,6.94E-11,1.03E-14,5.14E-15,0,0,43,3.950063756,No_hyphen,"['PsKe', 'PskE', 'psKe', 'pSkE', 'pske']","['psko', 'pske']","['rske', 'xske', 'prke', 'pwke', 'p3ke', 'psie', 'psce', 'pskg', 'pskm']","['pseke', 'pskme', 'pswke', 'pdske', 'psjke', 'pskje', 'psdke', 'psxke', 'psqke', 'pyske', 'pxske', 'psmke', 'pskie']","['pke', 'ske']","['pskee', 'psske']","['psme', 'psks', 'psje', 'psk3', 'pskr', 'oske', 'pxke', 'pskd', '0ske', 'psie', 'pzke', 'pskz']",['ps.ke'],['pkse'],"['pskeb', 'psked', 'pskef', 'pskeh', 'pskej', 'pskel', 'psken', 'pskep', 'psker', 'psket', 'pskev', 'pskex', 'pskez']",0,62.122.170.171,50245,US,62.122.168.0/21,1012,03-04-2009,0,0,0,1,0,1,0,0,False,False,False,False,False,True,0,0,0,0,False,5406,0
2,www.greencrops.in,64,False,False,True,False,False,False,False,0,0.28,0,0.265625,0,50,14,5,0,1,0,0,0,0,0,0,0,0,0,1,False,in,0,False,False,False,True,False,17,40,0,True,True,False,False,True,2.04E-29,3.17E-86,1.27E-96,0,0,14,4.17938272,No_hyphen,"['bb', 'Bb']",No_vowel_result,"['fb', 'rb', 'bf', 'br']",No_insertion_str,No_omission_str,No_repetition_str,"['hb', 'bg', 'bn', 'nb']",No_subdomain_str,No_transposition_str,"['bbb', 'bbd', 'bbf', 'bbh', 'bbj', 'bbl', 'bbn', 'bbp', 'bbr', 'bbt', 'bbv', 'bbx', 'bbz']",0,0,0,0,0,0,0,2024-01-29,0,0,0,0,0,0,0,False,False,False,False,False,False,0,0,0,0,False,0,0
3,www.econ.lse.ac.uk,48,False,False,False,False,False,False,False,0,0.297297297,0,0.375,0,37,11,5,0,0,0,0,0,0,0,0,0,0,0,1,False,ac.uk,0,False,False,False,False,False,18,23,0,True,True,False,False,True,1E-27,1.83E-64,1.07E-66,0,0,21,4.088119346,No_hyphen,"['ecOn', 'ecoN', 'EcoN', 'ecON', 'EcOn']","['econ', 'ucon', 'ecan', 'ecun']","['gcon', 'mcon', 'ebon', 'egon', 'eson', 'ecmn', 'ecgn', 'ecol', 'ecof']","['ecvon', 'ecoln', 'eckon', 'ec0on', 'ecoin', 'edcon', 'ecxon', 'eco9n', 'ecpon', 'evcon']","['eco', 'eon']","['eccon', 'econn']","['ecoj', 'zcon', 'ecob', 'rcon', 'wcon', 'ec9n', '3con', 'dcon', 'ecln', 'eckn']",['ec.on'],['eocn'],"['econb', 'econd', 'econf', 'econh', 'econj', 'econl', 'econn', 'econp', 'econr', 'econt', 'econv', 'econx', 'econz']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,0,0,0,False,0,0
4,www.cs.duke.edu,27,False,False,True,False,False,False,False,0,0.421052632,0,0.555555556,0,19,8,3,0,0,0,0,0,0,0,0,0,0,1,1,False,edu,0,False,False,False,False,False,15,5,0,True,True,True,True,False,1.73E-15,1.65E-19,8.23E-20,0,3,9,3.810081021,No_hyphen,"['cS', 'CS']",No_vowel_result,"['as', 'ks', 'cr', 'cw', 'c3']",No_insertion_str,['s'],['css'],"['xs', 'cy', 'cq', 'fs', 'cz', 'ca']",No_subdomain_str,No_transposition_str,"['csb', 'csd', 'csf', 'csh', 'csj', 'csl', 'csn', 'csp', 'csr', 'cst', 'csv', 'csx', 'csz']",0,152.3.103.25,13371,US,152.3.0.0/16,27701,07-06-1991,0,5,19,0,0,0,0,0,False,False,False,True,False,False,0,0,0,0,False,11916,0
5,www.erlang.se,57,False,False,True,False,False,False,False,0.093023256,0.23255814,0,0.228070175,4,43,10,3,0,0,0,0,0,0,0,1,0,0,0,1,False,se,0,False,False,False,False,False,13,37,0,True,True,False,False,True,1.75E-44,2.31E-87,1.15E-87,0,0,12,4.659313646,['lang'],"['erlAng', 'erlANg', 'ErLang', 'eRlanG', 'eRLang', 'ErlanG', 'ErlAng', 'erLanG', 'erlaNG', 'Erlang', 'erlaNg']","['erling', 'orlang', 'erleng', 'erlang']","['grlang', 'mrlang', 'eslang', 'evlang', 'eblang', 'ermang', 'erhang', 'erlcng', 'erling', 'erlaog', 'erlajg', 'erlanf', 'erlanc', 'erlanw']","['erlazng', 'erolang', 'er4lang', 'erlkang', 'erklang', 'erlamng', 'e5rlang', 'erelang', 'erlyang', 'erlabng', 'erlsang', 'erla2ng', 'erlawng', 'erlasng', 'erlajng', 'erlanmg', 'erl1ang', 'efrlang', 'erlmang', 'eerlang', 'erlzang']","['erlan', 'elang', 'erlng']","['erlaang', 'eerlang', 'erllang']","['erlajg', 'erlahg', 'erlanf', '3rlang', 'e4lang', 'erlanh', 'edlang', 'eflang', 'zrlang', 'erlanb', 'erpang', 'etlang', 'erlanv', 'erlzng', 'rrlang', 'erlanz', 'erl2ng']","['er.lang', 'erla.ng']","['elrang', 'erlnag']","['erlangb', 'erlangd', 'erlangf', 'erlangh', 'erlangj', 'erlangl', 'erlangn', 'erlangp', 'erlangr', 'erlangt', 'erlangv', 'erlangx', 'erlangz']",0,192.121.151.100,158,SE,192.121.150.0/23,100 04,17-03-2000,2023-12-22,0,0,0,0,0,0,0,False,False,False,False,False,False,0,0,0,0,False,8710,0
6,www.pontos-da-tamfidelidade.net.tc,42,False,False,False,False,False,False,False,0,0.272727273,0,0.80952381,0,33,9,3,0,0,0,0,0,0,0,2,0,0,0,1,False,tc,0,False,False,False,False,False,34,1,0,True,True,True,True,False,1.13E-25,1.18E-50,1.34E-56,0,0,30,4.028407601,"['tos-', 'tam', 'del', 'dade']","['Pontos-da-tamfidelIdade', 'pontos-Da-tamfidelidAde', 'pontOs-da-tamfiDelidade', 'ponTos-da-tamfidelidaDe', 'pontOs-da-tamfideliDade', 'ponTos-da-tamFidelidade', 'pOntos-da-tamfidelIdade', 'pontos-da-taMfidelidaDe', 'pontoS-da-tamfidelidade', 'pontos-da-TamfiDelidade', 'pontos-da-tamfideLiDade', 'ponTos-da-Tamfidelidade', 'pOntos-da-tamfidelidade', 'pontos-da-tamfidElidadE', 'pOntos-da-tamfidelidadE', 'ponTos-da-tamfideliDade', 'pontos-da-tamFIdelidade', 'pontOS-da-tamfidelidade', 'pontos-da-tamfideliDaDe', 'pontos-dA-tamFidelidade', 'pontoS-da-tamfidelidadE', 'pontos-da-tamfiDElidade', 'pontOs-da-Tamfidelidade', 'poNtos-da-tamfiDelidade', 'pontos-da-tamfIdelidAde', 'ponTos-Da-tamfidelidade', 'pontos-da-taMfidelidade', 'pontos-dA-tAmfidelidade', 'pontoS-da-tAmfidelidade', 'pontos-da-tamfidelidaDe', 'pontos-da-tamFidElidade', 'ponTos-da-taMfidelidade', 'Pontos-da-tamfiDelidade', 'pontos-Da-tamfidelIdade', 'pontos-da-tamfIdeLidade', 'pontos-da-taMfideliDade', 'poNtos-Da-tamfidelidade', 'pontoS-da-taMfidelidade', 'pontos-da-tamfiDelidade', 'pontos-da-tamFidelIdade', 'pontos-da-tAmfidelidAde', 'pontos-dA-tamfideliDade', 'pontos-da-tAmFidelidade', 'Pontos-da-tamFidelidade', 'pONtos-da-tamfidelidade', 'Pontos-da-tamfidelidade', 'poNtos-da-tamfideLidade', 'poNtoS-da-tamfidelidade', 'pOntos-da-tamfideLidade', 'pontos-da-TamfidElidade', 'pontos-Da-taMfidelidade', 'ponTOs-da-tamfidelidade', 'pontOs-da-tamfidelidaDe', 'pontos-da-TamfidelidAde', 'pontoS-da-tamfidelidAde', 'pontos-da-tamfIdelidadE', 'poNtos-da-tamfidelidadE', 'pontos-dA-tamfidelidAde', 'pontos-da-tamfideliDadE', 'pOntos-da-tamfidelidaDe', 'pontos-da-taMfiDelidade', 'pontos-da-tamFiDelidade', 'poNtos-da-tamfidelidade', 'pontos-DA-tamfidelidade', 'pOntos-da-Tamfidelidade', 'pontos-da-tamFidelidadE', 'pontOs-da-tamFidelidade', 'pontoS-da-tamfidelidaDe', 'pontos-da-Tamfidelidade', 'ponTos-da-tamfidElidade', 'pontos-da-TamfidelIdade', 'pontoS-dA-tamfidelidade', 'pontos-da-tamFidelidade', 'pontos-dA-tamfidelidade', 'pontoS-Da-tamfidelidade', 'pontOs-da-tamfidelidade', 'pOntos-da-tamfideliDade', 'pontos-da-TamfidelidaDe', 'pontos-da-TamFidelidade', 'poNtos-da-tamfideliDade', 'pOntos-da-tamFidelidade', 'pontos-da-TamfidelidadE', 'pontos-da-tAmfideLidade', 'pontos-da-tamfiDelidadE', 'pontos-da-tamfidelidadE', 'pontos-Da-Tamfidelidade', 'pontos-da-tamfiDeLidade', 'pontos-Da-tamFidelidade', 'pontos-da-tAmfideliDade', 'pontos-da-tamfidelIdaDe', 'pontos-da-tamfidElidaDe', 'pontos-da-taMfideLidade', 'pontos-da-TAmfidelidade', 'pontos-dA-tamfIdelidade', 'poNtos-da-tamfidElidade', 'pontos-da-taMfIdelidade', 'pontos-da-tamfiDelidAde', 'pontos-da-TamfideLidade', 'ponTos-da-tamfiDelidade', 'pontos-da-TaMfidelidade', 'pontos-da-taMfidelidadE', 'pontos-da-tAmfidElidade', 'pontos-da-taMFidelidade', 'pontOs-da-tamfidElidade', 'pontos-da-tamfidelIdade', 'Pontos-dA-tamfidelidade', 'pontos-da-tAmfidelidade', 'poNtos-da-Tamfidelidade', 'pontos-da-tamfidELidade', 'pontos-da-tamfidElidade', 'Pontos-da-taMfidelidade', 'pontos-da-tamfiDeliDade', 'pontos-da-tamfidelidAdE', 'pontoS-da-tamfideLidade', 'pontos-Da-tamfIdelidade', 'pontOs-da-tamfidelidAde']","['pontos-da-tamfideledade', 'pontos-da-tamfodelidade', 'pontos-da-tamfidelidode', 'pontos-da-tamfidilidade', 'pontos-da-timfidelidade', 'pontos-da-tamfidelodade', 'pontos-da-tomfidelidade', 'pintos-da-tamfidelidade', 'pontos-da-tamfidelidude', 'pontos-da-temfidelidade', 'pontos-da-tamfidelidadi', 'pontos-da-tamfideludade', 'pontas-da-tamfidelidade', 'pontos-de-tamfidelidade', 'pontos-da-tamfidelidide', 'pentos-da-tamfidelidade', 'pontos-du-tamfidelidade', 'pontos-do-tamfidelidade']","['rontos-da-tamfidelidade', 'xontos-da-tamfidelidade', 'pnntos-da-tamfidelidade', 'pkntos-da-tamfidelidade', 'pootos-da-tamfidelidade', 'pojtos-da-tamfidelidade', 'ponuos-da-tamfidelidade', 'ponpos-da-tamfidelidade', 'pon4os-da-tamfidelidade', 'pontms-da-tamfidelidade', 'pontgs-da-tamfidelidade', 'pontoq-da-tamfidelidade', 'pontoc-da-tamfidelidade', 'pontosmda-tamfidelidade', 'pontos-fa-tamfidelidade', 'pontos-ta-tamfidelidade', 'pontos-de-tamfidelidade', 'pontos-dq-tamfidelidade', 'pontos-da-uamfidelidade', 'pontos-da-pamfidelidade', 'pontos-da-4amfidelidade', 'pontos-da-temfidelidade', 'pontos-da-tqmfidelidade', 'pontos-da-taofidelidade', 'pontos-da-taefidelidade', 'pontos-da-tamgidelidade', 'pontos-da-tambidelidade', 'pontos-da-tamvidelidade', 'pontos-da-tamfkdelidade', 'pontos-da-tamfadelidade', 'pontos-da-tamfieelidade', 'pontos-da-tamfilelidade', 'pontos-da-tamfiddlidade', 'pontos-da-tamfidalidade', 'pontos-da-tamfidulidade', 'pontos-da-tamfidenidade', 'pontos-da-tamfidedidade', 'pontos-da-tamfidelkdade', 'pontos-da-tamfideladade', 'pontos-da-tamfidelieade', 'pontos-da-tamfidelilade', 'pontos-da-tamfidelidcde', 'pontos-da-tamfidelidide', 'pontos-da-tamfidelidaee', 'pontos-da-tamfidelidale', 'pontos-da-tamfidelidadd', 'pontos-da-tamfidelidada', 'pontos-da-tamfidelidadu']","['pontos-da-tamcfidelidade', 'p0ontos-da-tamfidelidade', 'pontos-dsa-tamfidelidade', 'pontos-da-tamfgidelidade', 'pontos-da-ta1mfidelidade', 'pontos-da-tamfidelidcade', 'pontosa-da-tamfidelidade', 'pontos-da-taymfidelidade', 'pontpos-da-tamfidelidade', 'pontos-da-tamfid4elidade', 'pontos-da-tamfirdelidade', 'pontoes-da-tamfidelidade', 'pontos-da-taqmfidelidade', 'pontos-da-tamfiodelidade', 'pontos-da-tamfideplidade', 'pontos-da-tamrfidelidade', 'po0ntos-da-tamfidelidade', 'pontos-da-gtamfidelidade', 'pkontos-da-tamfidelidade', 'pontos-da-tamfidelixdade', 'pontos-da-tamfidelidfade', 'pontos-da-takmfidelidade', 'pontos-da-tamfdidelidade', 'pontos-da-tamfidfelidade', 'pontos-da-tamfideliedade', 'ponto0s-da-tamfidelidade', 'pontos-da-6tamfidelidade', 'pontos-da-tamfideliudade', 'pontos-da-tamfide4lidade', 'pontows-da-tamfidelidade', 'pontos-da-tamfidelisdade', 'pomntos-da-tamfidelidade', 'pontos-dca-tamfidelidade', 'pontos-cda-tamfidelidade', 'pontos-da-t1amfidelidade', 'pontos-da-tamgfidelidade', 'pontos-da-tamfideljidade', 'pontos-da-tampfidelidade', 'pontos-da-tamfiedelidade', 'pojntos-da-tamfidelidade', 'pontos-da-tqamfidelidade', 'pont6os-da-tamfidelidade', 'pontos-da-tamfiudelidade', 'pontos-da-tamfidelijdade', 'pontos-da-tamfideluidade', 'pontos-da-tamfide3lidade', 'pontos-da-tamfoidelidade', 'pontos-da-ztamfidelidade', 'pontfos-da-tamfidelidade', 'pontods-da-tamfidelidade', 'pontos-dfa-tamfidelidade', 'pontos-da-tamfijdelidade', 'pontos-da-tamficdelidade', 'pontos-da-tasmfidelidade', 'pontos-da-tamfidelidzade', 'pontos-da-tamfidelida1de', 'pontos-da-tsamfidelidade', 'pontos-da-tamfidelidqade', 'pontos-da-tamfid3elidade', 'pontos-sda-tamfidelidade', 'pontos-da-tamfideelidade', 'pontosq-da-tamfidelidade', 'pontos-da-t5amfidelidade', 'pontos-da-tamfidelidsade', 'popntos-da-tamfidelidade', 'pontos-da-tamfidelpidade', 'pontos-da-tamjfidelidade', 'pontose-da-tamfidelidade', 'pontos-da-tamfidzelidade', 'pontos-da-tamlfidelidade', 'pontos-da-tamfjidelidade', 'pont5os-da-tamfidelidade', 'pontos-da-tanmfidelidade', 'pontoks-da-tamfidelidade', 'pont0os-da-tamfidelidade', 'pontos-da-tamfideslidade', 'pontos-da-ytamfidelidade', 'pontos-da-tamfkidelidade', 'ponrtos-da-tamfidelidade', 'pontos-da-tamfidelid1ade', 'pon5tos-da-tamfidelidade', 'pontos-rda-tamfidelidade', 'pontos-da-tamfidelidaede', 'pontos-da-tamfideolidade', 'pontos-da-tamfidel9idade', 'pontos-da-tamfvidelidade', 'pontos-da-tamfifdelidade', 'polntos-da-tamfidelidade', 'ponhtos-da-tamfidelidade', 'pontos-dea-tamfidelidade', 'pontozs-da-tamfidelidade', 'pontgos-da-tamfidelidade', 'pontos-dra-tamfidelidade', 'pontos-da-tamvfidelidade', 'ppontos-da-tamfidelidade', 'pontos-da-tamnfidelidade', 'pontos-da-tamfidelidyade', 'pontos-da-tamfcidelidade', 'pontos-da-tamkfidelidade', 'pontos-da-tazmfidelidade', 'pontos-da-tamfidelidrade', 'plontos-da-tamfidelidade', 'pontosy-da-tamfidelidade', 'pontos-da-tamfidemlidade', 'pontos-dwa-tamfidelidade', 'pontos-da-tamfidelidacde', 'pontos-da-tramfidelidade', 'pontos-da1-tamfidelidade', 'pontosx-da-tamfidelidade', 'pontos-da-ftamfidelidade', 'pontos-da-tamfidelidadee', 'pontos-das-tamfidelidade']","['pontosda-tamfidelidade', 'ponto-da-tamfidelidade', 'pontos-da-tafidelidade', 'pontos-da-tamfideldade', 'pontos-da-tamfielidade', 'pontos-datamfidelidade', 'pontos-da-tamfidelidde', 'pontos-da-tamfidelidae', 'pntos-da-tamfidelidade', 'pontos-da-tamfidlidade', 'pontos-da-tamfideliade']","['pontos-da-tamfiddelidade', 'pontos-da-tamfideliddade', 'pontos-da-tamfidelidaade', 'ppontos-da-tamfidelidade', 'pontos-da-tamfiidelidade', 'pontos-da-tamfidellidade', 'pontos-da-ttamfidelidade', 'pontos-da-tamfideliidade', 'pontos-da-tamfidelidadde', 'pontos-da-taamfidelidade']","['pontos-da-tamfkdelidade', 'pontos-da-tamfidelid2de', 'pontos-da-tanfidelidade', 'pontos-da-tamf9delidade', 'pontos-da-tapfidelidade', 'pontos-ds-tamfidelidade', 'pontos-da-tamf8delidade', 'pontos-da-tamfidelidwde', 'pontos-da-6amfidelidade', 'pontos-da-tymfidelidade', 'pont9s-da-tamfidelidade', 'pontos-da-tamfidelicade', 'pontos-da-tamficelidade', 'pontos-da-tamfidelidsde', 'pontks-da-tamfidelidade', 'pontoe-da-tamfidelidade', 'pontos-d2-tamfidelidade', 'pontos-da-ramfidelidade', 'pontls-da-tamfidelidade', 'pontos-xa-tamfidelidade', 'pontos-da-tamfidelidzde', 'pontps-da-tamfidelidade', 'pontos-da-tamtidelidade', 'ppntos-da-tamfidelidade', 'pontos-dy-tamfidelidade', 'pontos-da-tamfidelidaxe', 'pontos-da-tamfidelidase', 'pontos-da-tamvidelidade', 'pontos-da-tamridelidade', 'pontos-da-tamfidepidade', '0ontos-da-tamfidelidade', 'pontos-da-tamfidekidade', 'pontos-da-tsmfidelidade', 'pont0s-da-tamfidelidade', 'pomtos-da-tamfidelidade', 'pkntos-da-tamfidelidade', 'p0ntos-da-tamfidelidade', 'pontos-dz-tamfidelidade', 'ponyos-da-tamfidelidade', 'pontoq-da-tamfidelidade', 'pontos-da-tamfidslidade', 'pontos-da-tamfidelidad4', 'pontos-da-tamfjdelidade', 'pontos-da-tamfieelidade', 'pontos-da-tamfidelidqde', 'pontoz-da-tamfidelidade', 'pontow-da-tamfidelidade', 'pontos-da-tamfidelirade', 'pongos-da-tamfidelidade', 'pontos-da-tamfidelidace', 'pontos-da-tamfodelidade', 'pontos-da-tamfidel8dade', 'pontos-da-tamcidelidade', 'pintos-da-tamfidelidade', 'oontos-da-tamfidelidade', 'pontos-da-tamfidelidadz', 'pontos-da-tamfidelisade', 'ponzos-da-tamfidelidade', 'pontos-da-tamfidrlidade', 'pontos-d1-tamfidelidade', 'pontos-da-tamfifelidade', 'pontos-da-tamfiddlidade', 'pontos-da-tamfidelidaee', 'pontos-da-tamfidelodade']","['po.ntos-da-tamfidelidade', 'pont.os-da-tamfidelidade', 'pontos-d.a-tamfidelidade', 'pontos-da-ta.mfidelidade', 'pontos-da-tamf.idelidade', 'pontos-da-tamfid.elidade', 'pontos-da-tamfidel.idade', 'pontos-da-tamfidelid.ade']","['pnotos-da-tamfidelidade', 'ponots-da-tamfidelidade', 'ponto-sda-tamfidelidade', 'pontos-ad-tamfidelidade', 'pontos-dat-amfidelidade', 'pontos-da-tmafidelidade', 'pontos-da-tamifdelidade', 'pontos-da-tamfiedlidade', 'pontos-da-tamfideildade', 'pontos-da-tamfideliadde', 'pontos-da-tamfidelidaed']","['pontos-da-tamfidelidadeb', 'pontos-da-tamfidelidaded', 'pontos-da-tamfidelidadef', 'pontos-da-tamfidelidadeh', 'pontos-da-tamfidelidadej', 'pontos-da-tamfidelidadel', 'pontos-da-tamfidelidaden', 'pontos-da-tamfidelidadep', 'pontos-da-tamfidelidader', 'pontos-da-tamfidelidadet', 'pontos-da-tamfidelidadev', 'pontos-da-tamfidelidadex', 'pontos-da-tamfidelidadez']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,0,0,0,False,0,0
7,www.chelt.ru,61,False,False,False,False,False,False,False,0,0.244897959,0.020833333,0.196721311,0,49,12,2,0,0,0,0,0,0,0,1,0,0,0,1,False,ru,0,False,False,False,False,False,12,42,0,True,True,False,False,True,2.18E-12,2.78E-16,1.39E-16,0,1,9,4.169128946,No_hyphen,"['CheLt', 'cHelT', 'cHeLt', 'chElT', 'chELt', 'ChElt', 'chelt', 'CHelt']","['chalt', 'chilt']","['ahelt', 'khelt', 'cielt', 'clelt', 'chdlt', 'chalt', 'chult', 'chent', 'chedt', 'chelv', 'cheld']","['chelot', 'chuelt', 'cheslt', 'chezlt', 'chelmt', 'ch4elt', 'chjelt', 'czhelt', 'cuhelt', 'che4lt', 'cherlt', 'cheklt', 'cghelt', 'chemlt', 'chbelt', 'chewlt', 'cjhelt']","['chel', 'chlt']","['cchelt', 'cheelt']","['cnelt', 'chslt', 'chelg', 'vhelt', 'chzlt', 'cheot', 'cjelt', 'chelr', 'chel5', 'xhelt', 'cgelt', 'ch4lt', 'chelf', 'cyelt']",['ch.elt'],"['cehlt', 'chetl']","['cheltb', 'cheltd', 'cheltf', 'chelth', 'cheltj', 'cheltl', 'cheltn', 'cheltp', 'cheltr', 'cheltt', 'cheltv', 'cheltx', 'cheltz']",1,194.26.69.56,206728,RU,194.26.69.0/24,190000,20-11-2019,0,0,0,0,0,1,0,1,False,False,False,False,False,False,0,0,0,0,False,1523,0
8,www.linuxfocus.org,59,False,False,True,False,False,False,False,0.162790698,0.209302326,0.048780488,0.305084746,7,43,9,3,0,0,0,0,0,0,0,0,0,0,0,1,False,org,0,False,False,False,False,False,18,34,0,True,True,False,False,True,1.28E-42,2.59E-83,1.15E-87,84,290,8,4.564870067,"['ux', 'cus']","['lInuXfocus', 'LinuxfoCus', 'lInuxfocUs', 'linUxfocus', 'linuxfocUs', 'linuxFocus', 'linUXfocus', 'linuXFocus', 'linuxfOCus', 'linUxfocuS', 'liNuxfocuS', 'linuxfOcuS', 'liNuxfOcus', 'linUxfoCus', 'linUxfOcus', 'lInuxfOcus', 'linuxfoCus', 'linuxfocus', 'linUxFocus', 'linuxFoCus', 'lInuxfocus', 'LinuxfOcus', 'LinUxfocus', 'linuxfoCUs', 'linuXfocUs', 'linuxFOcus', 'liNuxfoCus', 'liNuxfocUs']","['linuxfecus', 'lanuxfocus', 'linuxfocos', 'linuxfucus', 'linoxfocus', 'linuxfocas', 'linaxfocus', 'lunuxfocus']","['ninuxfocus', 'dinuxfocus', 'lknuxfocus', 'lanuxfocus', 'liouxfocus', 'lijuxfocus', 'lintxfocus', 'linqxfocus', 'lin5xfocus', 'linuzfocus', 'linuhfocus', 'linuxgocus', 'linuxbocus', 'linuxvocus', 'linuxfmcus', 'linuxfgcus', 'linuxfoaus', 'linuxfokus', 'linuxfocts', 'linuxfocqs', 'linuxfoc5s', 'linuxfocuq', 'linuxfocuc']","['linuxfocius', 'linuxfo9cus', 'linuxfocuis', 'linusxfocus', 'linuxfocu7s', 'l9inuxfocus', 'limnuxfocus', 'linuxfodcus', 'linbuxfocus', 'linuxfocuzs', 'lihnuxfocus', 'linuxgfocus', 'linuxdfocus', 'linzuxfocus', 'linuxfrocus', 'linmuxfocus', 'liniuxfocus', 'linuxfkocus', 'libnuxfocus', 'lkinuxfocus', 'linuxfoxcus', 'linujxfocus', 'linuxfocuhs', 'linuwxfocus', 'linuxfocxus', 'linuxfocdus', 'linuxwfocus', 'linuxfocvus', 'linuxfgocus', 'linuxfocujs', 'linuxfocfus', 'l8inuxfocus', 'liknuxfocus', 'linudxfocus', 'linuxfocu8s', 'linuxfovcus', 'linuxfocjus', 'linuxfoc7us', 'linyuxfocus', 'linuxfdocus', 'linuxcfocus', 'linuxfocyus']","['liuxfocus', 'linuxocus', 'linuxfocu', 'lnuxfocus', 'linuxfous']","['linuxfoccus', 'linuxffocus', 'linnuxfocus', 'linuxfocuus', 'linuxxfocus']","['linuxtocus', 'lknuxfocus', 'linuwfocus', 'linuxfofus', 'linuxflcus', 'linuxdocus', 'l8nuxfocus', 'linuxfocis', 'linusfocus', 'linuxfoczs', 'l9nuxfocus', 'linuxf9cus', 'lihuxfocus', 'lin8xfocus', 'linyxfocus', 'lin7xfocus', 'linuxvocus', 'linuxgocus', 'linuxfocux', 'linuxf0cus', 'linuxfocuz', 'linzxfocus', 'linixfocus', 'linuzfocus', 'linuxfovus', 'linuxfocuw', 'minuxfocus', 'linuxfocjs', 'lunuxfocus']","['li.nuxfocus', 'linu.xfocus', 'linuxf.ocus', 'linuxfoc.us']","['lniuxfocus', 'linxufocus', 'linuxofcus', 'linuxfoucs']","['linuxfocusb', 'linuxfocusd', 'linuxfocusf', 'linuxfocush', 'linuxfocusj', 'linuxfocusl', 'linuxfocusn', 'linuxfocusp', 'linuxfocusr', 'linuxfocust', 'linuxfocusv', 'linuxfocusx', 'linuxfocusz']",10,54.39.146.237,16276,CA,54.39.0.0/16,J6N,16-10-2017,2018-09-23,13,37,0,0,0,0,0,False,False,False,True,False,False,0,0,0,0,False,2288,0
