Body tags in source,TLD in path,Numeric Character,Percentage Character,Google Search Feature,IP Address,Https in URL,Entropy,Number of parameter,Is English word,Dots,Levenshtein Distance,ASN updation date,Host name length,Total links,Digit to alphabet ratio,Is www present,Label
1,0,0,0,1,1,0,4.08172767886974,0,0,2,8,1,23,6,0.0,0,0
1,0,0,0,3,1,0,3.94346518960165,0,1,2,9,1,18,180,0.0,0,0
1,0,0,0,6,1,0,3.54346518960165,0,1,2,9,0,18,13,0.0,0,0
1,0,0,0,0,1,0,3.96900162987599,0,1,2,9,1,16,257,0.0,0,0
0,0,0,0,2,1,0,3.71593218551503,0,1,2,9,1,22,0,0.0,0,0
0,0,0,0,8,1,0,3.47135448701393,0,1,2,9,1,12,0,0.0,0,0
0,0,0,0,1,1,0,3.76226739065149,0,1,3,11,1,16,0,0.0,0,0
1,0,0,0,10,1,0,4.11672929667218,0,1,2,9,1,25,99,0.0,0,0
1,0,0,0,2,1,0,3.51602764126623,0,1,2,9,1,15,384,0.0,0,0
1,0,2,0,0,1,0,3.75444184571335,0,0,2,9,1,15,115,0.133333333333333,0,0
0,0,0,0,0,0,0,3.55851861304891,0,1,3,13,1,14,0,0.0,0,0
0,0,0,0,0,0,0,3.7081320646586,0,1,2,37,1,16,0,0.0,0,0
0,0,0,0,2,1,0,3.95822916866988,0,1,2,13,1,20,0,0.0,0,0
1,0,0,0,12,1,0,3.87323582637633,0,1,2,9,1,24,259,0.0,0,0
0,0,0,0,11,1,0,3.99172929667217,0,1,3,9,1,25,0,0.0,0,0
0,0,0,0,0,1,0,3.95822916866988,0,1,2,9,1,20,349,0.0,0,0
0,0,0,0,0,1,0,4.03914867190307,0,1,2,34,1,21,0,0.0,0,0
1,0,0,0,5,1,0,3.7720552088742,0,1,2,9,1,17,6,0.0,0,0
1,0,0,0,10,1,0,3.58418371977919,0,1,2,9,1,13,56,0.0,0,0
1,0,0,0,9,1,0,3.42733349389827,0,1,2,9,1,14,99,0.0,0,0
1,0,0,0,11,1,0,4.22016768128483,0,1,2,9,1,24,26,0.0,0,0
1,0,0,0,2,1,0,3.64248967316613,0,1,3,9,0,16,146,0.0,0,0
1,0,0,0,2,1,0,3.91340074566138,0,0,3,9,1,24,52,0.0,0,0
0,0,0,0,0,0,0,3.59448250651942,0,1,2,32,1,19,0,0.0,0,0
1,0,0,0,1,1,0,3.97909789113481,0,1,2,9,1,19,263,0.0,0,0
1,0,0,0,0,1,0,4.05656476213096,0,1,2,60,1,23,0,0.0,0,0
1,0,0,0,0,1,0,3.46132014021101,0,1,2,9,1,11,51,0.0,0,0
0,0,0,0,0,1,0,3.73366068968819,0,1,2,45,1,18,0,0.0,0,0
1,0,0,0,1,1,0,3.3502090290999,0,1,2,57,1,11,80,0.0,0,0
1,0,3,0,1,1,0,4.05602096805788,0,0,2,9,1,19,24,0.166666666666667,0,0
0,0,0,0,6,1,0,3.79192453920051,0,1,2,9,1,20,0,0.0,0,0
1,0,0,0,1,1,0,4.24618875699095,0,1,3,9,1,32,0,0.0,0,0
0,0,0,0,0,0,0,3.95822916866988,0,1,2,26,1,20,0,0.0,0,0
1,0,0,0,2,1,0,3.40398944648526,0,1,2,9,1,14,65,0.0,0,0
0,0,0,0,12,1,0,3.83496250072116,0,1,2,9,1,17,175,0.0,0,0
1,0,0,0,2,1,0,3.79508858639773,0,1,2,9,0,16,94,0.0,0,0
1,0,0,0,4,1,0,4.07290559532006,0,1,2,9,1,23,882,0.0,0,0
1,0,0,0,2,1,0,3.68970373219955,0,1,2,9,0,14,127,0.0,0,0
1,0,0,0,2,1,0,3.57661764490867,0,1,2,9,1,12,81,0.0,0,0
1,0,0,0,10,1,0,3.96132014021101,0,1,2,9,1,29,53,0.0,0,0
0,0,0,0,2,1,0,3.41938194564637,0,1,2,9,0,11,0,0.0,0,0
0,0,0,0,0,1,0,3.78039465412319,0,1,2,14,1,21,0,0.0,0,0
1,0,0,0,1,1,0,3.60538854220753,0,1,3,9,1,17,0,0.0,0,0
1,0,0,0,1,1,0,3.65726822961739,0,1,2,9,1,17,0,0.0,0,0
0,0,0,0,0,0,0,3.79621760259006,0,1,2,130,0,19,0,0.0,0,0
3,0,0,0,0,1,0,3.78494182743764,0,1,2,9,1,14,124,0.0,0,0
1,0,0,0,1,1,0,3.57661764490867,0,1,2,8,1,12,3,0.0,0,0
1,0,0,0,12,1,0,3.97366068968819,0,1,2,12,1,18,403,0.0,0,0
1,0,0,0,11,1,0,3.43045702550056,0,1,2,16,1,19,153,0.0,0,0
1,0,0,0,2,1,0,3.89473966305518,0,1,2,9,0,23,0,0.0,0,0
1,0,0,0,0,1,0,3.92385618977473,0,1,2,22,1,18,293,0.0,0,0
0,0,0,0,2,1,0,3.64124980045548,0,1,2,9,1,15,0,0.0,0,0
1,0,0,0,3,1,0,3.90936806394388,0,1,2,9,1,22,900,0.0,0,0
1,0,0,0,1,1,0,3.57078228653752,0,1,2,9,1,26,2,0.0,0,0
0,0,0,0,0,0,0,4.12728313431329,0,1,3,17,0,26,0,0.0,0,0
1,0,0,0,2,1,0,3.88684218813101,0,1,2,9,1,17,66,0.0,0,0
0,0,0,0,0,1,0,4.01218840396866,0,1,2,38,1,21,0,0.0,0,0
0,0,0,0,1,1,0,3.98319563424773,0,1,2,8,0,26,0,0.0,0,0
1,0,0,0,3,1,0,3.85538854220753,0,1,2,9,1,17,18,0.0,0,0
0,0,0,0,2,1,0,3.47135448701393,0,1,2,9,1,12,285,0.0,0,0
1,0,0,0,2,1,0,3.86346518960165,0,1,2,9,1,18,74,0.0,0,0
1,0,0,0,0,1,0,3.55350885479768,0,1,2,9,0,17,313,0.0,0,0
1,0,0,0,0,1,0,3.57243125132212,0,1,2,15,1,11,170,0.0,0,0
1,0,0,0,0,1,0,3.69784582308441,0,1,2,31,1,15,2,0.0,0,0
1,0,0,0,0,1,0,4.11672929667218,0,1,3,9,1,25,13,0.0,0,0
1,0,0,0,0,1,0,3.88204510813686,0,1,2,17,1,16,0,0.0,0,0
0,0,0,0,0,0,0,4.04243300372589,0,1,2,26,0,24,0,0.0,0,0
1,0,0,0,5,1,0,3.66353275480426,0,1,2,14,1,15,100,0.0,0,0
1,0,0,0,0,1,0,3.53688672374217,0,1,2,9,1,12,147,0.0,0,0
0,0,0,0,7,1,0,3.57243125132212,0,1,2,9,0,11,134,0.0,0,0
0,0,0,0,8,1,0,4.03914867190307,0,1,2,9,1,21,0,0.0,0,0
1,0,0,0,0,1,0,4.0433370526326,0,1,2,9,1,31,67,0.0,0,0
1,0,0,0,0,1,0,3.53688672374217,0,1,2,17,1,12,2,0.0,0,0
0,0,0,0,4,1,0,3.44643934467102,0,1,2,19,1,13,321,0.0,0,0
1,0,0,0,2,1,0,3.57661764490867,0,1,2,9,1,12,37,0.0,0,0
1,0,0,0,2,1,0,3.96473517872551,0,0,2,9,1,23,82,0.0,0,0
1,0,0,0,11,1,0,3.91211389097223,0,0,2,9,1,20,55,0.0,0,0
1,0,0,0,1,1,0,3.84922391239062,0,1,2,11,1,16,169,0.0,0,0
0,0,0,0,0,1,0,3.81366068968819,0,1,2,17,1,18,0,0.0,0,0
0,0,0,0,2,1,0,3.79508858639773,0,1,2,9,1,16,269,0.0,0,0
1,0,0,0,5,1,0,3.85538854220753,0,1,2,9,1,17,72,0.0,0,0
0,0,0,0,2,1,0,3.46132014021101,0,1,2,9,1,11,0,0.0,0,0
1,0,0,0,0,1,0,4.28468381031709,0,1,2,8,0,24,251,0.0,0,0
1,0,0,0,10,1,0,3.64643934467102,0,1,2,11,1,13,180,0.0,0,0
1,0,0,0,1,1,0,4.03063906222957,0,1,2,8,1,25,1,0.0,0,0
1,0,0,0,1,1,0,3.77143702946113,0,1,3,8,1,22,236,0.0,0,0
1,0,0,0,3,1,0,3.97351275357601,0,0,2,9,1,27,278,0.0,0,0
1,0,0,0,1,1,0,3.91340074566138,0,0,2,9,0,24,33,0.0,0,0
0,0,0,0,0,1,0,3.81506101220307,0,1,2,24,1,23,0,0.0,0,0
1,0,0,0,0,1,0,3.70689059560852,0,1,2,9,1,23,365,0.0,0,0
0,0,0,0,0,1,0,3.32733990008351,0,1,2,9,0,14,0,0.0,0,0
1,0,0,0,0,1,0,3.78834133965675,0,1,3,9,1,22,24,0.0,0,0
1,0,0,0,0,1,0,3.75444184571335,0,1,2,9,1,15,188,0.0,0,0
3,0,0,0,2,1,0,3.72017552146435,0,1,2,9,1,17,66,0.0,0,0
0,0,0,0,2,1,0,3.76385618977473,0,1,2,9,1,18,138,0.0,0,0
1,0,0,0,2,1,0,3.91340074566138,0,1,2,9,1,24,31,0.0,0,0
0,0,0,0,6,1,0,4.11626461566802,0,1,2,9,1,22,0,0.0,0,0
1,0,0,0,11,1,0,3.93957226198672,0,1,2,8,1,23,37,0.0,0,0
1,0,0,0,11,1,0,3.74060156295072,0,1,3,9,1,17,51,0.0,0,0
0,0,0,0,0,1,0,4.11057724333164,0,1,2,9,1,21,0,0.0,0,0
1,0,0,0,0,1,0,3.96900162987599,0,1,2,8,1,16,4,0.0,0,0
0,0,0,0,0,0,0,4.18200581476021,0,1,2,27,0,21,0,0.0,0,0
0,0,0,0,0,1,0,3.7887549139935,0,1,2,9,1,15,0,0.0,0,0
1,0,0,0,10,1,0,4.01307092910385,0,1,3,8,1,27,71,0.0,0,0
0,0,0,0,9,1,0,3.73215889136457,0,1,2,8,1,15,0,0.0,0,0
1,0,0,0,1,0,0,3.86933126111152,0,1,3,8,1,21,276,0.0,0,0
1,0,0,0,0,1,0,3.7720552088742,0,1,3,15,1,17,288,0.0,0,0
0,0,0,0,11,1,0,3.95230297766239,0,1,2,8,1,22,0,0.0,0,0
1,0,0,0,2,1,0,3.653756708287,0,1,2,9,1,14,157,0.0,0,0
1,0,0,0,11,1,0,3.3502090290999,0,1,2,26,1,11,3,0.0,0,0
0,0,1,0,2,1,0,3.7887549139935,0,0,2,8,1,15,0,0.0625,0,0
1,0,0,0,4,1,0,3.68872187554087,0,1,2,9,1,17,280,0.0,0,0
1,0,0,0,10,1,0,3.95006375643621,0,1,2,12,1,19,32,0.0,0,0
0,0,0,0,12,1,0,3.61057724333164,0,1,2,9,1,21,0,0.0,0,0
1,0,0,0,1,1,0,3.79621760259006,0,1,2,8,1,19,68,0.0,0,0
1,0,0,0,11,1,0,3.57661764490867,0,1,2,9,1,12,300,0.0,0,0
0,0,3,0,0,0,0,3.95006375643621,0,1,3,0,1,19,0,0.176470588235294,0,0
0,0,0,0,0,1,0,3.87966400490259,0,1,2,0,1,15,11,0.0,0,0
0,0,0,0,0,0,0,3.70804815007123,0,0,2,0,0,20,0,0.0,0,0
1,0,0,0,0,1,0,3.86346518960165,0,1,3,0,0,18,287,0.0,0,0
1,0,0,0,0,1,0,3.87966400490259,0,1,2,0,1,15,113,0.0,0,0
1,0,0,0,0,1,0,3.95822916866988,0,1,2,0,1,20,242,0.0,0,0
1,0,0,0,0,1,0,4.0667842134731,0,1,2,0,1,24,65,0.0,0,0
1,0,0,0,0,1,0,3.90936806394388,0,1,2,0,1,22,18,0.0,0,0
1,0,0,0,0,1,0,4.01218840396866,0,1,3,0,1,21,27,0.0,0,0
0,0,0,0,0,1,0,4.21952828229955,0,1,2,0,1,27,0,0.0,0,0
0,0,0,0,0,1,0,4.02698683335929,0,1,2,0,1,19,25,0.0,0,0
1,0,0,0,0,1,0,3.89366068968819,0,1,3,0,0,18,142,0.0,0,0
1,0,0,0,0,1,0,3.95822916866988,0,1,3,0,1,20,58,0.0,0,0
0,0,0,0,0,1,0,3.784941827,0,1,2,0,1,14,88,0.0,0,0
1,0,0,0,0,1,0,3.572623664,0,1,3,0,1,15,154,0.0,0,0
0,0,0,0,0,0,0,3.67326969,0,1,2,0,1,18,0,0.0,0,0
1,0,0,0,0,1,0,4.012188404,0,1,2,0,1,21,40,0.0,0,0
1,0,0,0,0,1,0,3.605388542,0,1,3,0,0,17,44,0.0,0,0
1,0,0,0,0,1,0,3.944548828,0,1,2,0,1,25,101,0.0,0,0
0,0,0,0,0,1,0,3.912113891,0,0,2,0,1,20,0,0.0,0,0
1,0,0,0,0,1,0,3.40869497,0,1,2,0,1,13,0,0.0,0,0
0,0,0,0,0,1,0,4.123231429,0,1,2,0,1,23,270,0.0,0,0
0,0,0,0,0,1,0,3.663532755,0,1,2,0,1,15,0,0.0,0,0
1,0,0,0,0,1,0,3.896291529,0,1,2,0,1,21,189,0.0,0,0
1,0,0,0,0,1,0,3.97366069,0,1,2,0,1,18,203,0.0,0,0
1,0,0,0,0,0,0,3.573934896,0,1,2,0,1,17,32,0.0,0,0
0,0,0,0,0,0,0,3.708132065,0,0,2,0,0,16,0,0.0,0,0
0,0,0,0,0,1,0,3.51326969,0,1,2,0,0,18,170,0.0,0,0
0,0,0,0,0,1,0,3.58418372,0,1,2,0,1,13,0,0.0,0,0
0,0,0,0,0,1,0,3.427333494,0,1,2,0,1,14,1,0.0,0,0
0,0,0,0,0,1,0,3.762267391,0,1,3,0,0,16,0,0.0,0,0
1,0,0,0,0,1,0,3.368042423,0,1,3,0,1,14,146,0.0,0,0
0,0,0,0,0,1,0,4.104243669,0,1,2,0,1,29,163,0.0,0,0
0,0,0,0,0,1,0,3.675310869,0,1,2,0,1,16,0,0.0,0,0
0,0,0,0,0,1,0,3.796217603,0,1,2,0,1,19,0,0.0,0,0
0,0,0,0,0,0,0,3.65726823,0,0,2,0,0,17,0,0.0,0,0
0,0,4,0,0,1,0,3.855388542,0,0,2,0,1,17,0,0.266666667,0,0
1,0,0,0,0,1,0,4.090234012,0,1,2,0,0,22,3,0.0,0,0
0,0,0,0,0,1,0,3.572623664,0,1,2,0,0,15,241,0.0,0,0
0,0,0,0,0,1,0,3.726474118,0,1,2,0,1,21,121,0.0,0,0
0,0,0,0,0,0,0,4.026986833,0,1,3,0,1,19,0,0.0,0,0
1,0,0,0,0,1,0,3.896291529,0,1,2,0,1,21,27,0.0,0,0
1,0,0,0,0,1,0,3.762267391,0,1,2,0,1,16,26,0.0,0,0
0,0,0,0,0,1,0,3.68418372,0,1,2,0,1,13,0,0.0,0,0
1,0,0,0,1,1,0,3.350209029,0,1,2,8,1,11,28,0.0,0,0
0,0,0,0,0,1,0,3.576617645,0,1,2,9,0,12,0,0.0,0,0
1,0,0,0,2,1,0,3.882045108,0,1,2,9,0,16,51,0.0,0,0
1,0,0,0,1,1,0,3.73366069,0,1,2,8,1,18,12,0.0,0,0
0,0,0,0,0,1,0,3.792837797,0,1,3,0,1,25,0,0.0,0,0
1,0,0,0,0,1,0,3.553508855,0,1,2,0,1,17,165,0.0,0,0
0,0,0,0,0,1,0,3.46132014,0,1,2,0,0,11,0,0.0,0,0
0,0,0,0,0,1,0,3.950063756,0,1,2,0,1,19,42,0.0,0,0
0,0,0,0,0,1,0,4.288909766,0,1,2,0,1,25,1,0.0,0,0
1,0,0,0,0,1,0,3.87314068,0,1,2,0,1,19,97,0.0,0,0
1,0,0,0,0,1,0,3.948394346,0,1,2,0,1,23,103,0.0,0,0
1,0,0,0,0,1,0,3.181366329,0,1,2,0,0,12,15,0.0,0,0
1,0,0,0,0,1,0,3.950063756,0,1,2,0,1,19,395,0.0,0,0
0,0,0,0,0,1,0,3.831401845,0,1,3,0,0,23,175,0.0,0,0
1,0,0,0,0,1,0,3.576617645,0,1,2,0,1,12,35,0.0,0,0
0,0,0,0,0,1,0,3.45482239994661,0,1,2,0,1,10,0,0.0,0,0
1,0,0,0,0,1,0,3.97057309581169,0,0,2,0,1,15,44,0.0,0,0
1,0,0,0,0,1,0,3.62437970165111,0,1,2,0,0,22,80,0.0,0,0
0,0,0,0,0,1,0,3.97017552146435,0,0,2,0,1,17,0,0.0,0,0
0,0,0,0,0,1,0,4.03140184539217,0,1,3,0,1,23,0,0.0,0,0
1,0,0,0,0,1,0,3.32636040795269,0,1,2,0,0,12,123,0.0,0,0
1,0,0,0,0,1,0,3.78494182743764,0,1,2,0,1,14,85,0.0,0,0
1,0,0,0,0,1,0,4.08746284125034,0,1,2,0,1,27,6,0.0,0,0
0,0,0,0,0,1,1,4.15235580465911,0,1,5,23,1,21,0,0.0,0,1
0,0,0,0,0,1,1,3.94454882778696,0,1,2,24,1,24,0,0.0,0,1
0,0,1,0,0,1,1,3.61955927061137,0,1,3,48,0,24,0,0.0434782608695652,0,1
0,0,0,0,0,1,1,4.11946407848431,0,1,3,18,1,14,0,0.0,0,1
0,0,0,0,0,0,1,3.89806851205884,0,0,2,0,1,21,0,0.0,0,1
0,0,0,0,0,0,1,4.36681414690434,1,1,6,0,1,22,0,0.0,0,1
0,0,0,0,0,0,1,3.8767486969558,0,1,4,0,1,34,0,0.0,1,1
0,0,26,0,0,0,1,5.37928461688281,0,1,3,9,1,19,0,0.302325581395349,0,1
0,0,0,0,0,0,0,4.07610317099672,0,0,2,15,1,20,0,0.0,1,1
0,0,7,0,0,1,1,4.63626810012777,0,0,2,9,1,23,0,0.0864197530864197,0,1
0,0,4,0,0,1,1,4.03600694533096,0,0,3,0,1,27,0,0.16,0,1
0,0,11,0,0,0,1,4.75813108187319,0,1,4,0,1,84,0,0.148648648648649,0,1
0,0,0,0,0,0,1,4.038499898783,0,1,3,0,1,30,0,0.0,0,1
0,0,7,0,0,1,1,4.38147392334846,0,0,4,0,1,33,0,0.175,0,1
0,1,1,0,0,0,1,4.30357217445724,0,1,5,0,0,26,0,0.0204081632653061,0,1
0,0,5,0,0,0,1,5.17875352380037,0,0,2,0,1,15,0,0.0806451612903225,0,1
0,0,0,0,0,0,1,3.46315746883167,0,1,3,32,0,18,0,0.0,0,1
0,0,2,0,0,0,1,4.22900373110706,0,1,3,0,1,27,0,0.074074074074074,0,1
0,0,2,0,0,0,1,4.23966831595366,0,1,3,0,0,47,0,0.0454545454545454,0,1
0,0,0,0,0,0,1,4.13801310177191,0,1,5,0,1,27,0,0.0,0,1
0,0,9,0,0,0,1,5.05410977328068,0,1,2,0,1,11,0,0.163636363636364,0,1
0,0,2,0,0,0,1,3.86933126111152,0,0,2,0,1,20,0,0.0952380952380952,0,1
0,0,6,0,0,0,1,4.23361888530702,0,1,3,17,1,30,0,0.24,0,1
0,0,0,0,0,0,1,3.64248967316613,0,1,2,23,0,14,0,0.0,0,1
0,0,13,0,0,0,0,4.53641423712223,0,0,3,0,1,26,0,0.464285714285714,0,1
0,0,8,0,0,0,1,5.06236611109103,0,0,2,0,1,15,0,0.135593220338983,0,1
0,0,25,0,0,0,0,4.75509743410673,5,1,4,0,0,52,0,0.127551020408163,1,1
0,0,6,0,0,0,1,5.27421474543528,1,1,4,9,1,40,0,0.0659340659340659,0,1
0,0,6,0,0,0,1,4.58215820468578,0,0,4,47,1,24,0,0.13953488372093,0,1
0,0,5,0,0,1,1,4.38737364069853,0,1,4,0,1,37,0,0.151515151515152,0,1
0,0,6,0,0,0,1,4.4000215643055,0,1,4,0,1,38,0,0.181818181818182,0,1
0,0,22,0,0,0,1,4.8237938061778,0,0,4,0,1,47,0,0.285714285714286,0,1
0,1,0,0,0,0,1,4.26803778559181,0,1,5,0,1,17,0,0.0,0,1
0,0,21,0,0,0,0,4.76852741705819,0,1,4,0,1,41,0,0.313432835820896,0,1
0,0,8,0,0,0,1,4.72480453661768,0,0,4,0,1,83,0,0.106666666666667,0,1
0,0,2,0,0,0,0,4.23248320300918,0,1,3,0,1,33,0,0.054054054054054,0,1
0,0,0,0,0,0,1,4.07756715711693,0,1,3,0,0,31,0,0.0,0,1
0,0,2,0,0,0,0,4.25419565015078,0,1,3,0,0,22,0,0.0952380952380952,0,1
0,0,1,0,0,0,1,3.94850566790282,0,0,2,0,0,30,0,0.03125,0,1
0,0,0,0,0,0,1,3.95230297766239,0,1,3,0,0,18,0,0.0,0,1
0,0,0,0,0,0,0,3.93865471674641,0,1,3,0,1,17,0,0.0,0,1
0,0,2,0,0,0,1,4.53984574724879,0,1,2,0,0,14,0,0.0384615384615384,0,1
0,0,10,0,0,0,1,4.47041514711591,0,1,6,0,1,59,0,0.147058823529412,0,1
0,0,23,0,0,0,1,4.41549153801912,0,1,4,0,0,51,0,0.92,0,1
0,0,13,0,0,0,1,4.42486972518003,0,1,3,0,1,40,0,0.236363636363636,0,1
0,0,1,0,0,0,1,4.23976359171015,0,1,3,0,1,25,0,0.0294117647058823,0,1
0,0,7,0,0,0,1,4.18112754269503,0,1,3,0,0,39,0,0.233333333333333,0,1
0,0,0,0,0,0,1,4.18993001151982,0,1,3,0,0,38,0,0.0,0,1
0,0,21,0,0,0,1,4.67865221803394,0,0,4,0,1,47,0,0.583333333333333,0,1
0,0,3,0,0,0,1,4.40043230253563,0,1,2,0,1,12,0,0.115384615384615,0,1
0,0,3,0,0,0,1,3.8153115322251,0,1,4,0,0,31,0,0.103448275862069,0,1
0,0,10,0,0,0,1,4.65818812241889,0,1,4,0,0,46,0,0.285714285714286,0,1
0,0,9,0,0,0,0,3.5220552088742,0,0,4,0,0,16,0,1.28571428571429,0,1
0,0,11,0,0,0,1,4.04133637691202,0,0,5,0,0,18,0,0.6875,0,1
0,0,13,0,0,0,1,4.61720563932555,0,1,5,0,1,49,0,0.25,0,1
0,0,0,0,0,0,0,4.07766408191755,0,1,6,0,0,31,0,0.0,1,1
0,0,10,0,0,0,1,4.81289834018495,0,1,5,0,1,78,0,0.126582278481013,0,1
0,0,3,0,0,0,1,4.23352185206455,0,1,4,0,0,34,0,0.081081081081081,0,1
0,0,0,0,0,0,0,4.00366481027577,0,1,3,0,1,54,0,0.0,0,1
0,0,11,0,0,0,1,4.50494453215601,0,0,3,0,1,50,0,0.314285714285714,0,1
0,0,0,0,0,0,1,4.10185866757536,0,1,4,0,0,45,0,0.0,0,1
0,0,6,0,0,0,1,4.86264471328865,1,0,3,0,1,24,0,0.157894736842105,0,1
0,0,10,0,0,0,1,4.41714893073777,0,1,6,0,1,54,0,0.169491525423729,0,1
0,0,0,0,0,0,1,4.18988607825401,0,0,3,0,1,22,0,0.0,0,1
0,0,0,0,0,0,1,4.20902452006726,0,1,5,20,1,28,0,0.0,0,1
0,0,0,0,0,1,1,4.26223270708703,0,0,2,0,1,21,35,0.0,1,1
0,0,2,0,0,1,1,4.11848491105899,0,1,3,0,0,21,0,0.0689655172413793,0,1
0,0,23,0,0,0,1,4.76665333144134,0,0,4,0,1,47,0,0.605263157894737,0,1
0,0,5,0,0,0,0,4.46688986831325,0,0,5,0,1,54,0,0.111111111111111,0,1
0,0,4,0,0,1,1,4.35116891088808,0,1,3,0,0,42,0,0.108108108108108,0,1
0,0,8,0,0,0,1,4.72755598413073,0,1,3,0,1,19,0,0.105263157894737,0,1
0,1,1,0,0,0,1,4.19032862128034,0,1,4,0,0,26,0,0.0204081632653061,0,1
0,0,3,0,0,0,0,4.40651678246453,0,1,3,0,1,32,0,0.0857142857142857,0,1
0,0,6,0,0,1,1,4.44257475579486,0,1,4,0,1,38,0,0.181818181818182,0,1
0,0,7,0,0,0,1,4.40364266787344,0,0,4,0,0,33,0,0.184210526315789,1,1
0,0,0,0,0,0,1,3.54346518960165,0,1,2,0,1,16,0,0.0,0,1
0,0,16,0,0,0,1,5.68241261208798,0,0,3,0,1,21,0,0.0946745562130177,0,1
0,0,6,0,0,1,1,5.18097192465513,0,0,3,0,1,62,0,0.0588235294117647,0,1
0,0,2,0,0,0,1,3.76226739065149,0,0,2,0,1,14,0,0.133333333333333,0,1
0,1,15,0,0,0,0,4.52788901068212,0,1,7,0,0,14,0,0.217391304347826,0,1
0,0,24,0,0,0,0,4.79226112933515,0,1,4,0,0,33,0,0.421052631578947,0,1
0,0,5,0,0,1,1,4.17963183046261,0,1,3,0,1,50,0,0.108695652173913,0,1
0,0,3,0,0,1,1,4.41555215936532,0,1,4,0,1,37,0,0.0697674418604651,1,1
0,0,0,0,0,0,1,4.28778025210186,0,1,4,0,0,22,0,0.0,1,1
0,0,0,0,0,0,1,3.82453340688191,0,0,2,0,1,22,0,0.0,0,1
0,0,12,0,0,0,0,3.60601527962073,0,0,4,0,0,19,0,1.71428571428571,0,1
0,0,6,0,0,0,1,4.81543429085817,0,1,4,0,0,27,0,0.0705882352941177,0,1
0,0,0,0,0,0,1,4.53824030079388,0,1,4,0,0,20,0,0.0,0,1
0,0,5,0,0,1,1,4.38737364069853,0,1,4,0,1,37,0,0.151515151515152,0,1
0,0,2,0,0,1,1,4.04797720302691,0,0,4,0,1,43,0,0.0526315789473684,0,1
0,0,28,0,0,1,1,4.91522557834094,1,1,5,0,1,52,0,0.358974358974359,0,1
0,0,6,0,0,1,1,4.63471088231825,0,1,4,0,1,78,0,0.0821917808219178,0,1
0,0,3,0,0,1,1,4.02126849490377,0,1,3,0,0,20,0,0.166666666666667,0,1
0,0,0,0,0,0,1,4.32779440115034,0,0,3,0,1,30,0,0.0,0,1
0,0,15,0,0,1,1,4.94679980202236,0,0,5,0,1,80,0,0.208333333333333,0,1
0,0,4,3,0,1,1,4.79001117367035,1,1,7,0,0,45,0,0.0606060606060606,0,1
0,0,17,0,0,0,0,4.73498369323816,0,0,4,0,0,18,0,0.472222222222222,0,1
0,0,15,0,0,0,1,4.53905482185151,0,1,5,0,0,35,0,0.454545454545455,0,1
0,0,0,0,0,1,1,3.99270877080047,0,1,2,0,0,9,0,0.0,0,1
0,0,9,0,0,1,1,4.81055024525464,0,0,4,0,1,83,0,0.121621621621622,0,1
0,0,2,0,0,1,1,3.64679872932298,0,1,3,0,1,22,0,0.0909090909090909,0,1
0,0,2,0,0,1,1,4.26650283908485,0,1,3,0,0,24,0,0.0625,0,1
0,0,0,0,0,0,1,3.86469832616696,0,1,3,0,0,22,0,0.0,0,1
0,0,33,0,0,1,0,5.15022315478208,1,1,4,0,1,39,0,0.44,0,1
0,0,0,0,0,0,1,4.03374421114312,0,1,3,0,1,29,0,0.0,0,1
0,0,1,0,0,0,0,4.41194758504736,0,1,4,0,1,35,0,0.0212765957446809,0,1
0,0,0,0,0,1,1,4.19046881385558,0,1,3,0,1,39,0,0.0,0,1
0,0,0,0,0,1,1,3.95433746786437,0,1,6,0,1,18,0,0.0,0,1
0,0,3,0,0,0,1,3.97017552146435,0,0,2,0,0,16,0,0.1875,0,1
0,0,0,0,0,0,1,3.64307418942857,0,1,2,0,1,16,0,0.0,0,1
0,0,6,0,0,1,1,4.86439450148079,0,0,2,0,1,23,0,0.0731707317073171,0,1
0,0,6,0,0,1,1,4.84428281433896,0,0,4,0,1,83,0,0.075,0,1
0,0,1,0,0,0,1,4.10979348260879,0,1,6,0,0,35,0,0.0303030303030303,1,1
0,0,10,0,0,1,0,4.64921809910351,0,1,6,0,1,57,0,0.15625,0,1
0,0,12,0,0,1,1,4.86961304546072,0,1,3,0,1,11,0,0.162162162162162,0,1
0,0,5,0,0,1,1,4.72191541041744,0,0,6,0,1,80,0,0.0595238095238095,0,1
1,0,0,0,0,1,1,3.89300116517247,0,1,3,0,1,20,2,0.0,0,1
0,0,0,0,0,1,0,4.19773053835372,0,1,4,0,0,37,0,0.0,0,1
0,0,16,0,0,0,1,4.65244748802313,0,1,4,0,1,31,0,0.355555555555556,0,1
0,0,10,0,0,0,0,4.40252976280403,0,1,4,0,0,33,0,0.384615384615385,0,1
0,0,11,0,0,0,1,4.49347330420366,0,0,3,0,1,20,0,0.423076923076923,0,1
0,0,14,0,0,0,1,4.11257035123552,0,1,4,0,0,53,0,0.35,0,1
0,0,0,0,0,0,1,4.20836743955838,0,1,4,0,0,41,0,0.0,0,1
0,0,0,0,0,0,1,3.85094897356164,0,1,4,0,0,29,0,0.0,0,1
0,0,27,0,0,0,1,4.951679352867,4,0,11,0,1,15,0,0.264705882352941,0,1
0,0,7,0,0,0,1,5.2715892152815,1,1,4,0,0,18,0,0.0654205607476635,0,1
