Body tags in source,TLD in path,Numeric Character,Percentage Character,Google Search Feature,IP Address,Https in URL,Entropy,Number of parameter,Is English word,Dots,Levenshtein Distance,ASN updation date,Host name length,Total links,Digit to alphabet ratio,Is www present,Label
0,0,9,0,0,1,1,4.6895610963435,0,0,4,0,1,80,0,0.126760563380282,0,1
0,0,12,0,0,1,1,4.61055954741811,0,1,5,0,1,52,0,0.222222222222222,0,1
0,0,10,0,0,1,1,4.61583518651688,0,1,5,0,0,42,0,0.169491525423729,0,1
0,0,6,0,0,1,1,4.33839688690994,0,1,3,0,1,33,0,0.214285714285714,0,1
0,0,9,0,0,0,1,4.7747089629939,0,1,5,0,0,27,0,0.0957446808510638,0,1
0,0,0,0,0,0,1,4.24653976261173,0,1,3,0,0,36,0,0.0,0,1
0,0,3,0,0,1,1,4.09571367873441,0,1,3,0,0,39,0,0.0882352941176471,0,1
0,0,3,0,0,1,1,4.09421191878343,0,1,3,0,0,36,0,0.09375,0,1
0,0,7,0,0,1,1,4.88169391775911,0,1,6,0,1,78,0,0.0714285714285714,0,1
0,0,0,0,0,1,1,4.18898219670544,0,1,3,0,1,13,0,0.0,0,1
0,0,0,0,0,1,1,4.13982278200876,0,1,3,0,1,31,0,0.0,0,1
0,0,8,0,0,1,1,4.78912697209556,0,1,5,0,1,78,0,0.0987654320987654,0,1
0,0,0,0,0,1,1,3.81008102052173,0,1,2,0,0,12,0,0.0,0,1
0,0,4,0,0,1,1,4.39893799620704,0,1,5,0,1,47,0,0.0470588235294118,0,1
0,0,0,0,0,0,1,3.97366068968819,0,1,2,0,1,17,0,0.0,0,1
0,0,3,0,0,1,1,3.65310716836281,0,0,2,0,1,10,7,0.2,0,1
0,0,0,0,0,0,1,4.51118417945087,1,0,3,0,1,23,0,0.0,1,1
0,0,0,0,0,1,1,4.09490661824394,0,1,3,0,0,35,0,0.0,0,1
0,0,0,0,0,1,1,4.14286820930088,0,1,3,0,0,43,0,0.0,0,1
1,0,0,0,0,1,1,4.03527350269689,0,1,3,0,1,26,20,0.0,1,1
0,0,6,0,0,1,1,3.75392803184602,0,1,3,0,0,23,0,0.315789473684211,0,1
0,0,3,0,0,1,1,4.24849525552541,0,1,3,0,0,25,0,0.136363636363636,0,1
0,0,10,0,0,0,1,4.04380169485379,0,0,2,0,0,25,0,0.555555555555556,0,1
0,0,21,0,0,0,1,4.88802388636766,0,1,4,0,1,24,0,0.355932203389831,0,1
0,0,0,0,0,0,1,4.163320189106,0,0,4,0,1,26,0,0.0,1,1
0,0,0,0,0,1,1,3.83712564964201,0,1,3,0,1,22,0,0.0,0,1
0,0,0,0,0,1,1,3.96481172407414,0,1,3,0,0,27,0,0.0,0,1
0,0,0,0,0,1,1,4.26007433555369,0,1,4,0,0,53,0,0.0,0,1
0,0,2,0,0,1,1,5.1328212643444,0,0,3,0,1,18,0,0.0256410256410256,0,1
0,0,1,0,0,1,1,4.21812882070647,0,0,3,0,1,27,0,0.037037037037037,0,1
0,0,10,0,0,1,1,4.74278943839775,0,1,4,0,1,78,0,0.144927536231884,0,1
0,0,6,0,0,1,1,4.33839688690994,0,1,3,0,1,33,0,0.214285714285714,0,1
0,0,11,0,0,0,0,4.52836743955838,0,0,3,0,1,24,0,0.379310344827586,0,1
0,0,10,0,0,0,0,4.51326968951511,0,0,3,0,1,24,0,0.333333333333333,0,1
0,0,0,0,0,0,1,4.14354133362254,0,1,3,0,0,33,0,0.0,0,1
0,0,0,0,0,0,1,3.95729587384057,0,1,4,0,0,26,0,0.0,0,1
0,0,2,0,0,1,1,3.99795269866069,0,0,2,0,1,17,0,0.117647058823529,0,1
0,1,0,0,0,1,0,4.22114386487158,0,1,6,0,0,33,0,0.0,0,1
0,0,14,0,0,1,1,5.16462781319633,2,1,3,0,1,22,0,0.0666666666666667,0,1
0,0,4,0,0,0,1,4.5965331609542,0,0,4,0,1,47,0,0.0784313725490196,0,1
0,0,15,0,0,0,1,4.78914238602727,0,1,4,0,0,27,0,0.197368421052632,0,1
0,0,0,0,0,1,1,4.185867302412,0,1,3,0,0,27,0,0.0,0,1
0,0,0,0,0,1,1,4.5051252044271,0,1,6,0,0,29,0,0.0,0,1
0,0,5,0,0,0,1,5.10176102365614,0,0,2,0,1,15,0,0.0806451612903226,0,1
0,0,4,0,0,0,1,4.3814997397921,0,1,4,0,0,52,0,0.0833333333333333,0,1
0,0,0,0,0,1,0,4.12728313431329,0,1,3,0,0,26,0,0.0,0,1
0,0,0,0,0,0,0,3.97765386327595,0,1,4,0,0,37,0,0.0,1,1
0,0,0,0,0,1,1,4.15869496956284,0,0,3,0,1,31,0,0.0,0,1
0,0,2,0,0,0,1,4.18709702179177,0,1,6,0,1,33,0,0.0666666666666667,0,1
0,0,0,0,0,1,0,4.15015851316673,0,1,3,0,0,26,0,0.0,0,1
0,0,16,0,0,1,1,4.44307418942857,0,0,3,0,1,25,0,0.615384615384615,0,1
0,0,0,0,0,1,1,3.94454882778696,0,1,2,0,0,12,0,0.0,0,1
1,0,19,0,0,1,1,5.22611510026773,0,0,3,0,1,16,32,0.27536231884058,0,1
0,0,0,0,0,0,0,4.10715623092161,0,1,3,0,0,27,0,0.0,1,1
1,0,0,0,0,1,1,3.84712821013643,0,1,2,0,1,24,0,0.0,0,1
0,0,4,0,0,1,1,4.46699807415229,0,0,5,0,1,43,0,0.102564102564103,0,1
0,0,13,0,0,1,1,4.88767261136762,0,0,2,0,1,23,0,0.173333333333333,0,1
0,0,60,0,0,0,0,5.1014806832219,2,1,6,0,1,31,0,0.571428571428571,0,1
0,0,0,0,0,0,1,4.2072117677593,0,1,3,0,1,18,0,0.0,0,1
0,0,1,0,0,0,1,4.24301015955486,0,1,3,0,1,16,0,0.037037037037037,0,1
0,0,6,0,0,1,1,4.185867302412,0,1,3,0,0,26,0,0.285714285714286,0,1
0,0,0,0,0,1,1,4.14354133362254,0,1,3,0,1,33,0,0.0,0,1
0,0,4,0,0,1,1,4.12728313431329,0,0,3,0,1,24,0,0.181818181818182,0,1
0,0,4,0,0,0,1,4.46253794392848,0,1,6,0,1,49,0,0.0909090909090909,0,1
0,0,9,0,0,1,1,4.76957083060725,0,0,4,0,1,80,0,0.126760563380282,0,1
0,0,6,0,0,0,1,5.20710444519346,0,1,3,0,0,30,0,0.0705882352941177,0,1
0,0,8,0,0,1,1,4.46365696419371,0,1,2,0,1,28,0,0.181818181818182,0,1
0,0,0,0,0,1,1,4.21641693543812,0,1,4,0,1,22,0,0.0,0,1
0,0,0,0,0,1,1,4.20484526706818,0,1,4,0,1,30,0,0.0,0,1
0,0,0,0,0,0,0,4.1168685856424,0,1,5,0,0,37,0,0.0,1,1
1,0,0,0,0,1,1,4.02661929418805,0,1,2,0,1,23,26,0.0,0,1
0,0,8,0,0,1,1,4.49076529282463,0,1,4,0,0,42,0,0.242424242424242,0,1
0,0,5,0,0,0,0,4.23174618169739,0,0,3,0,1,28,0,0.217391304347826,0,1
0,0,11,0,0,0,1,5.14405685152016,0,1,4,0,1,24,0,0.125,0,1
0,0,3,0,0,1,1,4.0514621540398,0,1,3,0,0,27,0,0.12,0,1
0,0,22,0,0,0,1,4.56032413695067,0,1,2,0,1,19,0,0.6875,0,1
0,0,25,0,0,1,1,4.94340676126802,2,1,4,0,0,29,0,0.555555555555556,0,1
1,0,73,0,0,1,0,5.01720919125612,10,0,15,0,0,19,152,0.224615384615385,0,1
0,0,3,0,0,1,1,4.22932735194002,0,1,3,0,0,28,0,0.111111111111111,0,1
0,0,0,0,0,0,1,4.25386336842208,0,1,3,0,0,29,0,0.0,0,1
0,0,104,15,0,0,1,5.75170147310521,10,0,14,0,0,17,0,0.335483870967742,0,1
1,0,1,0,0,1,1,4.43570809882971,1,1,4,0,1,18,0,0.0120481927710843,0,1
0,0,5,0,0,1,1,4.37605742641708,0,1,3,0,0,44,0,0.131578947368421,0,1
0,0,0,0,0,0,0,3.90759269122246,0,1,4,0,0,42,0,0.0,1,1
0,0,7,0,0,1,1,4.76776878963608,0,0,2,0,1,23,0,0.0752688172043011,0,1
0,0,0,0,0,0,1,4.24060156295072,0,1,2,0,0,39,0,0.0,0,1
0,0,6,0,0,0,1,4.49134916721094,0,1,4,0,1,38,0,0.0810810810810811,0,1
0,0,23,0,0,1,1,4.94242832624444,2,1,6,0,0,34,0,0.255555555555556,0,1
0,0,10,0,0,1,1,4.87115860492523,0,1,4,0,1,78,0,0.126582278481013,0,1
0,0,0,0,0,0,0,4.25961326622111,0,1,4,0,0,52,0,0.0,1,1
0,0,8,0,0,0,1,5.23043913400658,0,1,2,0,1,19,0,0.125,0,1
0,0,12,0,0,1,1,5.50465636673137,1,1,3,0,0,41,0,0.096,0,1
0,0,0,0,0,1,1,3.76144578891847,0,1,2,0,0,11,0,0.0,0,1
0,0,0,0,0,0,1,4.03960978413856,0,0,2,0,0,22,0,0.0,0,1
0,0,2,0,0,1,1,4.1966277093543,0,1,3,0,0,44,0,0.0487804878048781,0,1
0,0,6,0,0,1,1,4.18582355533362,0,1,3,0,1,28,0,0.260869565217391,0,1
0,0,0,0,0,0,1,3.85533779740342,0,0,2,0,1,23,0,0.0,0,1
0,0,1,0,0,0,1,5.21560427543625,1,1,2,0,1,26,0,0.0116279069767442,0,1
0,0,0,0,0,0,1,4.1562978882809,0,1,4,0,0,51,0,0.0,0,1
0,0,2,0,0,0,1,4.01218840396866,0,0,3,0,0,17,0,0.105263157894737,0,1
0,0,0,0,0,1,1,4.3283011742538,0,1,4,0,1,25,0,0.0,0,1
0,0,0,0,0,0,0,4.22144194520733,0,1,3,0,0,27,0,0.0,1,1
0,0,18,0,0,0,1,4.52366195461367,0,1,4,0,0,51,0,0.6,0,1
0,0,0,0,0,1,1,3.91762644387336,0,1,3,0,1,25,0,0.0,0,1
0,0,1,0,0,0,1,4.50412060537805,0,1,2,0,1,20,0,0.0333333333333333,0,1
0,0,6,0,0,1,1,4.4000215643055,0,1,4,0,1,38,0,0.181818181818182,0,1
0,0,12,0,0,0,1,4.57660819024898,0,1,3,0,0,21,0,0.363636363636364,0,1
0,0,6,0,0,1,1,4.2425766761474,0,1,3,0,0,28,0,0.260869565217391,0,1
0,0,0,0,0,1,1,3.99880183676533,0,1,2,0,1,19,0,0.0,0,1
0,0,1,0,0,1,1,4.43617343313502,0,1,4,0,0,16,0,0.0144927536231884,0,1
0,0,4,0,0,0,0,4.06716518977786,0,0,4,0,0,29,0,0.16,1,1
0,0,0,0,0,0,1,4.29984375077383,0,1,5,0,1,34,0,0.0,0,1
0,0,3,0,0,0,0,4.40651678246453,0,1,3,0,1,32,0,0.0857142857142857,0,1
0,0,6,0,0,1,1,4.48512794728423,0,1,4,0,1,38,0,0.181818181818182,0,1
0,0,0,0,0,1,1,4.169057819989,0,1,2,0,1,15,0,0.0,0,1
1,0,0,0,0,1,0,4.1955397440528,0,1,2,0,1,15,24,0.0,0,1
0,0,0,0,0,0,0,4.05163347839467,0,1,6,0,0,31,0,0.0,1,1
0,1,3,0,0,1,0,4.3755828814339,0,1,2,0,1,26,63,0.075,0,1
0,0,4,0,0,0,0,3.97095059445467,0,0,6,0,0,32,0,0.153846153846154,0,1
0,0,1,0,0,0,1,3.984712292332,0,0,3,0,0,26,0,0.032258064516129,0,1
1,0,0,0,0,1,0,3.93027037229345,0,1,2,0,0,19,19,0.0,0,1
0,0,0,0,0,1,1,4.13702878377711,0,0,2,0,0,25,0,0.0,0,1
0,0,10,0,0,1,1,4.54243417945087,0,1,4,0,0,45,0,0.24390243902439,0,1
0,0,0,0,0,1,1,4.40578029415608,0,1,4,0,0,26,0,0.0,0,1
0,0,3,0,0,0,1,3.79508858639773,0,0,2,0,0,14,0,0.214285714285714,0,1
0,0,6,0,0,0,1,3.99172929667217,0,0,3,0,0,18,0,0.333333333333333,0,1
0,0,21,0,0,0,1,4.67892186277449,0,1,4,0,0,51,0,0.777777777777778,0,1
0,0,23,0,0,1,1,5.31462708991619,0,0,3,0,1,18,0,0.267441860465116,0,1
0,0,2,0,0,1,1,4.07833187326798,0,1,3,0,0,38,0,0.0571428571428571,0,1
0,0,3,0,0,0,0,4.07756715711693,0,0,4,0,0,32,0,0.103448275862069,1,1
0,0,11,0,0,1,1,4.83021732584873,0,0,4,0,1,83,0,0.152777777777778,0,1
0,1,0,0,0,0,0,4.34816737411052,0,1,3,0,1,33,0,0.0,0,1
0,0,6,0,0,1,1,4.17527329788597,0,1,3,0,1,28,0,0.260869565217391,0,1
0,0,12,0,0,1,1,4.87471488600275,0,0,5,0,1,80,0,0.157894736842105,0,1
0,0,0,0,0,0,1,3.26558332288773,0,1,2,0,1,13,0,0.0,1,1
0,0,2,0,0,0,1,3.79790268968295,0,0,3,0,0,19,0,0.105263157894737,0,1
0,0,0,0,0,1,1,4.18943779823389,0,1,4,0,0,38,0,0.0,0,1
0,0,15,0,0,0,0,4.69718101148602,0,1,3,0,0,45,0,0.5,0,1
0,0,5,0,0,0,0,4.44394270791827,0,0,5,0,0,32,0,0.192307692307692,1,1
1,0,0,0,0,1,1,3.78890976555739,0,1,2,0,1,13,1,0.0,0,1
0,0,0,0,0,0,0,4.14927507071071,0,1,4,0,1,22,0,0.0,0,1
0,0,0,0,0,0,1,4.0131111357238,0,1,3,0,1,20,0,0.0,0,1
0,0,88,0,0,0,1,5.60505097827447,10,0,17,0,1,18,0,0.349206349206349,0,1
0,0,0,0,0,0,0,3.67531086891236,0,1,2,0,1,16,0,0.0,0,1
0,0,6,0,0,0,0,3.9760107890421,0,0,3,0,0,18,0,0.285714285714286,0,1
0,0,25,0,0,1,1,4.70494521035985,0,0,4,0,1,47,0,0.78125,0,1
0,0,7,0,0,0,1,4.50803165598612,0,1,3,0,0,25,0,0.2,0,1
0,0,11,0,0,1,0,4.33492373372169,0,1,4,0,1,49,0,0.333333333333333,0,1
1,0,18,0,0,1,1,5.41394244817697,0,0,3,0,1,16,32,0.227848101265823,0,1
0,0,0,0,0,1,1,4.393304527598,1,1,5,0,1,24,0,0.0,0,1
0,0,13,0,0,0,1,5.3120841441479,0,1,3,0,1,19,0,0.1625,0,1
0,0,8,0,0,1,1,4.44542631842426,0,1,4,0,0,34,0,0.140350877192982,0,1
0,0,0,0,0,1,1,3.97084001310199,0,1,3,0,0,29,0,0.0,0,1
0,0,0,0,0,1,1,4.32453476270788,0,1,3,0,1,36,0,0.0,1,1
0,0,1,0,0,1,1,3.78989809546429,0,0,2,0,1,22,0,0.0416666666666666,0,1
0,0,0,0,0,1,1,3.9483943455364,0,1,2,0,0,13,0,0.0,0,1
0,0,11,0,0,1,1,4.8440341422916,0,0,4,0,1,80,0,0.159420289855072,0,1
0,0,14,0,0,1,1,4.73920062523424,0,0,4,0,1,83,0,0.202898550724638,0,1
0,0,0,0,0,1,1,3.71440934524794,0,1,3,0,0,21,0,0.0,0,1
0,0,0,0,0,0,0,4.08259792301094,0,0,3,0,1,23,0,0.0,0,1
0,0,8,0,0,1,1,4.35061999205359,0,1,3,0,1,24,0,0.307692307692308,0,1
0,0,6,0,0,1,1,4.48512794728423,0,1,4,0,1,38,0,0.181818181818182,0,1
0,0,10,0,0,0,1,5.11982266613915,0,1,3,0,1,19,0,0.133333333333333,0,1
0,0,6,0,0,1,1,4.33618298787112,0,1,3,0,1,30,0,0.24,0,1
0,0,22,0,0,0,1,4.60457450415156,0,1,4,0,0,51,0,0.846153846153846,0,1
0,0,0,0,0,0,1,3.57393489628406,0,1,2,0,1,15,0,0.0,0,1
0,0,6,0,0,1,1,4.13176950127957,0,1,3,0,1,28,0,0.260869565217391,0,1
0,0,19,0,0,1,1,5.59968317933764,3,1,3,0,1,19,0,0.145038167938931,0,1
0,0,0,0,0,0,1,4.05305590733328,0,1,4,0,0,32,0,0.0,0,1
0,0,6,0,0,1,1,5.14574412633364,0,1,2,0,1,11,0,0.103448275862069,0,1
0,0,14,0,0,1,1,5.55148683477515,3,1,3,0,1,19,0,0.103703703703704,0,1
0,0,0,0,0,0,1,3.89722361662077,0,1,3,0,1,30,0,0.0,0,1
0,0,4,0,0,1,1,4.08586991955912,0,1,3,0,0,32,0,0.148148148148148,0,1
0,0,4,0,0,1,1,4.06561288594336,0,1,3,0,0,36,0,0.129032258064516,0,1
0,0,0,0,0,0,0,4.16064527144008,0,1,6,0,0,31,0,0.0,1,1
1,0,1,0,0,1,1,3.94075983254009,0,0,2,0,1,19,0,0.0476190476190476,0,1
0,0,3,0,0,1,1,4.46264471328865,0,0,4,0,1,35,0,0.0681818181818181,0,1
0,0,0,0,0,1,0,4.37035602415997,0,1,3,0,1,29,0,0.0,1,1
0,0,3,0,0,1,0,4.14161920818398,0,0,3,0,1,34,0,0.09375,0,1
0,0,6,0,0,1,1,4.34131004053374,0,1,3,0,1,36,0,0.2,0,1
0,0,0,0,0,0,1,4.21812882070647,0,0,2,0,1,27,0,0.0,0,1
0,0,0,0,0,1,1,4.32025139454538,0,1,3,0,1,32,0,0.0,0,1
0,0,4,0,0,1,1,4.15015851316673,0,0,3,0,1,25,0,0.173913043478261,0,1
0,0,0,0,0,0,1,4.24028505150736,0,1,5,0,1,32,0,0.0,0,1
0,0,4,0,0,0,1,4.14058539388479,0,1,2,0,0,16,0,0.133333333333333,0,1
0,0,0,0,0,1,1,4.12836743955838,0,1,4,0,0,33,0,0.0,0,1
0,0,0,0,0,0,1,3.91211389097223,0,1,2,0,1,18,0,0.0,0,1
0,0,1,0,0,0,0,4.22096338805154,0,0,4,0,1,24,0,0.0208333333333333,0,1
0,0,0,0,0,1,1,4.1955397440528,0,1,3,0,0,33,0,0.0,0,1
0,0,0,0,0,0,0,3.86529765513778,0,1,5,0,0,31,0,0.0,1,1
0,0,6,0,0,1,1,4.35707517513872,0,1,3,0,1,32,0,0.222222222222222,0,1
0,0,13,0,0,1,1,5.24231644793418,0,0,3,0,1,18,0,0.191176470588235,0,1
0,0,0,0,0,1,1,4.25360035102702,0,1,5,0,1,22,0,0.0,0,1
0,0,10,0,0,0,1,5.08349701422309,0,1,3,0,1,17,0,0.169491525423729,0,1
0,0,0,0,0,0,1,3.7720552088742,0,1,2,0,0,15,0,0.0,0,1
0,0,0,0,0,0,1,4.38556300197046,0,1,5,0,1,40,0,0.0,0,1
0,0,0,0,0,0,0,3.71108049624428,0,1,3,0,0,23,0,0.0,0,1
0,0,8,0,0,0,0,4.10701770959536,0,0,3,0,1,20,0,0.380952380952381,0,1
1,0,0,0,0,1,0,3.63397407599716,0,1,2,0,1,19,28,0.0,0,1
0,0,0,0,0,0,1,3.94454882778696,0,1,3,0,1,23,0,0.0,0,1
0,0,3,0,0,1,1,4.34313906222957,0,1,3,0,1,23,0,0.136363636363636,1,1
0,0,11,0,0,1,1,4.59085135066715,0,1,4,0,1,38,0,0.379310344827586,0,1
0,0,0,0,0,0,0,3.82453340688191,0,1,2,14,1,24,0,0.0,0,1
0,0,0,0,0,1,0,4.27137063437885,0,1,3,0,0,26,0,0.0,0,1
0,0,0,0,0,0,1,3.81437194317963,0,1,2,0,0,20,0,0.0,0,1
0,0,2,1,0,1,1,4.12708019126661,0,1,3,0,1,29,0,0.0526315789473684,0,1
0,0,6,0,0,1,1,4.59816561725223,0,1,5,0,0,65,0,0.109090909090909,0,1
0,0,0,0,0,1,1,4.29832059793139,0,1,3,0,0,17,0,0.0,0,1
0,0,0,0,0,1,1,3.93079175646319,0,1,6,0,1,34,0,0.0,0,1
0,0,3,0,0,0,0,4.40651678246453,0,1,3,0,1,32,0,0.0857142857142857,0,1
0,0,3,0,0,1,0,3.97791687469364,0,1,3,0,1,17,0,0.142857142857143,0,1
0,0,24,0,0,0,1,4.66154501624609,0,1,3,0,1,27,0,0.648648648648649,0,1
0,0,0,0,0,0,0,4.01218840396866,0,0,2,0,1,21,0,0.0,0,1
1,0,8,0,0,1,1,5.27372882900533,0,0,2,0,1,16,32,0.131147540983607,0,1
0,0,0,0,0,1,0,4.18788919491935,0,1,3,0,0,26,0,0.0,0,1
0,0,14,1,0,0,1,5.40239316917142,1,1,5,0,0,32,0,0.145833333333333,0,1
0,1,0,0,0,1,1,4.36066459148391,0,0,3,0,1,20,0,0.0,0,1
0,0,6,0,0,1,1,4.61215185487982,0,0,4,0,1,83,0,0.0779220779220779,0,1
0,0,2,0,0,1,1,4.10694913275815,0,1,3,0,0,22,0,0.0909090909090909,0,1
0,0,0,0,0,1,1,4.22592562222221,0,1,4,0,0,34,0,0.0,0,1
0,0,11,0,0,1,1,4.77360384737495,0,0,4,0,1,77,0,0.164179104477612,0,1
0,0,15,0,0,1,1,4.81761612277465,0,1,5,0,1,78,0,0.192307692307692,0,1
0,0,12,0,0,0,1,4.63714733504644,0,1,4,0,1,18,0,0.115384615384615,0,1
0,0,0,0,0,0,1,3.96473517872551,0,1,2,0,0,21,0,0.0,0,1
0,0,2,0,0,1,1,4.16846567111059,0,1,3,0,0,29,0,0.074074074074074,0,1
0,0,0,0,0,1,1,3.96032025539429,0,1,3,0,0,21,0,0.0,0,1
1,0,2,0,0,1,1,4.31982252091998,0,0,4,0,1,26,0,0.0476190476190476,0,1
0,0,0,0,0,1,1,4.33866328484205,0,0,3,0,1,32,0,0.0,0,1
0,0,3,0,0,0,1,4.24458876268228,0,1,5,0,0,37,0,0.0652173913043478,0,1
0,0,0,0,0,1,1,3.77259891822028,0,1,3,0,0,26,0,0.0,0,1
0,0,11,0,0,1,1,4.86039460725106,0,0,4,0,1,83,0,0.152777777777778,0,1
0,0,6,0,0,1,1,4.38396012808926,0,1,4,0,1,38,0,0.181818181818182,0,1
0,0,13,0,0,0,0,4.39278529348404,0,0,5,0,0,19,0,0.5,0,1
0,0,8,0,0,1,1,5.21899394254558,0,1,3,0,1,11,0,0.114285714285714,0,1
0,0,0,0,0,1,0,4.03230324274395,0,1,2,0,0,9,61,0.0,0,1
0,0,1,0,0,0,0,3.98319563424773,0,0,2,0,1,25,0,0.0384615384615384,0,1
0,0,4,0,0,1,1,4.43664134491358,0,1,4,0,0,39,0,0.117647058823529,0,1
0,0,11,0,0,0,0,3.54346518960165,0,0,4,0,0,18,0,1.57142857142857,0,1
0,0,0,0,0,0,1,4.13569955274647,0,1,2,0,1,20,0,0.0,0,1
0,0,6,0,0,0,1,4.60430627259833,0,1,4,0,1,40,0,0.171428571428571,0,1
0,0,0,0,0,0,0,3.84313906222957,0,0,2,0,0,18,0,0.0,1,1
0,0,226,1,0,0,1,5.8329269239107,2,0,3,0,0,15,0,0.359300476947536,0,1
0,0,17,0,0,1,1,4.54799505257913,0,1,3,0,0,39,0,0.708333333333333,0,1
0,0,1,0,0,1,1,4.21988561561077,0,0,4,0,1,25,0,0.0294117647058823,0,1
0,0,21,0,0,1,1,5.56105099865468,3,1,3,0,1,19,0,0.161538461538462,0,1
0,0,0,0,0,0,1,3.92921445519922,0,0,2,0,1,22,0,0.0,1,1
0,0,0,0,0,1,1,3.9928705166359,0,1,3,0,0,26,0,0.0,0,1
2,0,0,0,0,1,1,4.14453775226099,0,1,3,0,1,20,6,0.0,0,1
0,0,16,0,0,1,0,4.5865513503954,0,0,2,0,0,21,0,0.421052631578947,0,1
0,0,10,0,0,1,0,4.74007087191907,0,1,7,0,1,77,0,0.142857142857143,0,1
0,0,5,0,0,1,1,4.15563906222957,0,1,3,0,1,23,0,0.25,0,1
0,0,3,0,0,1,1,4.15959272014025,0,1,3,0,0,33,0,0.103448275862069,0,1
0,0,2,0,0,1,1,4.16721904569239,0,1,3,0,1,34,0,0.0588235294117647,1,1
0,0,0,0,0,1,1,4.40102421126519,0,1,4,0,0,36,0,0.0,0,1
0,0,0,0,0,0,1,4.02092631600035,0,1,3,0,1,24,0,0.0,0,1
0,0,8,0,0,1,0,4.21812882070647,0,1,3,0,0,29,0,0.4,0,1
0,0,6,0,0,1,1,4.38575448497818,0,1,3,0,1,36,0,0.2,0,1
0,0,0,0,0,1,1,4.14161920818398,0,1,3,0,0,33,0,0.0,0,1
0,0,9,0,0,1,1,4.80074692069012,0,0,3,0,1,23,0,0.087378640776699,0,1
0,0,12,0,0,0,1,4.84917770070478,0,1,4,0,1,19,0,0.15,0,1
0,0,0,0,0,1,1,4.32172123104524,0,1,3,0,1,20,0,0.0,0,1
0,0,13,0,0,0,1,4.85481600304089,0,1,3,0,1,24,0,0.171052631578947,0,1
0,0,0,0,0,1,1,3.94834651383163,0,1,3,0,0,29,0,0.0,0,1
0,0,0,0,0,1,0,4.28034090564063,0,1,3,0,1,20,0,0.0,0,1
0,0,0,0,0,1,1,4.13451953772784,0,1,4,0,0,31,0,0.0,0,1
0,0,0,0,0,1,1,4.22417768118868,0,1,3,0,0,38,0,0.0,0,1
0,0,4,0,0,0,0,3.845711394624,0,0,6,0,0,30,0,0.166666666666667,0,1
0,0,0,0,0,1,1,4.02804048824242,0,1,3,0,0,37,0,0.0,0,1
0,0,0,0,0,0,1,3.83769964935426,0,1,2,0,1,28,0,0.0,0,1
0,0,10,0,0,1,1,4.98674106986697,0,0,2,0,1,23,0,0.128205128205128,0,1
0,0,1,0,0,0,1,4.45518716499034,0,1,5,0,1,31,0,0.0204081632653061,1,1
0,1,0,0,0,0,1,4.17382283380928,0,1,4,0,1,21,0,0.0,0,1
0,0,24,0,0,0,1,4.83828153917942,0,1,3,0,1,30,0,0.585365853658537,0,1
0,0,7,0,0,1,1,5.17898214468628,0,1,3,0,1,19,0,0.0843373493975903,0,1
0,0,0,0,0,1,1,4.31478722793781,0,1,3,0,1,17,0,0.0,0,1
0,0,5,0,0,0,1,4.69351882460185,2,0,4,0,1,43,0,0.106382978723404,0,1
0,0,11,0,0,1,1,4.84753269590365,0,0,4,0,1,80,0,0.159420289855072,0,1
0,0,6,0,0,1,1,4.23399790783883,0,1,3,0,1,29,0,0.25,0,1
0,0,0,0,0,0,1,3.97909789113481,0,0,2,0,1,15,0,0.0,1,1
0,0,11,0,0,1,1,4.90279340450297,0,0,4,0,1,83,0,0.152777777777778,0,1
1,0,0,0,0,1,0,3.5013978254341,0,1,2,0,1,16,1,0.0,0,1
0,0,6,0,0,1,1,4.18136632889146,0,1,3,0,1,29,0,0.25,0,1
0,0,0,0,0,1,1,4.15041087254198,0,1,3,0,1,30,0,0.0,0,1
0,0,7,0,0,0,1,4.01218840396866,0,1,2,0,0,11,0,0.466666666666667,0,1
0,0,6,0,0,1,1,4.4000215643055,0,1,4,0,1,38,0,0.181818181818182,0,1
0,0,7,0,0,0,0,4.1162996057017,0,0,3,0,1,19,0,0.35,0,1
0,0,23,0,0,0,1,4.85330909786456,0,1,4,0,1,23,0,0.403508771929825,0,1
1,0,0,0,0,1,0,3.73814933319287,0,1,2,0,1,18,0,0.0,0,1
0,0,2,0,0,1,1,4.22269041893563,0,0,3,0,1,32,0,0.064516129032258,0,1
0,0,3,0,0,1,1,4.09450820383019,0,0,4,0,1,38,0,0.0625,0,1
0,0,2,0,0,0,1,4.51889107766087,0,1,6,0,1,44,0,0.0227272727272727,0,1
0,0,1,0,0,0,1,4.24852932712858,0,0,3,0,0,33,0,0.0303030303030303,0,1
0,0,2,0,0,1,1,4.43396927415326,0,1,4,0,0,42,0,0.0512820512820512,0,1
0,0,12,0,0,0,1,4.24643934467102,0,1,4,0,0,31,0,0.6,0,1
0,0,4,0,0,0,1,3.79621760259006,0,1,3,0,0,15,0,0.285714285714286,0,1
0,0,0,0,0,0,0,3.84438453223592,0,1,3,0,0,26,0,0.0,1,1
2,0,0,0,0,1,1,3.988144771642,0,1,3,0,1,20,6,0.0,0,1
0,0,10,0,0,1,1,4.9042969649253,0,1,2,0,1,11,0,0.149253731343284,0,1
1,0,0,0,0,1,1,3.66353275480426,0,1,2,0,1,13,204,0.0,1,1
0,0,0,0,0,1,1,4.0966912610489,0,1,3,0,1,41,0,0.0,0,1
