Query length,ASN updation date,Levenshtein Distance,Google Search Feature,Numeric Character,Is domain suspicious,Dash,Semicolon,Equals,Is www present,Sensitive Words,Https in URL,Special Characters,Dots,Domain Age in Days,English Letters,Exec() Function,Host name length,Label
0,0,0,0,23,0,3,0,1,0,0,0,20,11,0,159,0,75,1
0,1,0,0,1,0,0,0,0,0,0,0,9,4,0,42,0,20,1
25,0,0,0,0,0,1,1,1,0,0,0,15,3,0,47,0,15,1
0,0,0,0,27,0,0,0,0,0,0,0,9,4,0,22,0,17,1
0,1,0,0,3,4,0,0,0,0,2,0,8,3,3097,33,0,17,1
0,1,0,0,3,13,0,0,0,0,1,0,8,3,3097,33,0,17,1
0,1,0,0,0,0,1,0,0,1,0,0,10,2,6777,38,0,24,1
0,1,0,0,1,13,0,0,0,0,1,0,8,3,3097,35,0,17,1
0,1,0,0,18,0,0,0,0,1,0,0,13,2,4290,105,0,23,1
0,1,0,0,20,0,0,0,0,1,0,0,8,2,3923,43,0,27,1
0,1,0,0,0,0,0,0,0,0,0,0,8,4,0,45,0,33,1
21,0,0,0,0,0,1,2,1,1,0,0,19,3,0,88,0,21,1
0,0,0,0,3,0,0,0,0,1,0,0,15,6,0,73,0,18,1
0,0,0,0,15,0,3,0,1,0,0,0,20,11,0,167,0,75,1
0,1,0,0,1,13,0,0,0,0,1,0,8,3,3097,35,0,17,1
0,0,0,0,7,0,0,0,2,1,0,0,14,4,0,64,0,19,1
0,0,0,0,0,0,2,0,0,1,0,0,16,3,0,63,0,26,1
0,1,0,0,6,0,4,0,0,0,0,0,20,12,0,71,0,75,1
0,1,0,0,3,13,0,0,0,0,1,0,8,3,3097,33,0,17,1
0,0,0,0,0,0,0,0,0,1,0,0,8,3,0,36,0,19,1
49,0,0,0,1,0,0,0,4,1,0,0,26,10,0,87,0,37,1
32,0,0,0,8,0,0,3,4,1,0,0,20,4,0,49,0,20,1
0,1,0,0,4,1,0,0,0,0,0,0,8,3,3097,32,0,17,1
0,1,0,0,3,13,0,0,0,0,1,0,8,3,3097,33,0,17,1
101,1,0,0,8,0,1,1,2,1,0,0,30,6,0,96,0,17,1
0,0,0,0,2,0,1,0,0,1,0,0,10,2,0,44,0,20,1
0,0,0,0,20,0,0,0,0,0,0,0,14,9,0,62,0,55,1
0,0,0,0,0,0,1,0,0,0,0,0,10,3,0,49,0,22,1
0,1,0,0,0,0,0,0,0,1,0,0,10,4,2234,59,0,34,1
94,1,8,11,8,0,1,1,2,1,0,0,31,7,4701,94,0,13,1
0,1,10,0,3,13,0,0,0,0,1,0,8,3,3098,33,0,17,1
0,0,0,0,19,0,0,0,0,1,0,0,8,2,0,31,0,15,1
0,1,0,0,2,0,0,0,0,0,0,0,8,3,0,34,0,24,1
0,1,0,0,0,0,6,0,0,1,0,0,21,2,8404,105,0,20,1
7,1,0,0,1,0,0,0,1,1,0,0,10,3,4748,42,0,20,1
0,1,0,0,0,0,0,0,0,1,0,0,9,3,4172,39,0,16,1
0,1,0,0,0,0,0,0,0,1,0,0,8,3,5383,49,0,27,1
0,1,0,0,0,0,0,0,0,0,0,0,10,4,11385,32,0,16,1
0,0,0,0,17,0,3,0,1,0,0,0,21,12,0,168,0,79,1
0,0,0,0,15,0,3,0,1,0,0,0,21,12,0,170,0,79,1
0,0,0,0,0,0,0,0,0,1,0,0,9,3,0,60,0,24,1
0,0,0,0,0,0,0,0,0,0,0,0,12,4,6226,53,0,20,1
0,0,0,0,21,0,3,0,1,0,0,0,20,11,0,161,0,75,1
0,1,0,0,8,0,2,0,0,0,0,0,14,4,8845,63,0,33,1
0,0,0,0,16,0,3,0,1,0,0,0,21,12,0,168,0,78,1
0,0,0,0,0,0,0,0,0,1,0,0,11,3,0,47,0,27,1
0,0,0,0,33,0,0,0,0,1,0,0,15,10,0,196,0,227,1
3,0,0,0,0,0,0,0,0,0,0,0,9,3,5831,37,0,17,1
82,1,0,0,2,0,1,1,2,1,0,0,30,6,0,83,0,21,1
0,1,0,0,1,0,0,0,0,1,0,0,19,6,0,92,0,24,1
0,0,0,0,0,0,0,0,0,1,0,0,8,3,0,36,0,22,1
0,1,0,0,0,0,3,0,0,1,0,0,18,2,6136,84,0,15,1
0,1,0,0,0,0,1,0,0,0,0,0,10,3,0,34,0,21,1
0,1,0,0,1,0,0,0,0,1,0,0,9,4,6086,29,0,24,1
0,1,0,0,3,13,0,0,0,0,1,0,8,3,3098,33,0,17,1
75,1,0,0,2,0,1,1,2,1,0,0,27,6,3264,71,0,13,1
0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,45,0,31,1
0,0,0,0,17,0,1,0,0,0,0,0,12,2,0,36,0,17,1
0,1,0,0,1,13,0,0,0,0,1,0,8,3,3098,35,0,17,1
0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,38,0,26,1
0,0,0,0,24,0,3,0,1,0,0,0,21,12,0,159,0,77,1
0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,33,0,16,1
94,1,0,0,8,0,2,1,2,1,0,0,32,7,4712,87,0,12,1
0,1,0,0,0,34,0,0,0,0,8,0,11,3,4355,50,0,16,1
78,1,0,0,2,0,1,0,2,1,0,0,29,6,2688,74,0,15,1
79,1,0,0,1,0,1,3,4,1,0,1,31,9,0,98,0,32,1
0,1,0,0,1,13,0,0,0,1,3,0,10,2,6569,41,0,16,1
0,1,0,0,40,0,0,0,0,1,0,0,37,3,0,166,0,22,1
94,1,0,0,8,0,2,1,2,1,0,0,31,6,0,91,0,20,1
0,0,0,0,17,0,3,0,1,0,0,0,21,12,0,167,0,78,1
0,1,0,0,19,0,1,0,0,0,0,0,12,3,0,65,0,33,1
0,1,0,0,7,0,0,0,0,0,0,0,10,4,5825,67,0,20,1
0,0,0,0,10,0,0,0,0,0,0,0,11,5,0,22,0,17,1
0,1,0,0,4,13,0,0,0,0,1,0,8,3,3098,32,0,17,1
9,1,0,0,6,0,0,0,1,1,0,0,9,3,2214,34,0,23,1
0,1,0,0,4,1,2,0,0,0,0,0,14,3,8404,56,0,25,1
0,0,0,0,19,0,3,0,1,0,0,0,20,11,0,163,0,75,1
0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,32,0,16,1
0,0,0,0,0,0,1,0,0,0,0,0,10,2,0,41,0,24,1
0,0,0,0,15,0,5,0,0,0,0,0,16,4,0,82,0,61,1
0,1,0,0,0,2,0,0,0,0,1,0,8,3,3098,36,0,17,1
0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,36,0,24,1
0,0,0,0,24,0,3,0,1,0,0,0,20,11,0,159,0,76,1
0,0,0,0,10,0,0,0,0,0,0,0,14,8,0,43,0,49,1
0,0,0,0,10,0,0,1,2,1,0,0,20,8,0,62,0,17,1
36,1,0,0,1,0,0,0,1,1,0,0,17,4,11685,45,0,13,1
76,0,0,0,24,0,0,0,3,0,0,0,13,3,0,88,0,15,1
0,0,0,0,0,0,1,0,0,1,0,0,17,5,0,68,0,20,1
146,1,0,0,48,0,1,0,3,1,0,0,21,3,4179,125,0,16,1
0,0,0,0,14,0,3,0,1,0,0,0,20,11,0,170,0,77,1
57,1,0,0,1,0,0,0,4,1,0,1,28,9,0,87,0,31,1
0,0,0,0,26,0,3,0,1,0,0,0,20,11,0,157,0,76,1
0,1,0,0,0,0,1,0,0,0,0,0,14,5,10895,69,0,22,1
0,0,0,0,0,0,0,0,0,1,0,0,13,4,0,48,0,18,1
0,1,0,0,2,0,1,0,0,0,0,0,9,3,0,44,0,39,1
12,0,0,0,1,0,0,0,2,0,0,0,17,7,0,55,0,49,1
0,0,0,0,2,0,0,0,0,1,0,0,9,2,0,39,0,19,1
0,1,0,0,1,13,0,0,0,0,1,0,8,3,3098,35,0,17,1
0,0,0,0,24,0,3,0,1,0,0,0,20,11,0,158,0,75,1
82,1,0,0,2,0,2,1,2,1,0,0,29,7,3418,93,0,17,1
0,0,0,0,2,0,2,0,0,0,0,0,18,12,0,67,0,79,1
0,1,0,0,0,0,1,0,0,0,0,0,11,4,0,54,0,28,1
0,0,0,0,6,0,2,0,0,1,0,0,14,4,3110,49,0,21,1
28,1,0,0,29,0,1,0,2,0,0,0,14,4,0,54,0,33,1
0,1,0,0,19,0,1,0,0,1,0,0,10,3,0,38,0,23,1
0,1,0,0,3,13,0,0,0,0,1,0,8,3,3098,33,0,17,1
0,0,0,0,22,0,3,0,1,0,0,0,21,12,0,161,0,77,1
0,1,0,0,0,0,0,0,0,1,0,0,10,3,1599,38,0,14,1
0,0,0,0,0,0,0,0,0,1,0,0,7,3,0,35,0,25,1
57,0,0,0,1,0,1,3,4,0,0,0,28,8,0,86,0,30,1
0,1,0,0,62,0,6,0,0,0,0,0,18,8,0,70,0,136,1
0,0,0,0,0,0,0,0,0,1,0,0,7,3,0,48,0,36,1
0,1,0,0,1,1,0,0,0,0,0,0,8,3,3098,35,0,17,1
48,0,0,0,7,0,0,0,1,1,0,0,18,5,0,53,0,15,1
42,1,0,0,4,0,0,0,1,0,0,1,10,3,4309,89,0,27,1
0,0,0,0,5,0,0,0,0,0,0,0,10,2,0,40,0,19,1
14,0,0,0,21,0,2,0,1,0,0,0,16,3,0,68,0,17,1
0,0,0,0,10,0,0,0,0,0,0,0,14,8,0,43,0,49,1
0,1,0,0,3,13,0,0,0,0,1,0,8,3,3098,33,0,17,1
0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,46,0,13,1
0,0,0,0,10,0,0,0,0,0,0,0,14,8,0,43,0,49,1
0,1,0,0,1,13,0,0,0,0,1,0,8,3,3098,35,0,17,1
28,1,0,0,0,0,0,0,0,1,0,0,14,4,11980,41,0,15,1
43,1,0,0,4,0,0,0,1,1,0,0,17,4,0,52,0,14,1
0,0,0,0,0,0,1,0,0,0,0,0,11,3,0,54,0,18,1
70,1,0,0,2,0,1,0,2,1,0,0,22,6,0,71,0,13,1
0,1,0,0,0,0,0,0,0,0,0,0,10,4,5825,41,0,31,1
0,1,0,0,0,0,0,0,0,1,0,0,7,3,3679,34,0,20,1
105,1,0,0,8,0,1,2,2,1,0,1,31,7,11980,93,0,15,1
0,1,0,0,8,0,0,0,0,1,0,0,9,2,2214,23,0,15,1
0,1,0,0,50,0,0,0,0,1,0,0,18,10,0,101,0,81,1
0,0,0,0,0,0,0,0,0,1,0,0,8,3,2048,31,0,13,1
36,1,0,0,1,0,0,0,1,1,0,0,17,4,0,48,0,14,1
78,0,0,0,1,0,0,2,3,1,0,0,21,5,0,87,0,15,1
14,0,0,0,2,0,0,0,1,0,0,0,11,3,0,36,0,19,1
0,0,0,0,15,0,3,0,1,0,0,0,20,11,0,169,0,77,1
0,1,0,0,22,0,1,0,0,1,0,0,11,3,2235,39,0,24,1
0,1,0,0,0,0,1,0,0,0,0,0,9,2,1585,36,0,20,1
0,1,0,0,19,0,0,0,0,1,0,0,9,3,0,37,0,21,1
46,1,0,0,2,0,1,0,2,1,0,0,19,4,0,51,0,14,1
0,1,0,0,2,13,0,0,0,0,1,0,8,3,3098,34,0,17,1
0,0,0,0,0,0,0,0,0,1,0,0,9,2,0,39,0,20,1
7,0,0,0,0,0,1,0,1,0,0,0,16,7,0,49,0,30,1
38,1,0,0,11,0,2,0,0,0,0,0,11,3,3241,58,0,13,1
0,1,0,0,0,0,0,0,0,1,0,0,9,2,4383,41,0,13,1
89,1,0,0,2,0,1,1,2,1,0,0,31,7,11501,87,0,15,1
0,1,0,0,19,0,1,0,0,1,0,0,12,2,6050,62,0,25,1
0,0,0,0,19,0,0,0,0,1,0,0,8,2,0,31,0,15,1
0,1,0,0,0,0,1,0,0,0,0,0,11,3,3264,49,0,20,1
0,0,0,0,2,0,0,0,0,1,0,0,9,2,0,36,0,25,1
0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,34,0,34,1
0,0,0,0,22,0,0,0,0,1,0,0,7,2,0,35,0,23,1
0,0,0,0,0,0,0,0,0,1,0,0,8,3,0,45,0,37,1
0,1,0,0,20,0,0,0,0,1,0,0,12,3,6174,65,0,26,1
15,0,0,0,0,2,0,0,1,0,0,0,19,4,5887,87,0,21,1
0,0,0,0,1,0,0,0,0,0,0,0,10,4,3343,39,0,32,1
164,0,0,0,41,0,0,0,0,1,0,0,13,3,0,221,0,24,1
32,1,0,0,2,0,1,0,0,0,0,0,14,5,5825,54,0,20,1
0,0,0,0,0,12,2,0,0,0,16,0,9,3,4271,37,0,38,1
0,1,0,0,0,0,0,0,0,0,0,0,10,3,0,41,0,24,1
0,1,0,0,6,0,3,0,0,0,0,0,13,5,2235,42,0,30,1
0,1,0,0,0,0,2,0,0,0,0,0,16,8,3888,77,0,48,1
0,1,0,0,50,0,3,0,0,1,0,0,17,3,6877,86,0,20,1
0,0,0,0,18,0,1,0,0,0,0,0,12,3,0,60,0,17,1
68,1,0,0,2,0,1,1,2,1,0,0,24,6,11980,70,0,16,1
0,0,0,0,20,0,1,0,0,0,0,0,18,4,0,91,0,22,1
0,0,0,0,16,0,3,0,1,0,0,0,21,12,0,168,0,78,1
0,0,0,0,3,0,0,0,0,0,0,0,7,3,4271,32,0,34,1
0,1,0,0,18,155,0,0,0,1,57,0,8,2,2048,42,0,19,1
0,1,0,0,0,0,0,0,0,1,0,0,9,3,0,32,0,22,1
0,0,0,0,20,0,0,0,0,0,0,0,13,5,0,32,0,19,1
0,1,0,0,24,0,1,0,0,0,0,0,10,3,0,40,0,25,1
0,0,0,0,2,0,1,0,0,0,0,0,13,2,0,53,0,18,1
0,0,0,0,17,0,3,0,1,0,0,0,21,12,0,168,0,79,1
0,1,0,0,0,0,0,0,0,0,0,0,8,3,2235,36,0,23,1
59,0,0,0,7,0,1,0,3,0,0,0,17,4,0,80,0,16,1
0,0,0,0,9,0,0,0,0,0,0,0,14,8,0,43,0,50,1
0,1,0,0,1,1,0,0,0,0,0,0,8,3,3098,35,0,17,1
0,1,0,0,2,13,0,0,0,0,1,0,8,3,3098,34,0,17,1
0,1,0,0,42,0,3,0,0,1,0,0,17,3,6877,94,0,20,1
0,0,0,0,10,0,1,0,0,1,0,0,12,2,5184,37,0,14,1
0,0,0,0,21,0,0,0,0,1,0,0,9,2,0,48,0,24,1
82,1,0,0,2,0,1,1,2,1,0,0,30,6,0,80,0,14,1
61,0,0,0,1,0,0,3,4,1,0,0,28,9,0,91,0,31,1
0,1,0,0,0,0,0,0,0,1,0,0,11,5,0,46,0,28,1
0,1,0,0,2,0,0,0,0,0,0,0,8,3,0,31,0,24,1
0,0,0,0,2,0,6,0,0,1,0,0,18,2,0,74,0,20,1
0,0,0,0,13,0,0,0,3,0,0,0,12,2,0,75,0,15,1
0,0,0,0,26,0,3,0,1,0,0,0,21,12,0,158,0,78,1
68,1,0,0,2,0,1,1,2,1,0,0,24,6,6076,66,0,12,1
35,0,0,0,1,0,0,0,1,1,0,0,17,4,0,48,0,14,1
0,0,0,0,64,0,1,0,0,0,0,0,20,10,0,109,0,21,1
0,1,0,0,0,0,1,0,0,0,0,0,13,3,3643,65,0,14,1
0,1,0,0,15,50,1,0,0,0,9,0,10,2,4020,54,0,29,1
0,0,0,0,17,0,3,0,1,0,0,0,20,11,0,165,0,75,1
0,1,0,0,18,0,0,0,0,1,0,0,10,2,4848,48,0,20,1
0,0,0,0,0,0,1,0,0,0,0,0,9,3,0,40,0,22,1
70,1,0,0,2,0,1,0,2,0,0,0,25,6,2688,70,0,15,1
0,1,0,0,0,0,0,0,0,1,0,0,13,3,0,68,0,25,1
0,1,0,0,0,0,1,0,0,1,0,0,10,2,3847,36,0,18,1
0,0,0,0,0,0,1,0,0,0,0,0,11,3,0,46,0,17,1
0,0,0,0,13,0,1,0,0,1,0,0,13,2,0,60,0,30,1
0,1,0,0,0,0,1,0,0,1,0,0,10,4,3647,44,0,21,1
0,1,0,0,4,13,0,0,0,0,1,0,8,3,3098,32,0,17,1
0,0,0,0,9,0,0,0,0,0,0,0,14,8,0,43,0,50,1
0,1,0,0,17,0,0,0,0,1,0,0,8,2,3924,46,0,27,1
0,0,0,0,24,0,0,0,0,0,0,0,9,3,0,38,0,22,1
0,0,0,0,11,0,0,0,0,0,0,0,14,7,0,30,0,18,1
0,0,0,0,15,0,0,0,0,0,0,0,11,4,0,18,0,17,1
0,1,0,0,0,0,0,0,0,1,0,0,9,2,4757,55,0,25,1
156,0,0,0,102,0,2,1,2,0,0,0,19,3,0,126,0,17,1
0,1,0,0,22,0,2,0,0,0,0,0,10,3,0,41,0,32,1
0,1,0,0,1,0,4,0,0,0,0,0,13,4,6913,53,0,21,1
0,0,0,0,25,0,3,0,1,0,0,0,21,12,0,160,0,79,1
0,1,0,0,0,212,1,0,0,1,79,0,9,2,11733,38,0,17,1
0,1,0,0,2,0,0,0,0,1,0,0,7,2,0,31,0,22,1
89,0,0,0,12,0,0,0,1,1,0,0,27,7,0,80,0,15,1
0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,51,0,31,1
0,1,0,0,1,13,0,0,0,0,1,0,8,3,3098,35,0,17,1
38,1,0,0,14,0,0,3,4,1,0,0,20,4,3816,43,0,18,1
0,1,0,0,0,0,0,0,0,1,0,0,8,3,1579,35,0,15,1
0,1,0,0,0,0,0,0,0,0,0,0,7,3,0,38,0,37,1
0,1,0,0,4,8,1,0,0,1,0,0,16,6,2317,61,0,21,1
0,0,0,0,19,0,3,0,1,0,0,0,20,11,0,163,0,75,1
0,0,0,0,0,0,1,0,0,1,0,0,11,3,3598,39,0,17,1
0,0,0,0,17,0,3,0,1,0,0,0,21,12,0,167,0,78,1
0,0,0,0,0,0,2,0,0,0,0,0,19,13,0,94,0,105,1
0,0,0,0,0,0,2,0,0,1,0,0,15,6,0,80,0,33,1
0,0,0,0,38,0,3,0,0,0,0,0,15,8,0,76,0,121,1
0,0,0,0,57,0,1,0,0,1,0,0,10,2,0,62,0,22,1
0,0,0,0,0,0,0,0,0,1,0,0,10,2,0,39,0,22,1
0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,34,0,18,1
0,0,0,0,0,0,0,0,0,1,0,0,8,3,0,30,0,26,1
0,1,0,0,1,13,0,0,0,0,1,0,8,3,3098,35,0,17,1
0,1,0,0,0,157,0,0,0,1,62,0,8,2,11733,30,0,16,1
255,1,0,0,11,3,5,13,5,1,1,0,58,10,4309,218,0,17,1
0,1,0,0,0,0,1,0,0,1,0,0,12,2,3264,58,0,25,1
0,1,0,0,19,0,1,0,0,1,0,0,12,2,6050,62,0,25,1
0,1,0,0,0,0,0,0,0,1,0,0,11,2,8798,46,0,13,1
0,0,0,0,0,0,2,0,0,1,0,0,12,2,0,30,0,13,1
0,1,0,0,13,0,0,0,0,1,0,0,11,4,8023,55,0,22,1
0,0,0,0,22,0,1,0,0,1,0,0,10,2,0,36,0,19,1
0,0,0,0,19,0,3,0,1,0,0,0,21,12,0,166,0,79,1
0,0,0,0,0,0,3,0,0,0,0,0,11,3,0,51,0,47,1
0,1,0,0,3,13,0,0,0,0,1,0,8,3,3098,33,0,17,1
70,0,0,0,1,0,1,3,4,1,0,0,30,10,0,106,0,39,1
0,1,0,0,5,0,0,0,0,0,0,0,18,10,0,69,0,63,1
0,1,0,0,21,0,2,0,0,1,0,0,14,3,3908,68,0,22,1
0,1,0,0,4,13,0,0,0,0,1,0,8,3,3098,32,0,17,1
0,0,0,0,0,0,2,0,0,0,0,0,14,6,0,57,0,41,1
0,0,0,0,0,0,0,0,0,1,0,0,8,3,0,36,0,22,1
0,0,0,0,0,0,1,0,0,1,0,0,11,5,0,39,0,16,1
120,1,0,0,49,0,3,0,2,1,0,0,22,5,7065,104,0,30,1
0,1,0,0,8,0,0,0,0,0,0,0,13,8,0,42,0,49,1
0,0,0,0,16,0,3,0,1,0,0,0,20,11,0,166,0,75,1
0,0,0,0,17,0,5,0,0,0,0,0,16,4,0,80,0,61,1
0,1,0,0,0,0,0,0,0,1,0,0,11,3,5463,53,0,18,1
0,1,0,0,2,1,0,0,0,0,0,0,8,3,3099,34,0,17,1
182,1,0,0,10,0,4,12,12,1,0,0,57,8,4331,171,0,35,1
0,0,0,0,11,0,2,0,0,0,0,0,18,5,0,53,0,17,1
0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,34,0,25,1
14,0,0,0,18,0,2,0,1,0,0,0,16,3,0,71,0,17,1
0,1,0,0,17,0,2,0,0,1,0,0,15,3,2318,72,0,15,1
0,0,0,0,4,1,0,0,0,0,0,0,7,3,4272,33,0,36,1
0,0,0,0,0,0,1,0,0,0,0,0,10,2,0,35,0,16,1
0,1,0,0,2,2,0,0,0,0,1,0,8,3,3099,34,0,17,1
79,1,0,0,1,0,1,3,4,1,0,1,31,9,0,98,0,32,1
0,1,0,0,17,0,0,0,0,1,0,0,8,2,3925,46,0,27,1
78,0,0,0,4,0,0,2,3,1,0,0,21,5,0,83,0,18,1
0,0,0,0,0,0,0,0,0,1,0,0,9,4,0,34,0,27,1
30,0,0,0,4,0,0,0,2,0,0,0,12,3,0,62,0,15,1
80,0,0,0,0,0,0,0,0,1,0,0,22,14,0,103,0,25,1
0,0,0,0,19,0,0,0,0,0,0,0,11,2,0,35,0,17,1
0,1,0,0,2,13,0,0,0,0,1,0,8,3,3099,34,0,17,1
0,1,0,0,3,0,3,0,0,1,0,0,9,3,3265,28,0,33,1
0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,47,0,27,1
0,0,0,0,0,0,1,0,0,1,0,0,11,2,0,56,0,22,1
0,1,0,0,2,13,0,0,0,0,1,0,8,3,3099,34,0,17,1
0,0,0,0,0,0,3,0,0,1,0,0,13,3,0,77,0,25,1
0,1,0,0,2,13,0,0,0,0,1,0,8,3,3099,34,0,17,1
0,0,0,0,0,0,1,0,0,1,0,0,9,2,0,43,0,28,1
0,0,0,0,19,0,3,0,1,0,0,0,21,12,0,164,0,77,1
0,1,0,0,1,1,0,0,0,0,0,0,8,3,3099,35,0,17,1
100,1,0,0,15,0,0,0,8,1,0,1,29,3,3599,123,0,21,1
0,0,0,0,23,0,3,0,1,0,0,0,21,12,0,160,0,77,1
0,0,0,0,0,4,0,0,0,1,4,0,7,3,4272,37,0,36,1
0,1,0,0,7,0,0,0,0,0,0,0,13,6,0,60,0,29,1
0,1,0,0,20,0,2,0,0,1,0,0,14,3,3909,69,0,22,1
0,0,0,0,0,0,1,0,0,0,0,0,9,3,0,37,0,24,1
0,0,0,0,18,0,0,0,1,0,0,0,10,3,0,125,0,24,1
0,1,0,0,0,0,1,0,0,0,0,0,11,3,0,45,0,19,1
0,0,0,0,1,0,0,0,0,0,0,0,14,3,0,54,0,22,1
0,1,0,0,0,0,1,0,0,1,0,0,12,4,6032,58,0,23,1
