Query length,ASN updation date,Levenshtein Distance,Google Search Feature,Numeric Character,Is domain suspicious,Dash,Semicolon,Equals,Is www present,Sensitive Words,Https in URL,Special Characters,Dots,Domain Age in Days,English Letters,Exec() Function,Host name length,Label
0,1,0,0,0,0,0,0,0,1,0,1,9,3,0,40,0,20,0
0,1,0,0,0,0,0,0,0,1,0,1,8,3,2230,52,0,23,0
0,1,0,0,0,185,0,0,0,1,0,1,8,3,912,46,0,16,0
0,1,0,0,0,0,0,0,0,1,0,1,11,4,0,68,0,26,0
5,1,0,0,3,0,0,0,1,1,0,1,8,2,3259,25,0,21,0
0,1,0,0,10,0,4,0,0,1,0,1,13,3,13519,54,0,18,0
0,1,0,0,0,66,0,0,0,1,12,1,5,2,1655,20,0,17,0
0,1,0,0,0,0,5,0,0,1,0,1,14,3,4219,65,0,12,0
0,1,0,0,0,0,0,0,0,1,0,1,9,3,0,38,0,20,0
0,1,34,11,8,0,0,0,0,1,0,1,8,3,1143,33,0,18,0
0,1,0,0,0,0,0,0,0,1,0,1,7,2,2209,22,0,13,0
12,1,0,0,5,0,0,0,1,1,0,1,11,3,11241,40,0,21,0
0,1,0,0,4,0,0,0,0,1,0,1,7,3,4317,24,0,18,0
0,1,0,0,0,0,1,0,0,1,0,1,8,2,3259,44,0,25,0
0,1,0,0,2,9,0,0,0,1,0,1,12,3,8651,61,0,17,0
0,1,0,0,0,64,0,0,0,1,3,1,9,3,8651,41,0,17,0
0,1,0,0,0,94,0,0,0,1,12,1,6,2,4210,37,2,25,0
0,1,0,0,0,0,0,0,0,1,0,1,10,3,0,53,0,27,0
10,1,0,0,3,0,1,0,0,1,0,1,11,4,5646,48,0,25,0
0,1,0,0,0,27,0,0,0,1,10,1,6,2,11728,33,0,20,0
0,1,0,0,0,0,0,0,0,1,0,1,8,3,0,38,0,20,0
0,1,0,0,9,0,0,0,0,1,0,1,16,3,5242,75,0,21,0
0,1,8,1,0,0,0,0,0,1,0,1,11,2,2230,40,0,17,0
0,1,0,0,0,112,4,0,0,1,16,1,13,3,2918,79,1,18,0
0,1,0,0,0,0,1,0,0,1,0,1,11,3,1655,53,0,28,0
0,1,0,0,0,69,0,0,0,1,6,1,9,3,6897,39,0,16,0
0,1,0,0,3,0,0,0,0,1,0,1,8,2,3259,28,0,17,0
0,1,0,0,7,43,0,0,0,1,18,1,8,2,1574,24,16,12,0
0,1,0,0,0,21,0,0,0,1,4,1,11,3,4794,71,0,20,0
0,1,0,0,15,0,1,0,0,1,0,1,9,2,6876,38,0,16,0
0,1,0,0,0,0,0,0,0,1,0,1,7,3,2043,23,0,21,0
9,1,0,0,3,0,0,0,1,1,0,1,9,3,1574,43,0,24,0
0,1,0,0,0,0,2,0,0,1,0,1,12,2,3959,53,0,15,0
0,0,0,0,0,0,0,0,0,1,0,1,12,3,4640,54,0,15,0
8,0,0,0,0,0,0,0,1,1,0,1,8,2,0,31,0,15,0
0,1,0,0,4,8,3,0,0,1,3,1,11,2,1574,44,0,14,0
0,1,0,0,0,97,0,0,0,1,12,1,6,2,3224,35,0,32,0
0,1,9,5,3,42,6,0,0,1,8,1,13,2,2918,41,0,12,0
0,1,0,0,0,81,0,0,0,1,11,1,6,2,3593,24,0,21,0
0,1,0,0,0,0,2,0,0,1,0,1,9,2,3230,47,0,16,0
0,1,0,0,0,53,0,0,0,1,12,1,7,3,3259,19,0,17,0
32,1,0,0,3,0,0,0,2,1,0,1,14,4,0,54,0,22,0
0,1,0,0,0,0,8,0,0,1,0,1,17,3,3779,114,0,21,0
0,1,0,0,0,52,0,0,0,1,7,1,6,2,3819,22,0,19,0
0,1,0,0,0,0,1,0,0,1,0,1,8,2,2918,38,0,15,0
0,1,8,9,0,0,0,0,0,1,0,1,6,2,3903,31,0,28,0
0,1,0,0,0,51,0,0,0,1,16,1,12,2,2918,38,0,11,0
19,1,0,0,15,0,0,0,1,1,0,1,9,3,3181,30,0,16,0
11,1,0,0,2,57,1,0,1,1,5,1,11,3,5919,50,0,24,0
0,1,0,0,0,133,3,0,0,1,87,1,10,2,4640,47,0,17,0
0,0,0,0,0,0,1,0,0,1,0,1,7,2,0,27,0,25,0
0,1,0,0,11,0,5,0,0,1,0,1,20,3,2921,96,0,19,0
0,1,9,2,0,0,3,0,0,1,0,1,10,3,3902,42,0,14,0
21,1,9,2,8,494,1,0,2,1,80,1,13,3,3259,42,0,18,0
0,0,44,0,7,0,7,0,0,1,0,1,17,4,4266,64,0,27,0
0,1,0,0,12,0,3,0,0,1,0,1,14,3,4086,62,0,44,0
10,1,0,0,14,0,0,0,1,1,0,1,17,3,1948,67,0,14,0
0,1,0,0,6,0,5,0,0,1,0,1,15,2,7248,55,0,18,0
0,1,0,0,0,0,0,0,0,1,0,1,7,3,8651,35,0,33,0
0,1,0,0,2,0,0,0,0,1,0,1,11,3,3384,44,0,13,0
0,1,0,0,0,0,0,0,0,1,0,1,6,2,3842,32,0,29,0
0,1,0,0,6,15,5,0,0,1,2,1,11,2,4514,45,0,15,0
0,0,0,0,0,0,1,0,0,1,0,1,7,2,0,22,0,20,0
0,1,0,0,0,0,0,0,0,1,0,1,12,3,0,63,0,20,0
0,1,0,0,7,3,8,0,0,1,1,1,16,2,1095,59,0,15,0
0,1,0,0,0,78,0,0,0,1,0,1,9,3,10890,41,0,24,0
0,1,0,0,1,0,1,0,0,1,0,1,8,3,3842,37,0,26,0
0,1,0,0,0,0,0,0,0,1,0,1,6,2,3345,17,0,14,0
0,1,0,0,0,64,0,0,0,1,0,1,8,2,4188,36,0,17,0
0,1,0,0,1,0,0,0,0,1,0,1,10,2,2293,37,0,18,0
0,0,0,0,0,54,0,0,0,1,8,1,6,2,2918,16,0,13,0
0,1,0,0,0,12,0,0,0,1,5,1,13,3,4833,60,0,17,0
0,1,0,0,0,0,0,0,0,1,0,1,9,3,0,40,0,24,0
0,1,0,0,4,5,1,0,0,1,2,1,15,3,11728,44,0,15,0
16,1,0,0,2,0,0,0,3,1,0,1,13,3,0,39,0,20,0
0,1,0,0,7,0,1,0,0,1,0,1,10,2,8227,36,0,13,0
0,1,0,0,0,431,0,0,0,1,84,1,6,2,3441,25,0,22,0
0,1,0,0,8,0,2,0,0,1,0,1,12,2,0,44,0,21,0
0,1,0,0,0,13,3,0,0,1,5,1,11,3,5169,51,0,19,0
0,1,0,0,8,0,0,0,0,1,0,1,8,2,1948,26,0,15,0
29,1,0,0,0,0,1,0,1,1,0,1,16,4,2918,56,0,14,0
0,1,46,0,0,0,0,0,0,1,0,1,10,2,11106,39,0,19,0
0,1,0,0,2,0,3,0,0,1,0,1,10,2,1115,48,0,16,0
0,1,0,0,0,0,0,0,0,1,0,1,6,2,2679,25,0,22,0
0,1,0,0,14,0,1,0,0,1,0,1,9,2,3849,24,0,14,0
0,1,9,3,0,0,0,0,0,1,0,1,7,2,3230,34,0,16,0
0,1,0,0,0,0,0,0,0,1,0,1,6,2,11728,35,0,32,0
13,1,0,0,1,3,0,0,1,1,1,1,9,2,4266,33,0,15,0
0,1,0,0,0,244,0,0,0,1,48,1,6,2,1948,27,0,15,0
0,1,0,0,8,0,1,0,0,1,0,1,11,2,3230,33,0,16,0
0,0,0,0,0,0,0,0,0,1,0,1,9,2,0,32,0,15,0
0,1,0,0,0,14,0,0,0,1,0,1,7,2,6821,34,0,24,0
0,1,0,0,8,0,6,0,0,1,0,1,13,3,1574,63,0,19,0
0,1,0,0,0,0,0,0,0,1,0,1,13,3,0,56,0,20,0
0,1,0,0,12,0,0,0,0,1,0,1,8,2,1271,36,0,24,0
0,1,0,0,0,12,0,0,0,1,0,1,6,2,3742,21,0,18,0
0,1,0,0,0,53,4,0,0,1,7,1,11,2,1143,49,0,17,0
0,1,0,0,0,45,0,0,0,1,12,1,9,3,3728,42,0,18,0
0,1,0,0,7,104,0,0,0,1,82,1,8,2,1574,28,16,12,0
0,1,0,0,9,0,6,0,0,1,0,1,14,3,2027,54,0,19,0
0,1,0,0,1,0,0,0,0,1,0,1,9,3,2230,46,0,25,0
0,1,0,0,3,0,0,0,0,1,0,1,15,6,0,79,0,45,0
0,0,0,0,0,0,0,0,0,1,0,1,7,3,4266,37,0,35,0
21,1,0,0,8,464,1,0,2,1,73,1,13,3,3593,42,0,18,0
0,1,9,0,4,85,0,0,0,1,30,1,9,3,2027,32,2,20,0
0,1,9,2,9,0,0,0,0,1,0,1,10,3,3593,44,0,16,0
17,1,0,0,1,0,0,0,1,1,0,1,11,3,3593,38,0,14,0
0,1,0,0,4,0,5,0,0,1,0,1,13,2,3656,43,0,15,0
0,1,0,0,0,0,3,0,0,1,0,1,14,2,12759,56,0,18,0
0,1,0,0,0,0,1,0,0,1,0,1,7,2,0,31,0,18,0
0,1,0,0,0,0,1,0,0,1,0,1,11,3,0,56,0,31,0
0,1,0,0,0,0,0,0,0,1,0,1,8,3,0,36,0,16,0
0,1,0,0,0,244,0,0,0,1,48,1,6,2,1948,35,0,15,0
0,1,0,0,0,115,0,0,0,1,14,1,8,2,7192,44,0,15,0
13,1,0,0,2,3,0,0,1,1,1,1,8,2,4266,33,0,15,0
0,0,0,0,2,0,0,0,0,1,0,1,11,3,4350,46,0,11,0
0,1,0,0,3,0,0,0,0,1,0,1,8,2,4160,29,0,16,0
0,1,0,0,0,0,0,0,0,1,0,1,7,2,3259,27,0,15,0
0,1,0,0,1,61,0,0,0,1,8,1,13,3,4833,58,0,17,0
0,1,0,0,0,0,2,0,0,1,0,1,10,3,6222,53,0,27,0
0,1,0,0,0,244,0,0,0,1,48,1,6,2,1948,30,0,15,0
0,0,0,0,0,0,0,0,0,1,0,1,7,3,0,35,0,24,0
0,1,0,0,6,0,2,0,0,1,0,1,12,3,1574,46,0,25,0
0,1,0,0,6,69,1,0,0,1,8,1,10,2,3593,44,0,18,0
0,1,0,0,9,6,11,0,0,1,1,1,22,4,3593,75,0,16,0
0,0,0,0,0,0,1,0,0,1,0,1,9,4,0,53,0,32,0
0,1,9,2,6,33,0,0,0,1,9,1,7,2,3593,27,0,20,0
13,1,0,0,3,0,0,0,1,1,0,1,11,3,3236,41,0,18,0
0,1,0,0,10,10,9,0,0,1,4,1,16,2,2918,80,0,22,0
0,1,0,0,0,0,2,0,0,1,0,1,9,2,3593,43,0,19,0
0,1,0,0,3,425,0,0,0,1,63,1,9,3,3259,28,1,19,0
0,0,0,0,0,0,0,0,0,1,0,1,7,3,0,36,0,26,0
10,1,0,0,0,49,0,0,1,1,11,1,9,3,2918,40,0,20,0
0,1,0,0,4,0,3,0,0,1,0,1,11,3,3593,39,0,17,0
0,1,0,0,4,0,0,0,0,1,0,1,11,3,0,45,0,20,0
0,1,0,0,0,0,0,0,0,1,0,1,6,2,5689,27,0,24,0
19,1,0,0,12,0,0,0,2,1,0,1,13,3,4877,48,0,16,0
0,1,0,0,0,0,0,0,0,1,0,1,9,3,3656,38,0,17,0
0,1,0,0,0,0,0,0,0,1,0,1,14,3,7136,83,0,21,0
0,1,0,0,5,0,0,0,0,1,0,1,8,2,4640,40,0,16,0
0,0,0,0,0,0,0,0,0,1,0,1,6,2,0,20,0,17,0
0,1,0,0,13,0,0,0,0,1,0,1,17,3,0,59,0,20,0
0,1,0,0,0,30,0,0,0,1,6,1,6,2,1115,25,8,22,0
0,1,0,0,0,0,0,0,0,1,0,1,7,3,6876,37,0,16,0
0,1,0,0,7,111,4,0,0,1,11,1,13,3,3259,64,2,23,0
0,1,0,0,0,0,0,0,0,1,0,1,9,2,3300,39,0,12,0
51,1,0,0,8,0,0,0,3,1,0,1,16,2,2230,63,0,14,0
0,1,0,0,0,0,0,0,0,1,0,1,7,2,8823,30,0,15,0
0,1,0,0,12,0,1,0,0,1,0,1,15,3,2694,48,0,18,0
0,1,0,0,5,16,0,0,0,1,9,1,9,2,2728,48,0,18,0
0,1,0,0,7,0,0,0,0,1,0,1,11,3,11179,42,0,21,0
0,1,0,0,0,97,1,0,0,1,20,1,8,2,2922,36,0,18,0
36,0,0,0,4,0,0,0,1,1,0,0,14,4,0,48,0,14,1
0,1,0,0,0,0,0,0,0,1,0,0,7,3,3678,31,0,20,1
0,0,0,0,20,0,1,0,0,0,0,0,9,3,0,32,0,20,1
0,0,0,0,0,0,0,0,0,1,0,0,8,3,0,32,0,18,1
0,0,0,0,25,0,2,0,1,1,0,0,10,2,0,106,0,14,1
153,0,0,0,97,0,0,0,2,1,0,0,18,4,0,144,0,26,1
0,0,0,0,25,0,2,0,1,1,0,0,11,3,0,107,0,16,1
0,1,0,0,24,0,0,0,0,1,0,0,10,2,8981,45,0,20,1
0,0,0,0,16,0,5,0,0,0,0,0,16,6,0,75,0,99,1
0,1,0,0,4,13,0,0,0,0,1,0,8,3,3097,32,0,17,1
42,1,0,0,3,0,0,0,1,0,0,1,14,5,4270,91,0,19,1
0,1,0,0,0,11,0,0,0,0,0,0,12,5,3597,43,0,12,1
0,1,0,0,1,13,0,0,0,0,1,0,8,3,3097,35,0,17,1
0,1,0,0,49,0,3,0,0,1,0,0,17,3,6876,87,0,20,1
38,1,0,0,38,0,0,0,1,0,0,0,10,3,4802,50,0,48,1
0,1,0,0,3,13,0,0,0,0,1,0,8,3,3097,33,0,17,1
0,0,0,0,1,0,0,0,0,0,0,0,9,4,0,34,0,32,1
0,0,0,0,88,0,0,0,7,0,0,0,24,4,0,153,0,36,1
0,1,0,0,21,0,1,0,0,0,0,0,12,3,0,63,0,33,1
0,0,0,0,1,0,2,0,0,0,0,0,10,4,4270,30,0,33,1
0,0,0,0,0,0,1,0,0,1,0,0,11,3,0,63,0,24,1
0,1,0,0,14,1,5,0,0,1,1,0,17,3,6232,116,0,32,1
0,0,0,0,23,0,5,0,0,0,0,0,17,4,0,85,0,70,1
0,1,0,0,0,0,0,0,0,1,0,0,11,4,4034,57,0,22,1
0,0,0,0,0,0,0,0,0,1,0,0,9,3,0,40,0,18,1
0,0,0,0,19,0,1,0,0,0,0,0,15,10,4391,63,0,89,1
0,0,0,0,0,0,1,0,0,1,0,0,12,3,0,52,0,29,1
0,0,0,0,0,0,1,0,0,1,0,0,10,3,0,40,0,25,1
0,0,0,0,0,0,0,0,0,1,0,0,7,2,0,32,0,25,1
64,0,0,0,2,0,1,0,2,1,0,0,23,6,0,62,0,11,1
0,1,0,0,2,13,0,0,0,0,1,0,8,3,3097,34,0,17,1
0,0,0,0,1,19,2,0,0,0,2,0,10,4,4270,30,19,33,1
152,0,0,0,83,0,2,0,2,0,0,0,18,3,0,142,0,17,1
0,1,0,0,28,0,0,0,0,1,0,0,14,3,3263,54,0,21,1
0,1,0,0,0,0,0,0,0,0,0,0,8,3,0,45,0,24,1
0,0,0,0,4,0,2,0,0,0,0,0,14,4,0,49,0,19,1
0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,36,0,25,1
0,0,0,0,15,0,3,0,1,0,0,0,20,11,0,169,0,77,1
0,1,0,0,0,13,0,0,0,0,1,0,8,3,3097,36,0,17,1
0,1,0,0,0,0,1,0,0,0,0,0,12,3,2698,54,0,16,1
21,1,0,0,9,0,1,0,1,0,0,0,11,3,3642,30,0,16,1
0,0,0,0,1,0,0,0,0,1,0,0,9,3,0,35,0,16,1
0,0,0,0,1,0,0,0,0,1,0,0,8,2,0,37,0,28,1
0,0,0,0,8,0,3,0,0,0,0,0,12,3,0,37,0,28,1
0,0,0,0,20,0,3,0,1,0,0,0,21,12,0,164,0,78,1
0,1,0,0,26,0,0,0,0,0,0,0,13,4,0,50,0,20,1
0,0,0,0,0,0,0,0,0,1,0,0,8,3,0,34,0,17,1
0,0,0,0,8,0,1,0,0,1,0,0,14,5,0,65,0,23,1
0,1,0,0,2,13,0,0,0,0,1,0,8,3,3097,34,0,17,1
0,1,0,0,17,0,2,0,0,0,0,0,10,3,0,46,0,32,1
0,0,0,0,20,0,2,0,0,1,0,0,15,3,0,55,0,27,1
0,1,0,0,2,0,2,0,0,0,0,0,16,8,3887,75,0,48,1
0,1,0,0,4,13,0,0,0,0,1,0,8,3,3097,32,0,17,1
0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,35,0,28,1
0,0,0,0,20,0,1,0,0,1,0,0,16,4,0,89,0,18,1
0,0,0,0,24,0,0,0,0,0,0,0,12,3,0,60,0,20,1
0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,30,0,17,1
0,0,0,0,1,0,1,0,2,1,0,0,18,5,5461,103,0,30,1
0,1,0,0,3,0,0,0,0,0,0,0,9,5,0,46,0,33,1
0,1,0,0,13,0,1,0,0,0,0,0,12,3,0,71,0,33,1
0,1,0,0,1,0,0,0,0,0,0,0,10,3,5358,45,0,15,1
0,1,0,0,1,0,1,0,0,1,0,0,11,3,1099,49,0,20,1
0,1,0,0,0,13,0,0,0,0,1,0,8,3,3097,36,0,17,1
0,0,0,0,16,0,0,0,0,1,0,0,7,2,0,29,0,11,1
15,1,0,0,3,0,0,0,1,0,0,0,11,5,0,48,0,26,1
0,1,0,0,0,0,0,0,0,1,0,0,8,3,3923,38,0,27,1
0,1,0,0,1,13,0,0,0,0,1,0,8,3,3097,35,0,17,1
0,0,0,0,1,0,0,0,0,1,0,0,8,3,0,41,0,24,1
0,1,0,0,2,13,0,0,0,0,1,0,8,3,3097,34,0,17,1
0,1,0,0,0,0,0,0,0,1,0,0,11,2,5496,60,0,23,1
105,1,0,0,8,0,1,2,2,1,0,1,31,7,11979,93,0,15,1
0,1,0,0,17,0,2,0,0,1,0,0,15,3,2316,72,0,15,1
0,0,0,0,0,0,1,0,0,1,0,0,12,3,0,48,0,25,1
0,0,0,0,1,0,0,0,0,0,0,0,8,3,0,54,0,20,1
0,0,0,0,0,0,0,0,1,0,0,0,10,4,0,34,0,16,1
0,0,0,0,1,0,0,0,0,0,0,0,13,7,0,55,0,37,1
0,1,0,0,26,0,1,0,0,1,0,0,14,5,4789,69,0,18,1
0,1,0,0,0,0,1,0,0,0,0,0,12,3,3815,60,0,25,1
0,0,0,0,17,0,3,0,1,0,0,0,20,11,0,165,0,75,1
3,0,0,0,2,0,1,0,1,0,0,0,15,6,0,48,0,36,1
68,0,0,0,2,16,1,1,2,1,5,0,25,7,3685,76,0,13,1
0,1,0,0,1,2,0,0,0,0,1,0,8,3,3097,35,0,17,1
0,1,0,0,2,0,0,0,0,0,0,0,12,4,0,47,0,27,1
40,1,0,0,2,152,1,0,2,1,59,0,17,4,2698,54,0,21,1
0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,30,0,18,1
0,1,0,0,0,0,1,0,0,0,0,0,11,3,9458,58,0,13,1
0,0,0,0,10,0,0,0,0,0,0,0,14,8,0,43,0,49,1
42,1,0,0,1,0,1,0,1,1,0,0,18,5,3417,65,0,17,1
0,0,0,0,0,0,1,0,0,0,0,0,12,6,0,42,0,17,1
0,0,0,0,22,0,1,0,0,0,0,0,15,10,5634,60,0,89,1
0,0,0,0,0,0,2,0,0,1,0,0,14,3,0,43,0,27,1
0,1,0,0,26,0,0,0,0,1,0,0,16,11,3923,201,0,226,1
0,0,0,0,23,0,3,0,1,0,0,0,20,11,0,159,0,75,1
0,1,0,0,0,0,0,0,0,0,0,0,14,3,2234,85,0,25,1
86,1,0,0,5,0,0,3,3,0,0,1,18,3,4270,124,0,27,1
0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,33,0,17,1
0,0,0,0,3,0,1,0,0,0,0,0,8,3,0,33,0,36,1
68,0,0,0,2,0,1,1,2,1,0,0,24,6,5517,71,0,13,1
0,0,0,0,0,0,0,0,0,0,0,0,9,2,1002,36,0,14,1
0,0,0,0,0,0,0,0,0,1,0,0,9,4,0,42,0,31,1
0,1,0,0,6,0,0,0,0,0,0,0,12,8,0,39,0,49,1
0,0,0,0,6,0,1,0,0,0,0,0,13,8,0,103,0,114,1
42,1,0,0,1,0,0,0,1,1,0,0,17,5,2687,60,0,15,1
0,0,0,0,0,0,1,0,0,1,0,0,11,3,0,44,0,13,1
0,1,0,0,91,0,0,0,0,1,0,0,14,4,4438,157,0,16,1
0,0,0,0,28,0,1,0,0,1,0,0,10,2,0,30,0,19,1
0,0,0,0,17,0,2,0,0,0,0,0,10,3,0,65,0,51,1
82,1,0,0,2,16,1,1,2,1,5,0,31,7,3685,85,0,15,1
0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,38,0,34,1
156,0,0,0,95,0,2,1,2,0,0,0,19,3,0,133,0,17,1
0,1,0,0,1,13,0,0,0,0,1,0,8,3,3097,35,0,17,1
0,0,0,0,0,8,2,0,0,0,12,0,9,3,4270,40,0,41,1
0,1,0,0,0,0,1,0,0,1,0,0,11,2,3481,46,0,20,1
0,0,0,0,0,0,2,0,0,1,0,0,12,3,3347,51,0,16,1
0,1,0,0,4,0,0,0,0,1,0,0,8,2,3398,32,0,16,1
0,1,0,0,21,0,2,0,0,1,0,0,11,2,3907,48,0,22,1
0,1,0,0,2,0,4,0,0,1,0,0,12,2,0,38,0,22,1
0,1,0,0,21,0,1,0,0,0,0,0,12,3,0,63,0,33,1
0,1,0,0,1,13,0,0,0,0,1,0,8,3,3097,35,0,17,1
0,1,0,0,2,0,2,0,0,0,0,0,17,4,7945,67,0,22,1
0,1,0,0,0,0,1,0,0,1,0,0,11,2,2316,48,0,14,1
63,0,0,0,2,0,1,0,2,0,0,0,22,6,0,67,0,16,1
34,1,0,0,10,0,2,0,3,0,0,0,21,4,9123,97,0,24,1
152,1,0,0,85,0,2,0,2,1,0,0,25,7,4565,153,0,24,1
0,1,0,0,1,1,0,0,0,0,0,0,8,3,3097,35,0,17,1
0,1,0,0,17,0,1,0,0,1,0,0,13,5,0,73,0,47,1
236,0,0,0,14,0,0,11,12,1,0,0,48,4,4270,202,0,16,1
0,0,0,0,1,0,0,0,0,0,0,0,10,4,0,37,0,16,1
0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,52,0,27,1
0,1,0,0,3,0,3,0,1,1,0,0,23,8,0,74,0,18,1
0,1,0,0,1,155,1,0,0,0,59,0,9,4,3388,39,0,28,1
150,0,0,0,100,0,0,0,1,0,0,0,15,3,0,132,0,20,1
0,0,0,0,10,0,0,0,0,0,0,0,14,8,0,43,0,49,1
0,1,0,0,0,0,1,0,0,0,0,0,13,3,6504,44,0,14,1
0,1,0,0,5,13,0,0,0,0,1,0,8,3,3097,31,0,17,1
0,1,0,0,0,0,0,0,0,0,0,0,12,3,0,58,0,28,1
0,1,0,0,5,0,0,0,0,0,0,0,11,3,0,52,0,20,1
0,0,0,0,15,0,2,0,1,1,0,0,10,2,0,117,0,15,1
0,1,0,0,16,0,2,0,0,0,0,1,19,4,2995,94,0,29,1
0,1,0,0,1,1,0,0,0,0,0,0,8,3,3097,35,0,17,1
0,0,0,0,16,0,3,0,1,0,0,0,21,12,0,168,0,78,1
0,1,0,0,2,13,0,0,0,0,1,0,8,3,3097,34,0,17,1
0,1,0,0,20,0,0,0,0,0,0,0,11,4,3157,62,0,34,1
0,1,0,0,0,64,2,0,0,1,19,0,13,6,12365,42,0,22,1
0,0,0,0,0,0,1,0,0,1,0,0,8,2,0,34,0,21,1
0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,33,0,17,1
0,1,0,0,0,0,0,0,0,0,0,0,14,8,0,50,0,37,1
0,1,0,0,2,0,0,0,0,1,0,0,7,2,0,34,0,22,1
0,0,0,0,0,0,1,0,0,1,0,0,11,3,0,50,0,18,1
0,1,0,0,0,0,1,0,0,0,0,0,10,3,3612,51,0,25,1
9,1,0,0,0,5,1,1,0,0,0,0,11,2,3513,33,0,23,1
0,0,0,0,2,0,0,0,0,0,0,0,11,3,4397,34,0,23,1
0,0,0,0,15,0,3,0,1,0,0,0,20,11,0,167,0,75,1
0,1,0,0,0,13,0,0,0,0,1,0,8,3,3097,36,0,17,1
0,0,0,0,0,0,1,0,0,0,0,0,11,4,0,47,0,31,1
0,0,0,0,16,0,2,0,0,1,0,0,12,2,0,61,0,19,1
0,0,0,0,0,0,1,0,0,0,0,0,14,3,0,78,0,30,1
0,1,0,0,3,0,0,0,0,1,0,0,18,9,6380,64,0,19,1
0,1,0,0,19,0,1,0,0,1,0,0,12,2,0,64,0,19,1
0,1,0,0,0,0,1,0,0,0,0,0,15,7,0,82,0,57,1
110,1,0,0,4,0,2,0,2,0,0,1,29,8,0,165,0,33,1
0,1,0,0,0,0,0,0,0,0,0,0,12,3,3823,64,0,18,1
0,0,0,0,18,0,3,0,1,0,0,0,20,11,0,165,0,76,1
0,0,0,0,1,0,0,0,0,0,0,0,8,3,0,38,0,25,1
0,1,0,0,0,0,0,0,0,0,0,0,8,3,0,33,0,24,1
63,0,0,0,4,0,1,0,2,1,0,0,22,6,3795,60,0,11,1
0,1,0,0,0,0,0,0,0,1,0,0,15,4,3816,68,0,15,1
0,0,0,0,0,0,0,0,0,1,0,0,11,3,0,57,0,24,1
0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,32,0,21,1
0,1,0,0,2,0,0,0,0,0,0,0,9,4,0,36,0,21,1
0,1,0,0,2,1,0,0,0,0,0,0,8,3,3097,34,0,17,1
94,1,0,0,8,0,1,1,2,1,0,0,32,8,0,87,0,17,1
0,1,0,0,2,13,0,0,0,0,1,0,8,3,3097,34,0,17,1
0,0,0,0,0,0,0,0,0,1,0,0,7,3,4308,44,0,43,1
0,1,0,0,0,0,0,0,0,0,0,0,14,8,0,65,0,28,1
0,1,0,0,0,0,0,0,0,1,0,0,13,3,5032,60,0,23,1
0,0,0,0,21,0,1,0,0,1,0,0,13,3,2031,59,0,23,1
0,1,0,0,0,0,3,0,0,1,0,0,10,3,4867,42,0,16,1
0,1,0,0,1,0,3,0,1,1,0,0,21,7,0,64,0,18,1
0,1,0,0,4,0,0,0,0,1,0,0,13,2,6825,56,0,18,1
0,0,0,0,0,0,0,0,0,1,0,0,11,3,4034,44,0,17,1
0,1,0,0,6,0,5,0,2,0,0,1,27,3,6919,121,0,17,1
0,1,0,0,1,13,0,0,0,0,1,0,8,3,3097,35,0,17,1
0,1,0,0,0,0,1,0,0,1,0,0,10,2,1099,35,0,19,1
50,1,0,0,0,0,0,0,1,1,0,0,18,6,6468,63,0,19,1
0,0,0,0,0,0,1,0,0,0,0,0,10,3,0,50,0,27,1
0,1,0,0,0,0,3,0,0,0,0,0,13,5,3975,80,0,50,1
0,1,0,0,1,13,0,0,0,0,1,0,8,3,3097,35,0,17,1
0,0,0,0,15,0,3,0,1,0,0,0,20,11,0,169,0,77,1
117,1,0,0,96,0,0,0,0,0,0,0,13,7,0,98,0,45,1
0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,32,0,16,1
0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,39,0,22,1
218,0,0,0,9,0,1,11,12,1,0,1,50,4,4270,185,0,13,1
0,1,0,0,23,0,1,0,0,1,0,0,11,3,1099,38,0,24,1
59,0,0,0,4,0,9,1,0,1,0,0,21,4,0,63,0,14,1
94,1,0,0,8,0,1,1,2,1,0,0,32,8,0,91,0,16,1
0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,32,0,16,1
42,1,0,0,3,0,0,0,1,0,0,1,10,3,6169,78,0,19,1
0,1,0,0,1,13,0,0,0,0,1,0,8,3,3097,35,0,17,1
156,0,0,0,98,0,2,1,2,0,0,0,19,3,0,130,0,17,1
0,0,0,0,17,0,3,0,1,0,0,0,21,12,0,166,0,77,1
0,1,0,0,4,13,0,0,0,0,1,0,8,3,3097,32,0,17,1
0,1,0,0,3,0,0,0,0,0,0,0,13,4,0,51,0,27,1
94,1,0,0,8,0,1,1,2,0,0,0,30,6,3377,82,0,13,1
0,1,0,0,3,13,0,0,0,0,1,0,8,3,3097,33,0,17,1
0,0,0,0,0,0,1,0,0,1,0,0,11,2,0,49,0,18,1
0,1,0,0,1,13,0,0,0,0,1,0,8,3,3097,35,0,17,1
